t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 6.851885914433813433e-13 3.890986241291619455e-19
1.600000000000000033e-01 6.846524902555168782e-13 4.052928531520692734e-19
3.200000000000000067e-01 6.839019485924984279e-13 4.279647737841509244e-19
4.799999999999999822e-01 6.829369664543454804e-13 4.571143860253443539e-19
6.400000000000000133e-01 6.817575438410314797e-13 4.927416898757417176e-19
8.000000000000000444e-01 6.807287514672592246e-13 3.962358386254723990e-19
9.599999999999999645e-01 6.796315469041955653e-13 2.507633403003943457e-19
1.120000000000000107e+00 6.784659301518725103e-13 5.632419490031534988e-20
1.280000000000000027e+00 6.772319012102738030e-13 -1.870815975743382598e-19
1.439999999999999947e+00 6.763709415071663255e-13 -2.263994235507099223e-19
1.600000000000000089e+00 6.756181621858871011e-13 -2.134620511731565507e-19
1.760000000000000009e+00 6.749735632464520836e-13 -1.482694804412633480e-19
1.919999999999999929e+00 6.744371446888447133e-13 -3.082171135468534390e-20
2.080000000000000071e+00 6.740586653500524089e-13 -3.115740249879361608e-20
2.240000000000000213e+00 6.738082699279039239e-13 -4.725335872226171755e-20
2.399999999999999911e+00 6.736859584223805778e-13 -7.910958002682757742e-20
2.560000000000000053e+00 6.736917308334860059e-13 -1.267260664105205902e-19
2.720000000000000195e+00 6.736877470673771911e-13 -1.538785512856182017e-19
2.879999999999999893e+00 6.737567111803717373e-13 -1.823015946021176666e-19
3.040000000000000036e+00 6.738986231724476323e-13 -2.119951963643928681e-19
3.200000000000000178e+00 6.741134830436210319e-13 -2.429593565692687661e-19
3.359999999999999876e+00 6.742383094084854629e-13 -2.711006404740240369e-19
3.520000000000000018e+00 6.743708910982843247e-13 -2.988751089252109522e-19
3.680000000000000160e+00 6.745112281130091352e-13 -3.262827619232091129e-19
3.839999999999999858e+00 6.746593204526635297e-13 -3.533235994674476251e-19
4.000000000000000000e+00 6.745916168521408967e-13 -3.529090963046725063e-19
4.160000000000000142e+00 6.744422480704882192e-13 -3.412923675880018246e-19
4.320000000000000284e+00 6.742112141077331641e-13 -3.184734133179178812e-19
4.480000000000000426e+00 6.738985149638570512e-13 -2.844522334932455217e-19
4.639999999999999680e+00 6.733345812595897604e-13 -1.640561515471990301e-19
4.799999999999999822e+00 6.726211546224902133e-13 -2.388773419166777575e-21
4.959999999999999964e+00 6.717582350525744650e-13 2.005499008959439915e-19
5.120000000000000107e+00 6.707458225498338315e-13 4.447598713812719821e-19
5.280000000000000249e+00 6.699543928052502842e-13 8.175787652979890134e-19
5.440000000000000391e+00 6.691616604042303792e-13 1.266604006281401098e-18
5.599999999999999645e+00 6.683676253468018844e-13 1.791835594352352960e-18
5.759999999999999787e+00 6.675722876329208761e-13 2.393273529495173019e-18
5.919999999999999929e+00 6.679226948123670695e-13 2.630130320084800059e-18
6.080000000000000071e+00 6.687306183552743723e-13 2.766878461120752999e-18
6.240000000000000213e+00 6.699960582616745913e-13 2.803517952549509476e-18
6.400000000000000355e+00 6.717190145315176432e-13 2.740048794411500153e-18
6.559999999999999609e+00 6.747505149154072943e-13 2.777554517923101596e-18
6.719999999999999751e+00 6.785799427629825772e-13 2.795385004337833041e-18
6.879999999999999893e+00 6.832072980742696444e-13 2.793540253669840826e-18
7.040000000000000036e+00 6.886325808492374967e-13 2.772020265904375026e-18
7.200000000000000178e+00 6.934880712721854686e-13 2.734292241137388945e-18
7.360000000000000320e+00 6.985944012325651200e-13 2.678275859312410691e-18
7.519999999999999574e+00 7.039515707303301038e-13 2.603971120427201564e-18
7.679999999999999716e+00 7.095595797655124289e-13 2.511378024485559883e-18
7.839999999999999858e+00 7.116583239870928651e-13 2.239235040181908496e-18
8.000000000000000000e+00 7.125038660056864037e-13 1.884299086313219957e-18
8.160000000000000142e+00 7.120962058212827455e-13 1.446570162876563193e-18
8.320000000000000284e+00 7.104353434338873431e-13 9.260482698096389927e-19
8.480000000000000426e+00 7.047520494711723605e-13 5.653106276702904104e-19
8.640000000000000568e+00 6.967078615565304807e-13 2.188109041826781629e-19
8.800000000000000711e+00 6.863027796899666512e-13 -1.134509007919913597e-19
8.960000000000000853e+00 6.735368038714719863e-13 -4.314747870161987785e-19
9.119999999999999218e+00 6.609520560671212934e-13 -3.941136202191943119e-19
9.279999999999999361e+00 6.470232630972770793e-13 -2.060556809560227727e-19
9.439999999999999503e+00 6.317504249619381323e-13 1.326990307577080788e-19
9.599999999999999645e+00 6.151335416610907201e-13 6.221505148801162238e-19
9.759999999999999787e+00 6.046858825117526162e-13 1.010196367490864497e-18
9.919999999999999929e+00 5.958994859237286055e-13 1.448098030822000464e-18
1.008000000000000007e+01 5.887743518970185870e-13 1.935855505008207100e-18
1.024000000000000021e+01 5.833104804316080205e-13 2.473468790014445771e-18
1.040000000000000036e+01 5.851463896899179803e-13 2.832256794859301324e-18
1.056000000000000050e+01 5.908989687745001233e-13 3.149428174072644442e-18
1.072000000000000064e+01 6.005682176853480881e-13 3.424982927791774286e-18
1.088000000000000078e+01 6.141541364224680342e-13 3.658921055850425709e-18
1.103999999999999915e+01 6.282650629220846444e-13 3.582214772600401379e-18
1.119999999999999929e+01 6.449359944224648054e-13 3.356280749474049876e-18
1.135999999999999943e+01 6.641669309235909476e-13 2.981118986457637011e-18
1.151999999999999957e+01 6.859578724254920507e-13 2.456729483443655447e-18
1.167999999999999972e+01 6.993251407283156176e-13 2.255654092674941559e-18
1.183999999999999986e+01 7.108589427519946340e-13 2.094367702681878573e-18
1.200000000000000000e+01 7.205592784964833584e-13 1.972870313547192114e-18
1.216000000000000014e+01 7.284261479618223825e-13 1.891161925427969888e-18
1.232000000000000028e+01 7.267240262292148850e-13 1.888973257558604503e-18
1.248000000000000043e+01 7.200942282499435832e-13 1.942465878444445362e-18
1.264000000000000057e+01 7.085367540239923215e-13 2.051639788026969231e-18
1.280000000000000071e+01 6.920516035513813954e-13 2.216494986247915574e-18
1.296000000000000085e+01 6.756248537944939339e-13 2.312953136459289624e-18
1.311999999999999922e+01 6.562648585759054112e-13 2.415461240617294958e-18
1.327999999999999936e+01 6.339716178956028018e-13 2.524019298783670728e-18
1.343999999999999950e+01 6.087451317535929718e-13 2.638627310919339045e-18
1.359999999999999964e+01 5.945046940121216663e-13 2.663352424948953013e-18
1.375999999999999979e+01 5.828987283538608857e-13 2.655754352124612517e-18
1.391999999999999993e+01 5.739272347787967968e-13 2.615833092440858317e-18
1.408000000000000007e+01 5.675902132869236439e-13 2.543588645843288669e-18
1.424000000000000021e+01 5.712437441821490986e-13 2.520931736017240264e-18
1.440000000000000036e+01 5.804741792821342328e-13 2.498715928837554474e-18
1.456000000000000050e+01 5.952815185868643042e-13 2.476941224219083238e-18
1.472000000000000064e+01 6.156657620963596086e-13 2.455607622238820229e-18
1.488000000000000078e+01 6.315039281959652008e-13 2.754029222581621716e-18
1.503999999999999915e+01 6.488698058544750175e-13 3.180617565379295548e-18
1.519999999999999929e+01 6.677633950718839087e-13 3.735372650803035327e-18
1.535999999999999943e+01 6.881846958481907639e-13 4.418294478622006793e-18
1.551999999999999957e+01 6.907669525946394502e-13 4.482722712124712659e-18
1.567999999999999972e+01 6.871302186644908569e-13 4.376653553420291124e-18
1.583999999999999986e+01 6.772744940577323622e-13 4.100087002436309506e-18
1.600000000000000000e+01 6.611997787743848677e-13 3.653023059239721601e-18
1.616000000000000014e+01 6.325005194849157212e-13 3.519645923580004238e-18
1.632000000000000028e+01 5.950200481870517842e-13 3.409445075620661398e-18
1.648000000000000043e+01 5.487583648807733667e-13 3.322420515292439336e-18
1.664000000000000057e+01 4.937154695660952110e-13 3.258572242727585499e-18
1.680000000000000071e+01 4.494857609538254704e-13 3.009313598265448394e-18
1.696000000000000085e+01 4.043125998174888959e-13 2.699796577786736052e-18
1.712000000000000099e+01 3.581959861570808427e-13 2.330021181159840052e-18
1.728000000000000114e+01 3.111359199725970699e-13 1.899987408458753465e-18
1.744000000000000128e+01 2.948687415093767033e-13 1.569560537698940568e-18
1.760000000000000142e+01 2.903526466202195694e-13 1.242821402121394419e-18
1.776000000000000156e+01 2.975876353051288992e-13 9.197700016429358383e-19
1.792000000000000171e+01 3.165737075640991896e-13 6.004063363033342195e-19
1.807999999999999829e+01 3.597338981057530677e-13 4.076032122211943338e-19
1.823999999999999844e+01 4.196143861049218545e-13 2.676369457095177544e-19
1.839999999999999858e+01 4.962151715615972196e-13 1.805075367671653900e-19
1.855999999999999872e+01 5.895362544757842117e-13 1.462149854251545590e-19
1.871999999999999886e+01 6.745390263730950924e-13 3.040811313356533552e-19
1.887999999999999901e+01 7.662466523381519933e-13 5.705128707285254672e-19
1.903999999999999915e+01 8.646591323709681419e-13 9.455102036506985133e-19
1.919999999999999929e+01 9.697764664715325323e-13 1.429073130017091601e-18
1.935999999999999943e+01 1.036108022492646518e-12 1.999367229333439079e-18
1.951999999999999957e+01 1.090948179722631266e-12 2.669493153967126528e-18
1.967999999999999972e+01 1.134296938161484353e-12 3.439450904057394060e-18
1.983999999999999986e+01 1.166154297809202951e-12 4.309240479434395839e-18
2.000000000000000000e+01 1.160339543382684977e-12 4.833828432997264311e-18
2.016000000000000014e+01 1.132561104051764296e-12 5.280234832951878293e-18
2.032000000000000028e+01 1.082818979816455651e-12 5.648459679503948675e-18
2.048000000000000043e+01 1.011113170676773987e-12 5.938502972443606871e-18
2.064000000000000057e+01 9.356042193260848320e-13 6.055396313948560210e-18
2.080000000000000071e+01 8.453958001483378705e-13 6.056120742665779859e-18
2.096000000000000085e+01 7.404879131435836900e-13 5.940676258670233027e-18
2.112000000000000099e+01 6.208805583117775590e-13 5.709062861919312751e-18
2.128000000000000114e+01 5.339483203585155077e-13 5.419420449342415509e-18
2.144000000000000128e+01 4.512664484604391404e-13 5.036865083140131467e-18
2.160000000000000142e+01 3.728349426175599177e-13 4.561396762679194061e-18
2.176000000000000156e+01 2.986538028298692568e-13 3.993015488516351889e-18
2.192000000000000171e+01 2.638234561492635041e-13 3.416280130119412560e-18
2.207999999999999829e+01 2.472836463446000352e-13 2.780455365727277462e-18
2.223999999999999844e+01 2.490343734158906642e-13 2.085541195281483836e-18
2.239999999999999858e+01 2.690756373631202954e-13 1.331537618917675892e-18
2.255999999999999872e+01 3.023524162580745838e-13 8.063737032995508410e-19
2.271999999999999886e+01 3.518977232576725237e-13 3.372920085904438122e-19
2.287999999999999901e+01 4.177115583619263834e-13 -7.570746518699021598e-20
2.303999999999999915e+01 4.997939215708364153e-13 -4.326247184758192514e-19
2.319999999999999929e+01 5.639163370880946405e-13 -3.565111048351722557e-19
2.335999999999999943e+01 6.306158903914705588e-13 -7.353581200004907656e-20
2.351999999999999957e+01 6.998925814809811339e-13 4.163011596249054233e-19
2.367999999999999972e+01 7.717464103566273756e-13 1.112999810836067946e-18
2.383999999999999986e+01 8.177631412984408730e-13 1.340689021874489186e-18
2.400000000000000000e+01 8.549913157383958669e-13 1.504891464086736827e-18
2.416000000000000014e+01 8.834309336764964973e-13 1.605607138033038854e-18
2.432000000000000028e+01 9.030819951127410477e-13 1.642836043406001825e-18
2.448000000000000043e+01 9.130230011007774626e-13 1.989867554797123631e-18
2.464000000000000057e+01 9.138068510084330503e-13 2.422728047087813889e-18
2.480000000000000071e+01 9.054335448356905444e-13 2.941417520813093819e-18
2.496000000000000085e+01 8.879030825825583255e-13 3.545935975734812555e-18
2.512000000000000099e+01 8.771913223343947027e-13 3.910051984344659396e-18
2.528000000000000114e+01 8.637127492400026034e-13 4.229504403283033589e-18
2.544000000000000128e+01 8.474673632993679922e-13 4.504293232315739743e-18
2.560000000000000142e+01 8.284551645124850125e-13 4.734418471736117788e-18
2.576000000000000156e+01 8.146891414778435516e-13 4.841386451045863673e-18
2.592000000000000171e+01 8.013615010363420837e-13 4.872293372524979559e-18
2.607999999999999829e+01 7.884722431879857587e-13 4.827139236306527174e-18
2.623999999999999844e+01 7.760213679327714464e-13 4.705924042012437996e-18
2.639999999999999858e+01 7.564727888307138861e-13 4.452616685283695229e-18
2.655999999999999872e+01 7.343481577457979537e-13 4.100835828936744452e-18
2.671999999999999886e+01 7.096474746780243559e-13 3.650581472606732103e-18
2.687999999999999901e+01 6.823707396274037960e-13 3.101853616577779457e-18
2.703999999999999915e+01 6.467912631640457277e-13 2.604875432337283873e-18
2.719999999999999929e+01 6.063450589458842161e-13 2.069513016754526492e-18
2.735999999999999943e+01 5.610321269729142127e-13 1.495766370336506445e-18
2.751999999999999957e+01 5.108524672451399582e-13 8.836354927347494362e-19
2.767999999999999972e+01 4.699826521132995453e-13 1.574170429249241687e-19
2.783999999999999986e+01 4.299167381669407581e-13 -6.374669742898652367e-19
2.800000000000000000e+01 3.906547254060620315e-13 -1.501016559582424760e-18
2.816000000000000014e+01 3.521966138306756843e-13 -2.433231711439561234e-18
2.832000000000000028e+01 3.412331408635095290e-13 -3.084147023841357755e-18
2.848000000000000043e+01 3.417498640508917592e-13 -3.663741740509987939e-18
2.864000000000000057e+01 3.537467833928697824e-13 -4.172015861797063424e-18
2.880000000000000071e+01 3.772238988894144675e-13 -4.608969387625206508e-18
2.896000000000000085e+01 4.226501542299050987e-13 -4.782978177895532629e-18
2.912000000000000099e+01 4.837441832007077744e-13 -4.809016716226277252e-18
2.928000000000000114e+01 5.605059858018145681e-13 -4.687085002742451719e-18
2.944000000000000128e+01 6.529355620332553682e-13 -4.417183038066126779e-18
2.960000000000000142e+01 7.366695511234640186e-13 -3.896563162852563998e-18
2.976000000000000156e+01 8.263259695353756489e-13 -3.186873972370001144e-18
2.992000000000000171e+01 9.219048172689994477e-13 -2.288115466420570099e-18
3.007999999999999829e+01 1.023406094324282808e-12 -1.200287644997343679e-18
3.023999999999999844e+01 1.086928268916784435e-12 -4.179331269785336524e-19
3.039999999999999858e+01 1.138812260117156162e-12 3.556736586045731634e-19
3.055999999999999872e+01 1.179058067925429694e-12 1.120532712665537304e-18
3.071999999999999886e+01 1.207665692341588875e-12 1.876644034428374920e-18
3.087999999999999901e+01 1.199009695040117798e-12 2.651912647577850767e-18
3.103999999999999915e+01 1.168465339016319102e-12 3.429595539094292584e-18
3.119999999999999929e+01 1.116032624270203690e-12 4.209692708313192526e-18
3.135999999999999943e+01 1.041711550801760255e-12 4.992204155232438617e-18
3.151999999999999957e+01 9.625783398898632996e-13 5.190544958337921200e-18
3.167999999999999972e+01 8.683872587671868697e-13 5.156666071611439539e-18
3.183999999999999986e+01 7.591383074337035004e-13 4.890567493212941675e-18
3.200000000000000000e+01 6.348314858894681215e-13 4.392249224555391506e-18
