t kphi
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000167e-02 -3.143769787966119918e-06
8.000000000000000167e-02 -3.143769787966119918e-06
8.000000000000000167e-02 -3.143769787966119918e-06
1.600000000000000033e-01 -6.447870873749770096e-06
1.600000000000000033e-01 -6.447870873749770096e-06
1.600000000000000033e-01 -6.447870873749770096e-06
1.600000000000000033e-01 -6.447870873749770096e-06
2.399999999999999911e-01 -9.594952582165530331e-06
2.399999999999999911e-01 -9.594952582165530331e-06
2.399999999999999911e-01 -9.594952582165530331e-06
3.200000000000000067e-01 -1.282770207490540000e-05
3.200000000000000067e-01 -1.282770207490540000e-05
3.200000000000000067e-01 -1.282770207490540000e-05
3.200000000000000067e-01 -1.282770207490540000e-05
4.000000000000000222e-01 -1.606624212086629947e-05
4.000000000000000222e-01 -1.606624212086629947e-05
4.000000000000000222e-01 -1.606624212086629947e-05
4.799999999999999822e-01 -1.920560008227150165e-05
4.799999999999999822e-01 -1.920560008227150165e-05
4.799999999999999822e-01 -1.920560008227150165e-05
4.799999999999999822e-01 -1.920560008227150165e-05
5.600000000000000533e-01 -2.239291476618860113e-05
5.600000000000000533e-01 -2.239291476618860113e-05
5.600000000000000533e-01 -2.239291476618860113e-05
6.400000000000000133e-01 -2.563905169382080021e-05
6.400000000000000133e-01 -2.563905169382080021e-05
6.400000000000000133e-01 -2.563905169382080021e-05
6.400000000000000133e-01 -2.563905169382080021e-05
7.199999999999999734e-01 -2.885988839541479877e-05
7.199999999999999734e-01 -2.885988839541479877e-05
7.199999999999999734e-01 -2.885988839541479877e-05
8.000000000000000444e-01 -3.201333565331419779e-05
8.000000000000000444e-01 -3.201333565331419779e-05
8.000000000000000444e-01 -3.201333565331419779e-05
8.000000000000000444e-01 -3.201333565331419779e-05
8.800000000000000044e-01 -3.516683131961599872e-05
8.800000000000000044e-01 -3.516683131961599872e-05
8.800000000000000044e-01 -3.516683131961599872e-05
9.599999999999999645e-01 -3.838235801038269822e-05
9.599999999999999645e-01 -3.838235801038269822e-05
9.599999999999999645e-01 -3.838235801038269822e-05
9.599999999999999645e-01 -3.838235801038269822e-05
1.040000000000000036e+00 -4.161805878126709912e-05
1.040000000000000036e+00 -4.161805878126709912e-05
1.040000000000000036e+00 -4.161805878126709912e-05
1.120000000000000107e+00 -4.480382690264710175e-05
1.120000000000000107e+00 -4.480382690264710175e-05
1.120000000000000107e+00 -4.480382690264710175e-05
1.120000000000000107e+00 -4.480382690264710175e-05
1.199999999999999956e+00 -4.793865375957430218e-05
1.199999999999999956e+00 -4.793865375957430218e-05
1.199999999999999956e+00 -4.793865375957430218e-05
1.280000000000000027e+00 -5.107288911237870048e-05
1.280000000000000027e+00 -5.107288911237870048e-05
1.280000000000000027e+00 -5.107288911237870048e-05
1.280000000000000027e+00 -5.107288911237870048e-05
1.360000000000000098e+00 -5.423851590261770248e-05
1.360000000000000098e+00 -5.423851590261770248e-05
1.360000000000000098e+00 -5.423851590261770248e-05
1.439999999999999947e+00 -5.742497050186010050e-05
1.439999999999999947e+00 -5.742497050186010050e-05
1.439999999999999947e+00 -5.742497050186010050e-05
1.439999999999999947e+00 -5.742497050186010050e-05
1.520000000000000018e+00 -6.060687387789290222e-05
1.520000000000000018e+00 -6.060687387789290222e-05
1.520000000000000018e+00 -6.060687387789290222e-05
1.600000000000000089e+00 -6.377224950103109436e-05
1.600000000000000089e+00 -6.377224950103109436e-05
1.600000000000000089e+00 -6.377224950103109436e-05
1.600000000000000089e+00 -6.377224950103109436e-05
1.679999999999999938e+00 -6.692074729795160451e-05
1.679999999999999938e+00 -6.692074729795160451e-05
1.679999999999999938e+00 -6.692074729795160451e-05
1.760000000000000009e+00 -7.005089990740640069e-05
1.760000000000000009e+00 -7.005089990740640069e-05
1.760000000000000009e+00 -7.005089990740640069e-05
1.760000000000000009e+00 -7.005089990740640069e-05
1.840000000000000080e+00 -7.316315078409419900e-05
1.840000000000000080e+00 -7.316315078409419900e-05
1.840000000000000080e+00 -7.316315078409419900e-05
1.919999999999999929e+00 -7.627180596189320086e-05
1.919999999999999929e+00 -7.627180596189320086e-05
1.919999999999999929e+00 -7.627180596189320086e-05
1.919999999999999929e+00 -7.627180596189320086e-05
2.000000000000000000e+00 -7.939651731142699541e-05
2.000000000000000000e+00 -7.939651731142699541e-05
2.000000000000000000e+00 -7.939651731142699541e-05
2.080000000000000071e+00 -8.253090560617579467e-05
2.080000000000000071e+00 -8.253090560617579467e-05
2.080000000000000071e+00 -8.253090560617579467e-05
2.080000000000000071e+00 -8.253090560617579467e-05
2.160000000000000142e+00 -8.563834549244450417e-05
2.160000000000000142e+00 -8.563834549244450417e-05
2.160000000000000142e+00 -8.563834549244450417e-05
2.240000000000000213e+00 -8.870340978015980426e-05
2.240000000000000213e+00 -8.870340978015980426e-05
2.240000000000000213e+00 -8.870340978015980426e-05
2.240000000000000213e+00 -8.870340978015980426e-05
2.319999999999999840e+00 -9.176517237899489417e-05
2.319999999999999840e+00 -9.176517237899489417e-05
2.319999999999999840e+00 -9.176517237899489417e-05
2.399999999999999911e+00 -9.485860591547670641e-05
2.399999999999999911e+00 -9.485860591547670641e-05
2.399999999999999911e+00 -9.485860591547670641e-05
2.399999999999999911e+00 -9.485860591547670641e-05
2.479999999999999982e+00 -9.794955683309549560e-05
2.479999999999999982e+00 -9.794955683309549560e-05
2.479999999999999982e+00 -9.794955683309549560e-05
2.560000000000000053e+00 -1.009888715814230038e-04
2.560000000000000053e+00 -1.009888715814230038e-04
2.560000000000000053e+00 -1.009888715814230038e-04
2.560000000000000053e+00 -1.009888715814230038e-04
2.640000000000000124e+00 -1.040002625244639938e-04
2.640000000000000124e+00 -1.040002625244639938e-04
2.640000000000000124e+00 -1.040002625244639938e-04
2.720000000000000195e+00 -1.070343530230889978e-04
2.720000000000000195e+00 -1.070343530230889978e-04
2.720000000000000195e+00 -1.070343530230889978e-04
2.720000000000000195e+00 -1.070343530230889978e-04
2.799999999999999822e+00 -1.100730645771359984e-04
2.799999999999999822e+00 -1.100730645771359984e-04
2.799999999999999822e+00 -1.100730645771359984e-04
2.879999999999999893e+00 -1.130711846705619933e-04
2.879999999999999893e+00 -1.130711846705619933e-04
2.879999999999999893e+00 -1.130711846705619933e-04
2.879999999999999893e+00 -1.130711846705619933e-04
2.959999999999999964e+00 -1.160445008261379963e-04
2.959999999999999964e+00 -1.160445008261379963e-04
2.959999999999999964e+00 -1.160445008261379963e-04
3.040000000000000036e+00 -1.190276398477249989e-04
3.040000000000000036e+00 -1.190276398477249989e-04
3.040000000000000036e+00 -1.190276398477249989e-04
3.040000000000000036e+00 -1.190276398477249989e-04
