t trk
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000067e-01 4.675431657997720228e-06
3.200000000000000067e-01 4.675431657997720228e-06
3.200000000000000067e-01 4.675431657997720228e-06
3.200000000000000067e-01 4.675431657997720228e-06
6.400000000000000133e-01 2.273139647751400033e-05
6.400000000000000133e-01 2.273139647751400033e-05
6.400000000000000133e-01 2.273139647751400033e-05
6.400000000000000133e-01 2.273139647751400033e-05
9.599999999999999645e-01 3.418715891794690001e-05
9.599999999999999645e-01 3.418715891794690001e-05
9.599999999999999645e-01 3.418715891794690001e-05
9.599999999999999645e-01 3.418715891794690001e-05
1.280000000000000027e+00 5.575624039874219919e-05
1.280000000000000027e+00 5.575624039874219919e-05
1.280000000000000027e+00 5.575624039874219919e-05
1.280000000000000027e+00 5.575624039874219919e-05
1.600000000000000089e+00 2.692617600497600091e-05
1.600000000000000089e+00 2.692617600497600091e-05
1.600000000000000089e+00 2.692617600497600091e-05
1.600000000000000089e+00 2.692617600497600091e-05
1.919999999999999929e+00 3.082427558389489862e-05
1.919999999999999929e+00 3.082427558389489862e-05
1.919999999999999929e+00 3.082427558389489862e-05
1.919999999999999929e+00 3.082427558389489862e-05
2.240000000000000213e+00 4.462071055359639931e-05
2.240000000000000213e+00 4.462071055359639931e-05
2.240000000000000213e+00 4.462071055359639931e-05
2.240000000000000213e+00 4.462071055359639931e-05
2.560000000000000053e+00 -1.165378264432069965e-05
2.560000000000000053e+00 -1.165378264432069965e-05
2.560000000000000053e+00 -1.165378264432069965e-05
2.560000000000000053e+00 -1.165378264432069965e-05
2.879999999999999893e+00 -3.447154681820730073e-05
2.879999999999999893e+00 -3.447154681820730073e-05
2.879999999999999893e+00 -3.447154681820730073e-05
2.879999999999999893e+00 -3.447154681820730073e-05
3.200000000000000178e+00 2.289265480223340115e-05
3.200000000000000178e+00 2.289265480223340115e-05
3.200000000000000178e+00 2.289265480223340115e-05
3.200000000000000178e+00 2.289265480223340115e-05
3.520000000000000018e+00 1.580394847747259863e-05
3.520000000000000018e+00 1.580394847747259863e-05
3.520000000000000018e+00 1.580394847747259863e-05
3.520000000000000018e+00 1.580394847747259863e-05
3.839999999999999858e+00 -1.072802341567910057e-05
3.839999999999999858e+00 -1.072802341567910057e-05
3.839999999999999858e+00 -1.072802341567910057e-05
3.839999999999999858e+00 -1.072802341567910057e-05
4.160000000000000142e+00 -3.219153102542699885e-06
4.160000000000000142e+00 -3.219153102542699885e-06
4.160000000000000142e+00 -3.219153102542699885e-06
4.160000000000000142e+00 -3.219153102542699885e-06
4.480000000000000426e+00 7.243327231818380321e-06
4.480000000000000426e+00 7.243327231818380321e-06
4.480000000000000426e+00 7.243327231818380321e-06
4.480000000000000426e+00 7.243327231818380321e-06
4.799999999999999822e+00 4.508492127428459967e-05
4.799999999999999822e+00 4.508492127428459967e-05
4.799999999999999822e+00 4.508492127428459967e-05
4.799999999999999822e+00 4.508492127428459967e-05
5.120000000000000107e+00 3.368909681798630177e-05
5.120000000000000107e+00 3.368909681798630177e-05
5.120000000000000107e+00 3.368909681798630177e-05
5.120000000000000107e+00 3.368909681798630177e-05
5.440000000000000391e+00 1.465757541018639936e-05
5.440000000000000391e+00 1.465757541018639936e-05
5.440000000000000391e+00 1.465757541018639936e-05
5.440000000000000391e+00 1.465757541018639936e-05
5.759999999999999787e+00 -4.041217351715369615e-06
5.759999999999999787e+00 -4.041217351715369615e-06
5.759999999999999787e+00 -4.041217351715369615e-06
5.759999999999999787e+00 -4.041217351715369615e-06
6.080000000000000071e+00 -1.691724762648560163e-05
6.080000000000000071e+00 -1.691724762648560163e-05
6.080000000000000071e+00 -1.691724762648560163e-05
6.080000000000000071e+00 -1.691724762648560163e-05
6.400000000000000355e+00 -2.551644506591570071e-06
6.400000000000000355e+00 -2.551644506591570071e-06
6.400000000000000355e+00 -2.551644506591570071e-06
6.400000000000000355e+00 -2.551644506591570071e-06
6.719999999999999751e+00 -1.369712713251960078e-05
6.719999999999999751e+00 -1.369712713251960078e-05
6.719999999999999751e+00 -1.369712713251960078e-05
6.719999999999999751e+00 -1.369712713251960078e-05
7.040000000000000036e+00 7.923804386603370238e-06
7.040000000000000036e+00 7.923804386603370238e-06
7.040000000000000036e+00 7.923804386603370238e-06
7.040000000000000036e+00 7.923804386603370238e-06
7.360000000000000320e+00 1.108969720822709920e-06
7.360000000000000320e+00 1.108969720822709920e-06
7.360000000000000320e+00 1.108969720822709920e-06
7.360000000000000320e+00 1.108969720822709920e-06
7.679999999999999716e+00 -1.248109985608009981e-05
7.679999999999999716e+00 -1.248109985608009981e-05
7.679999999999999716e+00 -1.248109985608009981e-05
7.679999999999999716e+00 -1.248109985608009981e-05
8.000000000000000000e+00 -4.497838078145709794e-06
8.000000000000000000e+00 -4.497838078145709794e-06
8.000000000000000000e+00 -4.497838078145709794e-06
8.000000000000000000e+00 -4.497838078145709794e-06
8.320000000000000284e+00 1.152168850838630078e-05
8.320000000000000284e+00 1.152168850838630078e-05
8.320000000000000284e+00 1.152168850838630078e-05
8.320000000000000284e+00 1.152168850838630078e-05
8.640000000000000568e+00 -4.889601280389449802e-06
8.640000000000000568e+00 -4.889601280389449802e-06
8.640000000000000568e+00 -4.889601280389449802e-06
8.640000000000000568e+00 -4.889601280389449802e-06
8.960000000000000853e+00 -1.589933449811810049e-06
8.960000000000000853e+00 -1.589933449811810049e-06
8.960000000000000853e+00 -1.589933449811810049e-06
8.960000000000000853e+00 -1.589933449811810049e-06
9.279999999999999361e+00 7.103919333990800283e-06
9.279999999999999361e+00 7.103919333990800283e-06
9.279999999999999361e+00 7.103919333990800283e-06
9.279999999999999361e+00 7.103919333990800283e-06
9.599999999999999645e+00 3.974438927604960120e-06
9.599999999999999645e+00 3.974438927604960120e-06
9.599999999999999645e+00 3.974438927604960120e-06
9.599999999999999645e+00 3.974438927604960120e-06
9.919999999999999929e+00 3.758581163907239904e-06
9.919999999999999929e+00 3.758581163907239904e-06
9.919999999999999929e+00 3.758581163907239904e-06
9.919999999999999929e+00 3.758581163907239904e-06
1.024000000000000021e+01 1.339817868792970101e-06
1.024000000000000021e+01 1.339817868792970101e-06
1.024000000000000021e+01 1.339817868792970101e-06
1.024000000000000021e+01 1.339817868792970101e-06
1.056000000000000050e+01 9.685672505788560962e-07
1.056000000000000050e+01 9.685672505788560962e-07
1.056000000000000050e+01 9.685672505788560962e-07
1.056000000000000050e+01 9.685672505788560962e-07
1.088000000000000078e+01 3.723148028260439897e-06
1.088000000000000078e+01 3.723148028260439897e-06
1.088000000000000078e+01 3.723148028260439897e-06
1.088000000000000078e+01 3.723148028260439897e-06
1.119999999999999929e+01 2.209347986632009789e-06
