t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 4.111374078530973935e-12 4.469509498827168721e-18
1.600000000000000033e-01 4.113917751166817233e-12 4.367062277403867658e-18
3.200000000000000067e-01 4.117934528459688759e-12 4.216045598563909832e-18
4.799999999999999822e-01 4.115006033164294032e-12 4.194887953717668972e-18
6.400000000000000133e-01 4.087201251865433349e-12 4.154132680766478447e-18
8.000000000000000444e-01 4.094319958398745874e-12 3.837348973700636542e-18
9.599999999999999645e-01 4.115865140930266231e-12 3.335449926712714396e-18
1.120000000000000107e+00 4.138635300244512990e-12 2.933187285452596593e-18
1.280000000000000027e+00 4.067758658856719405e-12 2.682738200082175943e-18
1.439999999999999947e+00 4.059781836780764584e-12 2.471295019175225121e-18
1.600000000000000089e+00 4.065600723723552452e-12 2.304534666469569408e-18
1.760000000000000009e+00 4.081807349296090339e-12 2.152062055268867248e-18
1.919999999999999929e+00 4.160630153133475169e-12 2.275793646514692916e-18
2.080000000000000071e+00 4.112662534708256767e-12 2.198747214754729118e-18
2.240000000000000213e+00 4.005998822340015577e-12 2.079301545796472272e-18
2.399999999999999911e+00 3.864244099743284058e-12 1.896827049623195964e-18
2.560000000000000053e+00 3.848781389479645637e-12 1.847823237277512972e-18
2.720000000000000195e+00 3.710968707522035912e-12 1.892532715583735065e-18
2.879999999999999893e+00 3.533566624365050758e-12 2.004328092993547011e-18
3.040000000000000036e+00 3.317647786061782563e-12 1.776335181601788313e-18
3.200000000000000178e+00 2.891025292088844383e-12 1.625259111936084630e-18
3.359999999999999876e+00 2.739815933687871110e-12 1.597485395479868511e-18
3.520000000000000018e+00 2.694132015163460082e-12 1.671362707809515048e-18
3.680000000000000160e+00 2.667594550150303066e-12 2.092528889381199887e-18
3.839999999999999858e+00 2.266524198522843562e-12 3.356169513458396299e-18
4.000000000000000000e+00 2.254056784058729484e-12 3.913923873813805231e-18
4.160000000000000142e+00 2.365517223141897703e-12 4.359302920386341354e-18
4.320000000000000284e+00 2.564653194671232430e-12 4.776965216744311776e-18
4.480000000000000426e+00 2.821188861132820058e-12 5.352019209770876367e-18
4.639999999999999680e+00 3.044117518683823672e-12 5.561428009713545282e-18
4.799999999999999822e+00 3.259711841970332731e-12 5.565262033892238621e-18
4.959999999999999964e+00 3.476193423461671365e-12 5.677599818820256435e-18
5.120000000000000107e+00 3.992543109869263183e-12 5.593708207800316471e-18
5.280000000000000249e+00 4.214318641751347851e-12 5.569392974348285763e-18
5.440000000000000391e+00 4.346021105750689999e-12 5.468185215196413461e-18
5.599999999999999645e+00 4.406389761592743248e-12 5.744982181132233870e-18
5.759999999999999787e+00 4.452925360949968382e-12 6.283411747672201718e-18
5.919999999999999929e+00 4.474885269744783666e-12 6.427667628813643183e-18
6.080000000000000071e+00 4.488550106737551233e-12 6.500977869047673280e-18
6.240000000000000213e+00 4.497600432829353338e-12 6.498750265986136497e-18
6.400000000000000355e+00 4.376983567908363150e-12 6.756507327562083163e-18
6.559999999999999609e+00 4.323156313260084694e-12 6.761810773673264577e-18
6.719999999999999751e+00 4.280608235800572442e-12 6.659409520018341717e-18
6.879999999999999893e+00 4.225785266552487070e-12 6.914030384667109788e-18
7.040000000000000036e+00 4.163277469544067902e-12 7.406083085745180663e-18
7.200000000000000178e+00 4.029036238510482114e-12 7.525065122825393599e-18
7.360000000000000320e+00 3.844507933874435633e-12 7.472826933419757429e-18
7.519999999999999574e+00 3.641969409049974002e-12 6.956606115938077370e-18
7.679999999999999716e+00 3.387666538613939921e-12 6.321918158091759765e-18
7.839999999999999858e+00 3.198844543585183987e-12 5.831167441965773396e-18
8.000000000000000000e+00 3.026548322778560527e-12 5.377707916688900769e-18
8.160000000000000142e+00 2.892683713329788848e-12 5.110102028328961204e-18
8.320000000000000284e+00 2.684037723248031302e-12 5.648118405406254649e-18
8.480000000000000426e+00 2.656997583629249429e-12 5.510025896215126981e-18
8.640000000000000568e+00 2.713294878221297002e-12 5.179227469290286494e-18
8.800000000000000711e+00 2.818764237316625226e-12 4.790070053738410153e-18
8.960000000000000853e+00 2.870542515868531325e-12 5.107311971415454931e-18
9.119999999999999218e+00 3.063324349518869674e-12 5.029157899324966409e-18
9.279999999999999361e+00 3.325707295535252284e-12 4.918050427001426033e-18
9.439999999999999503e+00 3.589782323916395626e-12 4.215131825512470158e-18
9.599999999999999645e+00 3.770855270423015445e-12 3.464413547418087920e-18
9.759999999999999787e+00 3.998027944508923575e-12 2.862115377684712036e-18
9.919999999999999929e+00 4.232765894542574130e-12 2.334289049162146677e-18
1.008000000000000007e+01 4.421199984950713540e-12 1.621417058401307293e-18
1.024000000000000021e+01 4.587935071136002596e-12 3.907433636069081344e-19
1.040000000000000036e+01 4.663235154264178921e-12 -2.872754339141785469e-20
1.056000000000000050e+01 4.682250619972097882e-12 -1.600119952075928502e-19
1.072000000000000064e+01 4.700018352431331669e-12 -4.631546382859144137e-20
1.088000000000000078e+01 4.761566989342572434e-12 5.478153871601433185e-19
1.103999999999999915e+01 4.758706063285371413e-12 9.542801114853536810e-19
1.119999999999999929e+01 4.737427334812916318e-12 1.441126436153396021e-18
1.135999999999999943e+01 4.733990000399653147e-12 1.438426482567146159e-18
