t ml_ham
0.000000000000000000e+00 -6.650459830318060372e-02
0.000000000000000000e+00 -6.650459830318060372e-02
0.000000000000000000e+00 -6.650459830318060372e-02
2.500000000000000000e-01 -6.677363785984349875e-02
2.500000000000000000e-01 -6.677363785984349875e-02
2.500000000000000000e-01 -6.677363785984349875e-02
5.000000000000000000e-01 -6.679739794692170218e-02
5.000000000000000000e-01 -6.679739794692170218e-02
5.000000000000000000e-01 -6.679739794692170218e-02
7.500000000000000000e-01 -6.630341775545950389e-02
7.500000000000000000e-01 -6.630341775545950389e-02
7.500000000000000000e-01 -6.630341775545950389e-02
1.000000000000000000e+00 -6.689113279897350439e-02
1.000000000000000000e+00 -6.689113279897350439e-02
1.000000000000000000e+00 -6.689113279897350439e-02
1.250000000000000000e+00 -6.760477358856359364e-02
1.250000000000000000e+00 -6.760477358856359364e-02
1.250000000000000000e+00 -6.760477358856359364e-02
1.500000000000000000e+00 -6.571297448217189308e-02
1.500000000000000000e+00 -6.571297448217189308e-02
1.500000000000000000e+00 -6.571297448217189308e-02
1.750000000000000000e+00 -6.561013996433860684e-02
1.750000000000000000e+00 -6.561013996433860684e-02
1.750000000000000000e+00 -6.561013996433860684e-02
2.000000000000000000e+00 -6.879071920818340125e-02
2.000000000000000000e+00 -6.879071920818340125e-02
2.000000000000000000e+00 -6.879071920818340125e-02
2.250000000000000000e+00 -6.560605416784259791e-02
2.250000000000000000e+00 -6.560605416784259791e-02
2.250000000000000000e+00 -6.560605416784259791e-02
2.500000000000000000e+00 -6.304724944521170049e-02
2.500000000000000000e+00 -6.304724944521170049e-02
2.500000000000000000e+00 -6.304724944521170049e-02
2.750000000000000000e+00 -6.908178830769720613e-02
2.750000000000000000e+00 -6.908178830769720613e-02
2.750000000000000000e+00 -6.908178830769720613e-02
3.000000000000000000e+00 -6.852883609442039781e-02
3.000000000000000000e+00 -6.852883609442039781e-02
3.000000000000000000e+00 -6.852883609442039781e-02
3.250000000000000000e+00 -6.253346212714309960e-02
3.250000000000000000e+00 -6.253346212714309960e-02
3.250000000000000000e+00 -6.253346212714309960e-02
3.500000000000000000e+00 -6.507523520278840623e-02
3.500000000000000000e+00 -6.507523520278840623e-02
3.500000000000000000e+00 -6.507523520278840623e-02
3.750000000000000000e+00 -7.315902115291039731e-02
3.750000000000000000e+00 -7.315902115291039731e-02
3.750000000000000000e+00 -7.315902115291039731e-02
4.000000000000000000e+00 -5.990690881713459787e-02
4.000000000000000000e+00 -5.990690881713459787e-02
4.000000000000000000e+00 -5.990690881713459787e-02
4.250000000000000000e+00 -6.738366220324129574e-02
4.250000000000000000e+00 -6.738366220324129574e-02
4.250000000000000000e+00 -6.738366220324129574e-02
4.500000000000000000e+00 -7.096456103084899936e-02
4.500000000000000000e+00 -7.096456103084899936e-02
4.500000000000000000e+00 -7.096456103084899936e-02
4.750000000000000000e+00 -5.843291035777470332e-02
4.750000000000000000e+00 -5.843291035777470332e-02
4.750000000000000000e+00 -5.843291035777470332e-02
5.000000000000000000e+00 -7.367838083231119384e-02
5.000000000000000000e+00 -7.367838083231119384e-02
5.000000000000000000e+00 -7.367838083231119384e-02
5.250000000000000000e+00 -6.282309202877620069e-02
5.250000000000000000e+00 -6.282309202877620069e-02
5.250000000000000000e+00 -6.282309202877620069e-02
5.500000000000000000e+00 -6.281667273739649504e-02
5.500000000000000000e+00 -6.281667273739649504e-02
5.500000000000000000e+00 -6.281667273739649504e-02
