t trk
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000067e-01 8.972906894043610414e-05
3.200000000000000067e-01 8.972906894043610414e-05
3.200000000000000067e-01 8.972906894043610414e-05
3.200000000000000067e-01 8.972906894043610414e-05
6.400000000000000133e-01 1.822952508313400077e-04
6.400000000000000133e-01 1.822952508313400077e-04
6.400000000000000133e-01 1.822952508313400077e-04
6.400000000000000133e-01 1.822952508313400077e-04
9.599999999999999645e-01 2.883743314105049831e-04
9.599999999999999645e-01 2.883743314105049831e-04
9.599999999999999645e-01 2.883743314105049831e-04
9.599999999999999645e-01 2.883743314105049831e-04
1.280000000000000027e+00 3.318241673765349813e-04
1.280000000000000027e+00 3.318241673765349813e-04
1.280000000000000027e+00 3.318241673765349813e-04
1.280000000000000027e+00 3.318241673765349813e-04
1.600000000000000089e+00 3.823544640042909957e-04
1.600000000000000089e+00 3.823544640042909957e-04
1.600000000000000089e+00 3.823544640042909957e-04
1.600000000000000089e+00 3.823544640042909957e-04
1.919999999999999929e+00 4.475229127275540206e-04
1.919999999999999929e+00 4.475229127275540206e-04
1.919999999999999929e+00 4.475229127275540206e-04
1.919999999999999929e+00 4.475229127275540206e-04
2.240000000000000213e+00 4.671625207694430010e-04
2.240000000000000213e+00 4.671625207694430010e-04
2.240000000000000213e+00 4.671625207694430010e-04
2.240000000000000213e+00 4.671625207694430010e-04
2.560000000000000053e+00 5.288367798979590152e-04
2.560000000000000053e+00 5.288367798979590152e-04
2.560000000000000053e+00 5.288367798979590152e-04
2.560000000000000053e+00 5.288367798979590152e-04
2.879999999999999893e+00 4.950625491062179582e-04
2.879999999999999893e+00 4.950625491062179582e-04
2.879999999999999893e+00 4.950625491062179582e-04
2.879999999999999893e+00 4.950625491062179582e-04
3.200000000000000178e+00 4.931021638073390407e-04
3.200000000000000178e+00 4.931021638073390407e-04
3.200000000000000178e+00 4.931021638073390407e-04
3.200000000000000178e+00 4.931021638073390407e-04
3.520000000000000018e+00 4.581756264389499856e-04
3.520000000000000018e+00 4.581756264389499856e-04
3.520000000000000018e+00 4.581756264389499856e-04
3.520000000000000018e+00 4.581756264389499856e-04
3.839999999999999858e+00 4.609468543558610152e-04
3.839999999999999858e+00 4.609468543558610152e-04
3.839999999999999858e+00 4.609468543558610152e-04
3.839999999999999858e+00 4.609468543558610152e-04
4.160000000000000142e+00 4.363090515828009779e-04
4.160000000000000142e+00 4.363090515828009779e-04
4.160000000000000142e+00 4.363090515828009779e-04
4.160000000000000142e+00 4.363090515828009779e-04
4.480000000000000426e+00 4.219973576402610122e-04
4.480000000000000426e+00 4.219973576402610122e-04
4.480000000000000426e+00 4.219973576402610122e-04
4.480000000000000426e+00 4.219973576402610122e-04
4.799999999999999822e+00 3.639265238328150001e-04
4.799999999999999822e+00 3.639265238328150001e-04
4.799999999999999822e+00 3.639265238328150001e-04
4.799999999999999822e+00 3.639265238328150001e-04
5.120000000000000107e+00 3.046997982415010201e-04
5.120000000000000107e+00 3.046997982415010201e-04
5.120000000000000107e+00 3.046997982415010201e-04
5.120000000000000107e+00 3.046997982415010201e-04
5.440000000000000391e+00 2.574981824323930245e-04
5.440000000000000391e+00 2.574981824323930245e-04
5.440000000000000391e+00 2.574981824323930245e-04
5.440000000000000391e+00 2.574981824323930245e-04
5.759999999999999787e+00 2.155432251920109867e-04
5.759999999999999787e+00 2.155432251920109867e-04
5.759999999999999787e+00 2.155432251920109867e-04
5.759999999999999787e+00 2.155432251920109867e-04
6.080000000000000071e+00 1.512206973272680103e-04
6.080000000000000071e+00 1.512206973272680103e-04
6.080000000000000071e+00 1.512206973272680103e-04
6.080000000000000071e+00 1.512206973272680103e-04
6.400000000000000355e+00 1.308364821082369912e-04
6.400000000000000355e+00 1.308364821082369912e-04
6.400000000000000355e+00 1.308364821082369912e-04
6.400000000000000355e+00 1.308364821082369912e-04
6.719999999999999751e+00 1.371986823419829886e-04
6.719999999999999751e+00 1.371986823419829886e-04
6.719999999999999751e+00 1.371986823419829886e-04
6.719999999999999751e+00 1.371986823419829886e-04
7.040000000000000036e+00 1.437234355352599901e-04
7.040000000000000036e+00 1.437234355352599901e-04
7.040000000000000036e+00 1.437234355352599901e-04
7.040000000000000036e+00 1.437234355352599901e-04
7.360000000000000320e+00 1.563353165707969880e-04
7.360000000000000320e+00 1.563353165707969880e-04
7.360000000000000320e+00 1.563353165707969880e-04
7.360000000000000320e+00 1.563353165707969880e-04
7.679999999999999716e+00 1.722460730309219984e-04
7.679999999999999716e+00 1.722460730309219984e-04
7.679999999999999716e+00 1.722460730309219984e-04
7.679999999999999716e+00 1.722460730309219984e-04
8.000000000000000000e+00 1.870194082424290040e-04
8.000000000000000000e+00 1.870194082424290040e-04
8.000000000000000000e+00 1.870194082424290040e-04
8.000000000000000000e+00 1.870194082424290040e-04
8.320000000000000284e+00 2.118643277170420103e-04
8.320000000000000284e+00 2.118643277170420103e-04
8.320000000000000284e+00 2.118643277170420103e-04
8.320000000000000284e+00 2.118643277170420103e-04
8.640000000000000568e+00 2.285376234808099872e-04
8.640000000000000568e+00 2.285376234808099872e-04
8.640000000000000568e+00 2.285376234808099872e-04
8.640000000000000568e+00 2.285376234808099872e-04
8.960000000000000853e+00 3.259787062854420121e-04
8.960000000000000853e+00 3.259787062854420121e-04
8.960000000000000853e+00 3.259787062854420121e-04
8.960000000000000853e+00 3.259787062854420121e-04
9.279999999999999361e+00 3.400366674782669889e-04
9.279999999999999361e+00 3.400366674782669889e-04
9.279999999999999361e+00 3.400366674782669889e-04
9.279999999999999361e+00 3.400366674782669889e-04
9.599999999999999645e+00 3.370683789544239852e-04
9.599999999999999645e+00 3.370683789544239852e-04
9.599999999999999645e+00 3.370683789544239852e-04
9.599999999999999645e+00 3.370683789544239852e-04
9.919999999999999929e+00 3.198291140556390011e-04
9.919999999999999929e+00 3.198291140556390011e-04
9.919999999999999929e+00 3.198291140556390011e-04
9.919999999999999929e+00 3.198291140556390011e-04
1.024000000000000021e+01 3.160877869401820155e-04
1.024000000000000021e+01 3.160877869401820155e-04
1.024000000000000021e+01 3.160877869401820155e-04
1.024000000000000021e+01 3.160877869401820155e-04
1.056000000000000050e+01 3.181556000349310088e-04
1.056000000000000050e+01 3.181556000349310088e-04
1.056000000000000050e+01 3.181556000349310088e-04
1.056000000000000050e+01 3.181556000349310088e-04
1.088000000000000078e+01 3.093960389672469947e-04
1.088000000000000078e+01 3.093960389672469947e-04
1.088000000000000078e+01 3.093960389672469947e-04
1.088000000000000078e+01 3.093960389672469947e-04
1.119999999999999929e+01 2.524843615692479886e-04
1.119999999999999929e+01 2.524843615692479886e-04
1.119999999999999929e+01 2.524843615692479886e-04
