# time mean_radius area m_irreducible areal_radius
1.849600000000000080e+02 1.806650555999999908e+00 1.770226215000000138e+02 1.876633463999999973e+00 3.753266926999999864e+00
1.852800000000000011e+02 1.806620686000000031e+00 1.770168117999999993e+02 1.876602668999999945e+00 3.753205337999999891e+00
1.855999999999999943e+02 1.806611320000000021e+00 1.770114732000000117e+02 1.876574371000000019e+00 3.753148740999999955e+00
1.859199999999999875e+02 1.806620984000000041e+00 1.770063978999999961e+02 1.876547468000000052e+00 3.753094935000000021e+00
1.862400000000000091e+02 1.806652777999999904e+00 1.770017104000000074e+02 1.876522620000000030e+00 3.753045240000000060e+00
1.865600000000000023e+02 1.806710212999999898e+00 1.769975640000000112e+02 1.876500639999999942e+00 3.753001279999999884e+00
1.868799999999999955e+02 1.806793265000000037e+00 1.769938798999999960e+02 1.876481110999999924e+00 3.752962221999999848e+00
1.871999999999999886e+02 1.806904113000000089e+00 1.769907364999999970e+02 1.876464447999999896e+00 3.752928895999999792e+00
1.875200000000000102e+02 1.807041523999999955e+00 1.769879899999999964e+02 1.876449889000000093e+00 3.752899777000000103e+00
1.878400000000000034e+02 1.807204582000000004e+00 1.769855327999999872e+02 1.876436862999999899e+00 3.752873725999999799e+00
1.881599999999999966e+02 1.807392271000000106e+00 1.769832620999999904e+02 1.876424826000000046e+00 3.752849651000000009e+00
1.884799999999999898e+02 1.807608647999999985e+00 1.769814273000000071e+02 1.876415098999999920e+00 3.752830197999999839e+00
1.888000000000000114e+02 1.807850449000000026e+00 1.769797823000000108e+02 1.876406379000000069e+00 3.752812757000000055e+00
1.891200000000000045e+02 1.808118992000000036e+00 1.769784094000000039e+02 1.876399101000000069e+00 3.752798201000000056e+00
1.894399999999999977e+02 1.808414827000000002e+00 1.769773365000000069e+02 1.876393412999999954e+00 3.752786825999999909e+00
1.897599999999999909e+02 1.808735006000000034e+00 1.769763643999999942e+02 1.876388259999999919e+00 3.752776519000000199e+00
1.900800000000000125e+02 1.809077634000000101e+00 1.769753794000000084e+02 1.876383037999999948e+00 3.752766075999999895e+00
1.904000000000000057e+02 1.809441105000000105e+00 1.769742984000000092e+02 1.876377307000000050e+00 3.752754615000000182e+00
1.907199999999999989e+02 1.809826887000000051e+00 1.769732497999999907e+02 1.876371747999999950e+00 3.752743496999999984e+00
1.910399999999999920e+02 1.810233945000000011e+00 1.769721945999999946e+02 1.876366154000000064e+00 3.752732309000000210e+00
1.913600000000000136e+02 1.810659016000000010e+00 1.769709503999999924e+02 1.876359558000000094e+00 3.752719116999999827e+00
1.916800000000000068e+02 1.811101540999999981e+00 1.769695287000000121e+02 1.876352022000000064e+00 3.752704044000000128e+00
1.920000000000000000e+02 1.811563483000000030e+00 1.769681169000000125e+02 1.876344537000000035e+00 3.752689074000000069e+00
1.923199999999999932e+02 1.812043322999999928e+00 1.769666613999999925e+02 1.876336820999999988e+00 3.752673641999999976e+00
1.926399999999999864e+02 1.812538597000000085e+00 1.769650498000000027e+02 1.876328277000000044e+00 3.752656554000000089e+00
1.929600000000000080e+02 1.813045068999999954e+00 1.769630567000000099e+02 1.876317710999999999e+00 3.752635421999999998e+00
1.932800000000000011e+02 1.813563202999999957e+00 1.769607892999999876e+02 1.876305689999999915e+00 3.752611380999999913e+00
1.935999999999999943e+02 1.814095073000000058e+00 1.769584590999999989e+02 1.876293336999999894e+00 3.752586673999999789e+00
1.939199999999999875e+02 1.814639139999999928e+00 1.769560301999999865e+02 1.876280460000000039e+00 3.752560920000000078e+00
1.942400000000000091e+02 1.815195002000000057e+00 1.769535401999999920e+02 1.876267259000000021e+00 3.752534518000000041e+00
1.945600000000000023e+02 1.815760325999999925e+00 1.769509027999999944e+02 1.876253276999999997e+00 3.752506552999999911e+00
1.948799999999999955e+02 1.816334604999999991e+00 1.769481581000000006e+02 1.876238725000000107e+00 3.752477450000000214e+00
1.951999999999999886e+02 1.816917829000000095e+00 1.769453809999999976e+02 1.876224002000000057e+00 3.752448003000000032e+00
1.955200000000000102e+02 1.817510291999999916e+00 1.769426597000000072e+02 1.876209573999999991e+00 3.752419149000000065e+00
1.958400000000000034e+02 1.818109336000000020e+00 1.769398831999999970e+02 1.876194853999999967e+00 3.752389707999999935e+00
1.961599999999999966e+02 1.818714460999999893e+00 1.769370902000000001e+02 1.876180045999999990e+00 3.752360091999999980e+00
1.964799999999999898e+02 1.819324283000000042e+00 1.769342600999999888e+02 1.876165040999999922e+00 3.752330082999999927e+00
1.968000000000000114e+02 1.819944588000000030e+00 1.769318537999999990e+02 1.876152282999999921e+00 3.752304566999999924e+00
1.971200000000000045e+02 1.820572230000000014e+00 1.769297091999999907e+02 1.876140912999999966e+00 3.752281824999999849e+00
1.974399999999999977e+02 1.821201228999999921e+00 1.769274851000000126e+02 1.876129120999999955e+00 3.752258241999999910e+00
1.977599999999999909e+02 1.821836165999999979e+00 1.769255589999999927e+02 1.876118908999999890e+00 3.752237817999999780e+00
1.980800000000000125e+02 1.822478309000000074e+00 1.769240714000000025e+02 1.876111021999999906e+00 3.752222043000000173e+00
1.984000000000000057e+02 1.823125345000000008e+00 1.769229143000000022e+02 1.876104886000000027e+00 3.752209773000000137e+00
1.987199999999999989e+02 1.823772879999999930e+00 1.769218420999999921e+02 1.876099202000000021e+00 3.752198402999999960e+00
1.990399999999999920e+02 1.824419994000000100e+00 1.769208499000000074e+02 1.876093940999999932e+00 3.752187881999999863e+00
1.993600000000000136e+02 1.825070900999999912e+00 1.769202774999999974e+02 1.876090905999999947e+00 3.752181810999999811e+00
1.996800000000000068e+02 1.825724487000000007e+00 1.769200917000000004e+02 1.876089920999999938e+00 3.752179841999999876e+00
2.000000000000000000e+02 1.826379063000000080e+00 1.769202180000000055e+02 1.876090590000000002e+00 3.752181180000000005e+00
2.003199999999999932e+02 1.827035052000000048e+00 1.769207244000000117e+02 1.876093274999999894e+00 3.752186549999999787e+00
2.006399999999999864e+02 1.827692104999999900e+00 1.769216235000000097e+02 1.876098043000000049e+00 3.752196085000000014e+00
2.009600000000000080e+02 1.828347125000000073e+00 1.769227409000000080e+02 1.876103966999999928e+00 3.752207933999999856e+00
2.012800000000000011e+02 1.828999996000000072e+00 1.769241044000000045e+02 1.876111196000000092e+00 3.752222392000000184e+00
2.015999999999999943e+02 1.829650771999999925e+00 1.769257492000000127e+02 1.876119917000000026e+00 3.752239834000000052e+00
2.019199999999999875e+02 1.830299676999999958e+00 1.769277204999999924e+02 1.876130368999999964e+00 3.752260736999999846e+00
2.022400000000000091e+02 1.830943627999999990e+00 1.769298339000000055e+02 1.876141574000000034e+00 3.752283149000000151e+00
2.025600000000000023e+02 1.831584474000000018e+00 1.769322433000000103e+02 1.876154348000000027e+00 3.752308696000000054e+00
2.028799999999999955e+02 1.832220310000000074e+00 1.769348396999999977e+02 1.876168113999999942e+00 3.752336228999999967e+00
2.031999999999999886e+02 1.832850660999999937e+00 1.769376142000000129e+02 1.876182824000000027e+00 3.752365649000000136e+00
2.035200000000000102e+02 1.833475213000000048e+00 1.769405610000000024e+02 1.876198448000000019e+00 3.752396894999999954e+00
2.038400000000000034e+02 1.834092257000000004e+00 1.769435824999999909e+02 1.876214467000000052e+00 3.752428934000000105e+00
2.041599999999999966e+02 1.834703074000000100e+00 1.769467841999999962e+02 1.876231441000000055e+00 3.752462882000000111e+00
2.044799999999999898e+02 1.835306102000000106e+00 1.769500710000000083e+02 1.876248866999999931e+00 3.752497733999999863e+00
2.048000000000000114e+02 1.835904124000000026e+00 1.769536436999999864e+02 1.876267807999999926e+00 3.752535615000000213e+00
2.051200000000000045e+02 1.836494907999999926e+00 1.769573497000000089e+02 1.876287454999999937e+00 3.752574910999999958e+00
2.054399999999999977e+02 1.837074915000000086e+00 1.769609609000000034e+02 1.876306599999999936e+00 3.752613200999999954e+00
2.057599999999999909e+02 1.837647527999999975e+00 1.769647161000000040e+02 1.876326508000000004e+00 3.752653016000000008e+00
2.060800000000000125e+02 1.838209237000000051e+00 1.769683789999999988e+02 1.876345927000000025e+00 3.752691852999999966e+00
2.064000000000000057e+02 1.838758708999999936e+00 1.769718698000000074e+02 1.876364432999999998e+00 3.752728864999999914e+00
2.067199999999999989e+02 1.839299134000000002e+00 1.769754087000000027e+02 1.876383192999999894e+00 3.752766385999999788e+00
2.070399999999999920e+02 1.839830480000000046e+00 1.769789911000000018e+02 1.876402184000000029e+00 3.752804368000000057e+00
2.073600000000000136e+02 1.840354046000000077e+00 1.769827014999999903e+02 1.876421853999999945e+00 3.752843707999999889e+00
2.076800000000000068e+02 1.840866842999999919e+00 1.769863309000000129e+02 1.876441094000000032e+00 3.752882186999999981e+00
2.080000000000000000e+02 1.841370299000000044e+00 1.769899733999999967e+02 1.876460403000000055e+00 3.752920805000000026e+00
2.083199999999999932e+02 1.841866704999999937e+00 1.769937726999999938e+02 1.876480543000000001e+00 3.752961086000000002e+00
2.086399999999999864e+02 1.842352916999999923e+00 1.769975049999999896e+02 1.876500328000000106e+00 3.753000655000000130e+00
2.089600000000000080e+02 1.842825152000000077e+00 1.770009116999999890e+02 1.876518386000000094e+00 3.753036772000000187e+00
2.092800000000000011e+02 1.843286100000000038e+00 1.770041708999999912e+02 1.876535663000000076e+00 3.753071325000000069e+00
2.095999999999999943e+02 1.843738230999999894e+00 1.770074409000000060e+02 1.876552996000000029e+00 3.753105993000000140e+00
2.099199999999999875e+02 1.844183077999999920e+00 1.770108098999999982e+02 1.876570853999999899e+00 3.753141708999999882e+00
2.102400000000000091e+02 1.844618250999999987e+00 1.770140979999999900e+02 1.876588284000000106e+00 3.753176568000000213e+00
2.105600000000000023e+02 1.845045628000000049e+00 1.770174199999999871e+02 1.876605891999999942e+00 3.753211784999999967e+00
2.108799999999999955e+02 1.845463595000000012e+00 1.770206489999999917e+02 1.876623007999999926e+00 3.753246016999999934e+00
2.111999999999999886e+02 1.845870316999999927e+00 1.770236505999999963e+02 1.876638918000000045e+00 3.753277836000000089e+00
2.115200000000000102e+02 1.846269013999999986e+00 1.770266284999999868e+02 1.876654703000000035e+00 3.753309404999999987e+00
2.118400000000000034e+02 1.846660462000000003e+00 1.770296165000000030e+02 1.876670540000000109e+00 3.753341080999999857e+00
2.121599999999999966e+02 1.847046069999999984e+00 1.770326894000000095e+02 1.876686827999999974e+00 3.753373655999999947e+00
2.124799999999999898e+02 1.847424485999999977e+00 1.770357332000000099e+02 1.876702960999999892e+00 3.753405922999999866e+00
2.128000000000000114e+02 1.847794452999999892e+00 1.770386440000000050e+02 1.876718389999999959e+00 3.753436778999999834e+00
2.131200000000000045e+02 1.848156206000000079e+00 1.770414241000000004e+02 1.876733124999999891e+00 3.753466249999999782e+00
2.134399999999999977e+02 1.848510397999999944e+00 1.770441012999999941e+02 1.876747315000000027e+00 3.753494628999999971e+00
2.137599999999999909e+02 1.848858246000000038e+00 1.770467399000000057e+02 1.876761300000000077e+00 3.753522600000000153e+00
2.140800000000000125e+02 1.849198056000000090e+00 1.770492070999999896e+02 1.876774375999999966e+00 3.753548753000000016e+00
2.144000000000000057e+02 1.849531492999999971e+00 1.770515997999999911e+02 1.876787057999999897e+00 3.753574116999999877e+00
2.147199999999999989e+02 1.849862351999999932e+00 1.770541523999999924e+02 1.876800586999999965e+00 3.753601173999999929e+00
2.150399999999999920e+02 1.850188313999999945e+00 1.770566833999999972e+02 1.876814001999999926e+00 3.753628003000000213e+00
2.153600000000000136e+02 1.850507711000000111e+00 1.770590645999999992e+02 1.876826622000000055e+00 3.753653244000000111e+00
2.156800000000000068e+02 1.850824556999999926e+00 1.770615483999999924e+02 1.876839785999999899e+00 3.753679571999999798e+00
2.160000000000000000e+02 1.851136918999999992e+00 1.770639808999999900e+02 1.876852678000000108e+00 3.753705356000000215e+00
2.163199999999999932e+02 1.851442449000000101e+00 1.770661920999999950e+02 1.876864397000000073e+00 3.753728794999999785e+00
2.166399999999999864e+02 1.851744244000000039e+00 1.770683775999999909e+02 1.876875980000000110e+00 3.753751960000000221e+00
2.169600000000000080e+02 1.852042769999999949e+00 1.770705470000000048e+02 1.876887477999999998e+00 3.753774954999999913e+00
2.172800000000000011e+02 1.852337187999999912e+00 1.770726276000000041e+02 1.876898503999999912e+00 3.753797008999999907e+00
2.175999999999999943e+02 1.852628171999999962e+00 1.770746514999999874e+02 1.876909230999999956e+00 3.753818460999999829e+00
2.179199999999999875e+02 1.852915263999999951e+00 1.770765742000000103e+02 1.876919420999999977e+00 3.753838840999999871e+00
2.182400000000000091e+02 1.853198762999999971e+00 1.770784022999999934e+02 1.876929108999999984e+00 3.753858217999999969e+00
2.185600000000000023e+02 1.853480632999999989e+00 1.770802539000000024e+02 1.876938921999999899e+00 3.753877843999999797e+00
2.188799999999999955e+02 1.853760864999999924e+00 1.770821122000000116e+02 1.876948770000000044e+00 3.753897540000000088e+00
2.191999999999999886e+02 1.854040901000000074e+00 1.770840583000000095e+02 1.876959084000000111e+00 3.753918168000000222e+00
2.195200000000000102e+02 1.854319480000000020e+00 1.770859896999999989e+02 1.876969319999999941e+00 3.753938639999999882e+00
2.198400000000000034e+02 1.854596004000000020e+00 1.770878566000000092e+02 1.876979213999999896e+00 3.753958427000000153e+00
2.201599999999999966e+02 1.854870046000000050e+00 1.770896195999999918e+02 1.876988555999999919e+00 3.753977112999999921e+00
2.204799999999999898e+02 1.855139832000000100e+00 1.770911544999999876e+02 1.876996690999999995e+00 3.753993381999999990e+00
2.208000000000000114e+02 1.855407720000000094e+00 1.770926143000000081e+02 1.877004426999999920e+00 3.754008853999999840e+00
2.211200000000000045e+02 1.855673598000000091e+00 1.770939835000000073e+02 1.877011683000000097e+00 3.754023366000000195e+00
2.214399999999999977e+02 1.855939830000000068e+00 1.770954122999999925e+02 1.877019254999999998e+00 3.754038509999999995e+00
2.217599999999999909e+02 1.856206731000000110e+00 1.770969080000000133e+02 1.877027181000000100e+00 3.754054362999999839e+00
2.220800000000000125e+02 1.856473028999999997e+00 1.770983770999999933e+02 1.877034966999999943e+00 3.754069932999999804e+00
2.224000000000000057e+02 1.856740201000000035e+00 1.770999112000000082e+02 1.877043097000000049e+00 3.754086193000000016e+00
2.227199999999999989e+02 1.857006911999999899e+00 1.771014125000000092e+02 1.877051052999999969e+00 3.754102104999999856e+00
2.230399999999999920e+02 1.857273173000000055e+00 1.771028747999999950e+02 1.877058802000000082e+00 3.754117604000000163e+00
2.233600000000000136e+02 1.857537723999999946e+00 1.771042097000000126e+02 1.877065876000000078e+00 3.754131751000000072e+00
2.236800000000000068e+02 1.857800512999999931e+00 1.771054134999999974e+02 1.877072255000000078e+00 3.754144510000000157e+00
2.240000000000000000e+02 1.858062316999999908e+00 1.771065378000000123e+02 1.877078213000000106e+00 3.754156426000000213e+00
2.243199999999999932e+02 1.858323638000000111e+00 1.771076138999999898e+02 1.877083915999999908e+00 3.754167831000000177e+00
2.246399999999999864e+02 1.858585885999999965e+00 1.771087315000000046e+02 1.877089838000000066e+00 3.754179677000000215e+00
2.249600000000000080e+02 1.858850528999999918e+00 1.771099853000000053e+02 1.877096482000000011e+00 3.754192965000000104e+00
2.252800000000000011e+02 1.859114724999999968e+00 1.771111778000000072e+02 1.877102800999999932e+00 3.754205602999999947e+00
2.255999999999999943e+02 1.859376998999999975e+00 1.771122110999999961e+02 1.877108277000000047e+00 3.754216555000000177e+00
2.259199999999999875e+02 1.859640468000000046e+00 1.771132968000000005e+02 1.877114031000000072e+00 3.754228062000000143e+00
2.262400000000000091e+02 1.859905130000000018e+00 1.771144295000000000e+02 1.877120032999999966e+00 3.754240065999999931e+00
2.265600000000000023e+02 1.860169769999999945e+00 1.771155275000000131e+02 1.877125852000000039e+00 3.754251702999999996e+00
2.268799999999999955e+02 1.860433328999999913e+00 1.771165210999999999e+02 1.877131117000000016e+00 3.754262232999999949e+00
2.271999999999999886e+02 1.860696028000000002e+00 1.771174263999999994e+02 1.877135913999999905e+00 3.754271827999999811e+00
2.275200000000000102e+02 1.860958257999999921e+00 1.771182728999999938e+02 1.877140400000000042e+00 3.754280800000000085e+00
2.278400000000000034e+02 1.861220891000000099e+00 1.771191202999999916e+02 1.877144890000000066e+00 3.754289781000000215e+00
2.281599999999999966e+02 1.861484479000000025e+00 1.771200072999999975e+02 1.877149591000000006e+00 3.754299180999999930e+00
2.284799999999999898e+02 1.861749345000000000e+00 1.771209536000000071e+02 1.877154605000000087e+00 3.754309210000000174e+00
2.288000000000000114e+02 1.862013319999999972e+00 1.771218131999999912e+02 1.877159159999999938e+00 3.754318319999999876e+00
2.291200000000000045e+02 1.862276411999999937e+00 1.771225919999999974e+02 1.877163286999999903e+00 3.754326573999999805e+00
2.294399999999999977e+02 1.862540027999999959e+00 1.771233880000000056e+02 1.877167505000000070e+00 3.754335010000000139e+00
2.297599999999999909e+02 1.862802587000000010e+00 1.771240967999999896e+02 1.877171260999999980e+00 3.754342521999999960e+00
2.300800000000000125e+02 1.863065828999999951e+00 1.771248407999999870e+02 1.877175204000000042e+00 3.754350407000000001e+00
2.304000000000000057e+02 1.863331639999999956e+00 1.771257416999999919e+02 1.877179978000000027e+00 3.754359954999999971e+00
2.307199999999999989e+02 1.863596741999999917e+00 1.771265788000000043e+02 1.877184412999999941e+00 3.754368825999999881e+00
2.310399999999999920e+02 1.863859235000000059e+00 1.771272337000000050e+02 1.877187882999999946e+00 3.754375766999999975e+00
2.313600000000000136e+02 1.864121334000000019e+00 1.771278617000000111e+02 1.877191210999999971e+00 3.754382421999999941e+00
2.316800000000000068e+02 1.864384035000000051e+00 1.771285305000000108e+02 1.877194755000000104e+00 3.754389510000000207e+00
2.320000000000000000e+02 1.864646169000000020e+00 1.771291626000000008e+02 1.877198104999999950e+00 3.754396208999999818e+00
2.323199999999999932e+02 1.864906023999999940e+00 1.771296491999999887e+02 1.877200683000000092e+00 3.754401366000000184e+00
2.326399999999999864e+02 1.865167162999999961e+00 1.771302355999999918e+02 1.877203790000000039e+00 3.754407581000000160e+00
2.329600000000000080e+02 1.865430120000000080e+00 1.771309541999999908e+02 1.877207598000000033e+00 3.754415196000000066e+00
2.332800000000000011e+02 1.865692635000000044e+00 1.771316530000000000e+02 1.877211300999999999e+00 3.754422603000000080e+00
2.335999999999999943e+02 1.865954855000000023e+00 1.771323449999999866e+02 1.877214968000000095e+00 3.754429936000000190e+00
2.339199999999999875e+02 1.866215200000000074e+00 1.771329297000000054e+02 1.877218065999999963e+00 3.754436133000000009e+00
