t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 2.262920813408697444e-11 6.249632262085402205e-17
1.600000000000000033e-01 2.263345732042910176e-11 6.163656802894033693e-17
3.200000000000000067e-01 2.263941875747080546e-11 6.043387565061562773e-17
4.799999999999999822e-01 2.264707331006333498e-11 5.888704023871566704e-17
6.400000000000000133e-01 2.265622431633754797e-11 5.699725830187093735e-17
8.000000000000000444e-01 2.266484051046801111e-11 5.457845480562094904e-17
9.599999999999999645e-01 2.267419907256069842e-11 5.174010917385721633e-17
1.120000000000000107e+00 2.268429572060188082e-11 4.848462322226876265e-17
1.280000000000000027e+00 2.269281819085024465e-11 4.481285319047514598e-17
1.439999999999999947e+00 2.269573362236834905e-11 4.150613810137750537e-17
1.600000000000000089e+00 2.269780941117432337e-11 3.809221124276580278e-17
1.760000000000000009e+00 2.269697882978283889e-11 3.457477806394535492e-17
1.919999999999999929e+00 2.269103234860631481e-11 3.095121972045004068e-17
2.080000000000000071e+00 2.266765561475826069e-11 2.817298141090942208e-17
2.240000000000000213e+00 2.263273977539170821e-11 2.567863741266386030e-17
2.399999999999999911e+00 2.258924343867999207e-11 2.345690048183786520e-17
2.560000000000000053e+00 2.253406625007471301e-11 2.151257946328052535e-17
2.720000000000000195e+00 2.249225326552411363e-11 2.060648182980881410e-17
2.879999999999999893e+00 2.245052013679961473e-11 2.027456285151941974e-17
3.040000000000000036e+00 2.240748267016895350e-11 2.052588425440517793e-17
3.200000000000000178e+00 2.236296802638380940e-11 2.135693971624230399e-17
3.359999999999999876e+00 2.235587319439161202e-11 2.300736527423763593e-17
3.520000000000000018e+00 2.236383771610565853e-11 2.533379861031665239e-17
3.680000000000000160e+00 2.238587750260374939e-11 2.833589183004854423e-17
3.839999999999999858e+00 2.242251450421760908e-11 3.201808328441597675e-17
4.000000000000000000e+00 2.249177028168394868e-11 3.607213786563461700e-17
4.160000000000000142e+00 2.258339205324861245e-11 4.068647283769044436e-17
4.320000000000000284e+00 2.269660592665619434e-11 4.585512278278402036e-17
4.480000000000000426e+00 2.283116402978221802e-11 5.158129055159344834e-17
4.639999999999999680e+00 2.295965880954160031e-11 5.714774510690486546e-17
4.799999999999999822e+00 2.309943954014076412e-11 6.298033640853607296e-17
