t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 2.018221538085304778e-11 3.300620274477828071e-17
1.600000000000000033e-01 2.016470654694242950e-11 3.115921530555969124e-17
3.200000000000000067e-01 2.013105253769058090e-11 2.804762546326510883e-17
4.799999999999999822e-01 1.992207106301391540e-11 2.486270934297808134e-17
6.400000000000000133e-01 1.942197943808978148e-11 2.128720273143171196e-17
8.000000000000000444e-01 1.900172939282789063e-11 1.852426147761426494e-17
9.599999999999999645e-01 1.854230844864799701e-11 1.617056724647498147e-17
1.120000000000000107e+00 1.858496032781309767e-11 1.227993005662033396e-17
1.280000000000000027e+00 1.868293089426273581e-11 7.148319842082372913e-18
1.439999999999999947e+00 1.957917385185878618e-11 3.529259824189833781e-18
1.600000000000000089e+00 2.102394701277863444e-11 5.162829664067431688e-19
1.760000000000000009e+00 2.227446921373595046e-11 -9.542099076675583209e-19
1.919999999999999929e+00 2.373833416982331215e-11 -1.445944386122604663e-18
2.080000000000000071e+00 2.391578001008269523e-11 -1.282623755952276752e-18
2.240000000000000213e+00 2.330516112611255698e-11 -3.347248139831083444e-19
2.399999999999999911e+00 2.183590888794024564e-11 2.568268615985710459e-18
2.560000000000000053e+00 1.967258392992381482e-11 7.555779262266100675e-18
2.720000000000000195e+00 1.754812811254641904e-11 1.151728729133999845e-17
2.879999999999999893e+00 1.522039324646117855e-11 1.550103341353125135e-17
3.040000000000000036e+00 1.438280506118719304e-11 2.246192924230734337e-17
3.200000000000000178e+00 1.400759677501937893e-11 3.203449571276367624e-17
3.359999999999999876e+00 1.563075995608888568e-11 3.770420620753139165e-17
3.520000000000000018e+00 1.874652341434306254e-11 4.166115647855773937e-17
3.680000000000000160e+00 2.206043059957061802e-11 4.642739044833062372e-17
3.839999999999999858e+00 2.576306320019662434e-11 5.135463142516697381e-17
4.000000000000000000e+00 2.849651729263986433e-11 5.540044678826147471e-17
4.160000000000000142e+00 3.071941212660958430e-11 5.893869947925662365e-17
4.320000000000000284e+00 3.099978306103023895e-11 5.911725483019762943e-17
4.480000000000000426e+00 3.007908974742750775e-11 5.745407238779014024e-17
4.639999999999999680e+00 2.818172276411524663e-11 5.303664856536701335e-17
4.799999999999999822e+00 2.523277081495702469e-11 4.616193517222273613e-17
4.959999999999999964e+00 2.271785082799758889e-11 3.858348867906103304e-17
5.120000000000000107e+00 2.021336495148891162e-11 3.039372234625221221e-17
5.280000000000000249e+00 1.860837425049966337e-11 1.985878668359047899e-17
5.440000000000000391e+00 1.759864271916508430e-11 7.538577594832008047e-18
5.599999999999999645e+00 1.722383053025939854e-11 -2.531783356397445855e-19
5.759999999999999787e+00 1.708567583513154076e-11 -5.587859472222989445e-18
5.919999999999999929e+00 1.696425037089309102e-11 -1.099165894470601340e-17
6.080000000000000071e+00 1.692237565932046228e-11 -1.562734046140009558e-17
6.240000000000000213e+00 1.681241020674110837e-11 -1.735862272102855044e-17
6.400000000000000355e+00 1.633200287572591917e-11 -1.606179033983018210e-17
6.559999999999999609e+00 1.646938301790161821e-11 -1.512974177868781710e-17
6.719999999999999751e+00 1.689022428290603431e-11 -1.346394041739597175e-17
6.879999999999999893e+00 1.793968672761160710e-11 -1.043940497218727970e-17
7.040000000000000036e+00 1.962695394825522926e-11 -4.888358697677115500e-18
7.200000000000000178e+00 2.128924986062301522e-11 -1.263381453634358283e-19
7.360000000000000320e+00 2.315211325515517279e-11 4.932152743512925016e-18
7.519999999999999574e+00 2.397857628489067337e-11 8.232840651811226884e-18
7.679999999999999716e+00 2.434680156211869247e-11 1.026862516981642569e-17
7.839999999999999858e+00 2.367207795937285771e-11 1.352646029527518115e-17
8.000000000000000000e+00 2.215942935832368207e-11 1.716990350019826952e-17
8.160000000000000142e+00 2.030375975258473037e-11 1.957765161166075744e-17
8.320000000000000284e+00 1.781535029565490161e-11 2.104732214352256333e-17
8.480000000000000426e+00 1.636980087260138916e-11 2.409981358409073341e-17
8.640000000000000568e+00 1.541576150635798100e-11 2.787978291428173536e-17
8.800000000000000711e+00 1.569243647651959350e-11 2.895008606405051237e-17
8.960000000000000853e+00 1.674284726902332435e-11 3.005279715713757400e-17
9.119999999999999218e+00 1.810260642625902271e-11 2.815566199357795618e-17
9.279999999999999361e+00 1.992538727084235742e-11 2.428321700572474792e-17
9.439999999999999503e+00 2.104228162025917306e-11 2.022571585602886351e-17
9.599999999999999645e+00 2.143844159043629063e-11 1.792229770409024099e-17
9.759999999999999787e+00 2.098170511555281493e-11 1.314359211562566552e-17
9.919999999999999929e+00 1.970861833850406795e-11 7.312604453308852223e-18
1.008000000000000007e+01 1.794776845323669906e-11 3.519918935350365151e-18
1.024000000000000021e+01 1.532787744916306897e-11 2.071488717102987065e-18
1.040000000000000036e+01 1.352288319614359761e-11 2.723711896274024174e-18
1.056000000000000050e+01 1.196751853264091919e-11 5.595825572695568301e-18
1.072000000000000064e+01 1.140577010515514006e-11 8.662031247362037937e-18
1.088000000000000078e+01 1.206722845890005746e-11 1.266705865093377738e-17
1.103999999999999915e+01 1.310415824767223295e-11 1.705398920667944587e-17
1.119999999999999929e+01 1.479710800275468047e-11 2.203957929873394617e-17
1.135999999999999943e+01 1.667107121735746453e-11 2.569299384293203773e-17
1.151999999999999957e+01 1.927787115162107446e-11 2.968563273640743124e-17
1.167999999999999972e+01 2.122843434781196504e-11 3.403810555968778639e-17
1.183999999999999986e+01 2.298876293263893738e-11 3.875745867255170877e-17
1.200000000000000000e+01 2.423509081938768370e-11 4.402059588916641428e-17
1.216000000000000014e+01 2.445835770505723109e-11 5.185176481893216815e-17
1.232000000000000028e+01 2.468706823200527379e-11 5.633441162638870064e-17
1.248000000000000043e+01 2.458254424765683402e-11 5.944491732736571662e-17
1.264000000000000057e+01 2.414042670690637739e-11 6.059505816068755303e-17
1.280000000000000071e+01 2.257507373567882737e-11 6.132409048784872348e-17
1.296000000000000085e+01 2.159852338043352959e-11 5.571390211904734393e-17
1.311999999999999922e+01 2.064234537120823006e-11 4.574533696530486353e-17
1.327999999999999936e+01 1.970443997921272623e-11 3.635421015669476500e-17
1.343999999999999950e+01 1.881183756429656657e-11 2.749546303890614929e-17
1.359999999999999964e+01 1.818160161991230460e-11 1.687460648517866738e-17
1.375999999999999979e+01 1.774168749692288476e-11 5.231107866324493380e-18
1.391999999999999993e+01 1.744996635766108847e-11 -4.137817667216806268e-18
1.408000000000000007e+01 1.777614678010178678e-11 -1.057358859594470295e-17
1.424000000000000021e+01 1.785525870433571893e-11 -1.550232958476979242e-17
1.440000000000000036e+01 1.797576748279811195e-11 -1.847583311177030510e-17
1.456000000000000050e+01 1.858758445831855515e-11 -2.010585151771678520e-17
1.472000000000000064e+01 1.968311602529000594e-11 -1.818085901739793443e-17
1.488000000000000078e+01 2.095104736984681723e-11 -1.635272182815282950e-17
1.503999999999999915e+01 2.249609966773706791e-11 -1.341931778754630560e-17
1.519999999999999929e+01 2.424365720885714921e-11 -1.241444268919439603e-17
1.535999999999999943e+01 2.587074381074719243e-11 -1.035768700944206122e-17
1.551999999999999957e+01 2.746817411246287424e-11 -7.151616572621188499e-18
1.567999999999999972e+01 2.900670880125563292e-11 -2.840041522935799625e-18
1.583999999999999986e+01 2.957394716019214468e-11 9.873408415013136445e-19
1.600000000000000000e+01 2.906000162259853746e-11 6.416688748895646747e-18
1.616000000000000014e+01 2.826627314643522504e-11 8.859025780853659398e-18
1.632000000000000028e+01 2.692563553049264184e-11 9.831856801700684915e-18
1.648000000000000043e+01 2.535844624742804982e-11 1.131398472567151829e-17
1.664000000000000057e+01 2.352762041584704348e-11 1.449685073220151460e-17
1.680000000000000071e+01 2.212633613499806036e-11 1.468252967179027218e-17
1.696000000000000085e+01 2.092260599074887257e-11 1.343922895297428024e-17
