t kphi_rhs_total
1.050000000000000000e+01 3.779957510809009791e-07
1.100000000000000000e+01 -3.095819272533939814e-07
1.100000000000000000e+01 -3.095819272533939814e-07
1.100000000000000000e+01 -3.095819272533939814e-07
1.100000000000000000e+01 -3.095819272533939814e-07
1.100000000000000000e+01 -3.095819272533939814e-07
1.150000000000000000e+01 1.331227138061040090e-07
1.150000000000000000e+01 1.331227138061040090e-07
1.150000000000000000e+01 1.331227138061040090e-07
1.150000000000000000e+01 1.331227138061040090e-07
1.200000000000000000e+01 -2.497857100172210113e-08
1.200000000000000000e+01 -2.497857100172210113e-08
1.200000000000000000e+01 -2.497857100172210113e-08
1.200000000000000000e+01 -2.497857100172210113e-08
1.200000000000000000e+01 -2.497857100172210113e-08
1.250000000000000000e+01 -4.126225968204480161e-08
1.250000000000000000e+01 -4.126225968204480161e-08
1.250000000000000000e+01 -4.126225968204480161e-08
1.250000000000000000e+01 -4.126225968204480161e-08
1.300000000000000000e+01 4.974895092262770124e-08
1.300000000000000000e+01 4.974895092262770124e-08
1.300000000000000000e+01 4.974895092262770124e-08
1.300000000000000000e+01 4.974895092262770124e-08
1.300000000000000000e+01 4.974895092262770124e-08
1.350000000000000000e+01 -5.783842299103060004e-09
1.350000000000000000e+01 -5.783842299103060004e-09
1.350000000000000000e+01 -5.783842299103060004e-09
1.350000000000000000e+01 -5.783842299103060004e-09
1.400000000000000000e+01 -3.945531290345960060e-08
1.400000000000000000e+01 -3.945531290345960060e-08
1.400000000000000000e+01 -3.945531290345960060e-08
1.400000000000000000e+01 -3.945531290345960060e-08
1.400000000000000000e+01 -3.945531290345960060e-08
1.450000000000000000e+01 -7.874375110503019644e-08
1.450000000000000000e+01 -7.874375110503019644e-08
1.450000000000000000e+01 -7.874375110503019644e-08
1.450000000000000000e+01 -7.874375110503019644e-08
1.500000000000000000e+01 2.025445075755190009e-07
1.500000000000000000e+01 2.025445075755190009e-07
1.500000000000000000e+01 2.025445075755190009e-07
1.500000000000000000e+01 2.025445075755190009e-07
1.500000000000000000e+01 2.025445075755190009e-07
1.550000000000000000e+01 -1.050574656647200026e-07
1.550000000000000000e+01 -1.050574656647200026e-07
1.550000000000000000e+01 -1.050574656647200026e-07
1.550000000000000000e+01 -1.050574656647200026e-07
1.600000000000000000e+01 9.722353560661280123e-08
1.600000000000000000e+01 9.722353560661280123e-08
1.600000000000000000e+01 9.722353560661280123e-08
1.600000000000000000e+01 9.722353560661280123e-08
1.600000000000000000e+01 9.722353560661280123e-08
1.650000000000000000e+01 -2.696389718174669949e-07
1.650000000000000000e+01 -2.696389718174669949e-07
1.650000000000000000e+01 -2.696389718174669949e-07
1.650000000000000000e+01 -2.696389718174669949e-07
1.700000000000000000e+01 3.507230510634689824e-07
1.700000000000000000e+01 3.507230510634689824e-07
1.700000000000000000e+01 3.507230510634689824e-07
1.700000000000000000e+01 3.507230510634689824e-07
1.700000000000000000e+01 3.507230510634689824e-07
1.750000000000000000e+01 -2.805387242310009986e-07
1.750000000000000000e+01 -2.805387242310009986e-07
1.750000000000000000e+01 -2.805387242310009986e-07
1.750000000000000000e+01 -2.805387242310009986e-07
1.800000000000000000e+01 1.620183615124540079e-07
1.800000000000000000e+01 1.620183615124540079e-07
1.800000000000000000e+01 1.620183615124540079e-07
1.800000000000000000e+01 1.620183615124540079e-07
1.800000000000000000e+01 1.620183615124540079e-07
1.850000000000000000e+01 -7.937052227118019505e-08
1.850000000000000000e+01 -7.937052227118019505e-08
1.850000000000000000e+01 -7.937052227118019505e-08
1.850000000000000000e+01 -7.937052227118019505e-08
1.900000000000000000e+01 -8.310337817757899937e-09
1.900000000000000000e+01 -8.310337817757899937e-09
1.900000000000000000e+01 -8.310337817757899937e-09
1.900000000000000000e+01 -8.310337817757899937e-09
1.900000000000000000e+01 -8.310337817757899937e-09
1.950000000000000000e+01 1.088547747708269995e-07
1.950000000000000000e+01 1.088547747708269995e-07
1.950000000000000000e+01 1.088547747708269995e-07
1.950000000000000000e+01 1.088547747708269995e-07
2.000000000000000000e+01 -1.833841614385900052e-07
2.000000000000000000e+01 -1.833841614385900052e-07
2.000000000000000000e+01 -1.833841614385900052e-07
2.000000000000000000e+01 -1.833841614385900052e-07
2.000000000000000000e+01 -1.833841614385900052e-07
2.050000000000000000e+01 1.415347616903639960e-07
2.050000000000000000e+01 1.415347616903639960e-07
2.050000000000000000e+01 1.415347616903639960e-07
2.050000000000000000e+01 1.415347616903639960e-07
2.100000000000000000e+01 1.757730187037400138e-08
2.100000000000000000e+01 1.757730187037400138e-08
2.100000000000000000e+01 1.757730187037400138e-08
2.100000000000000000e+01 1.757730187037400138e-08
2.100000000000000000e+01 1.757730187037400138e-08
2.150000000000000000e+01 -2.226392198957500072e-07
2.150000000000000000e+01 -2.226392198957500072e-07
2.150000000000000000e+01 -2.226392198957500072e-07
2.150000000000000000e+01 -2.226392198957500072e-07
2.200000000000000000e+01 3.430889242410109943e-07
2.200000000000000000e+01 3.430889242410109943e-07
2.200000000000000000e+01 3.430889242410109943e-07
2.200000000000000000e+01 3.430889242410109943e-07
2.200000000000000000e+01 3.430889242410109943e-07
2.250000000000000000e+01 -3.236124877041869744e-07
2.250000000000000000e+01 -3.236124877041869744e-07
2.250000000000000000e+01 -3.236124877041869744e-07
2.250000000000000000e+01 -3.236124877041869744e-07
2.300000000000000000e+01 1.724154384749400024e-07
2.300000000000000000e+01 1.724154384749400024e-07
2.300000000000000000e+01 1.724154384749400024e-07
2.300000000000000000e+01 1.724154384749400024e-07
2.300000000000000000e+01 1.724154384749400024e-07
2.350000000000000000e+01 -9.725008791513499698e-09
2.350000000000000000e+01 -9.725008791513499698e-09
2.350000000000000000e+01 -9.725008791513499698e-09
2.350000000000000000e+01 -9.725008791513499698e-09
2.400000000000000000e+01 -1.204078311872570124e-07
2.400000000000000000e+01 -1.204078311872570124e-07
2.400000000000000000e+01 -1.204078311872570124e-07
2.400000000000000000e+01 -1.204078311872570124e-07
2.400000000000000000e+01 -1.204078311872570124e-07
2.450000000000000000e+01 1.608617018318220110e-07
2.450000000000000000e+01 1.608617018318220110e-07
2.450000000000000000e+01 1.608617018318220110e-07
2.450000000000000000e+01 1.608617018318220110e-07
2.500000000000000000e+01 -1.205490173948860041e-07
2.500000000000000000e+01 -1.205490173948860041e-07
2.500000000000000000e+01 -1.205490173948860041e-07
2.500000000000000000e+01 -1.205490173948860041e-07
2.500000000000000000e+01 -1.205490173948860041e-07
2.550000000000000000e+01 7.425671376005140420e-08
2.550000000000000000e+01 7.425671376005140420e-08
2.550000000000000000e+01 7.425671376005140420e-08
2.550000000000000000e+01 7.425671376005140420e-08
2.600000000000000000e+01 -4.652461302213099933e-08
2.600000000000000000e+01 -4.652461302213099933e-08
2.600000000000000000e+01 -4.652461302213099933e-08
2.600000000000000000e+01 -4.652461302213099933e-08
2.600000000000000000e+01 -4.652461302213099933e-08
2.650000000000000000e+01 3.302391303500889792e-08
2.650000000000000000e+01 3.302391303500889792e-08
2.650000000000000000e+01 3.302391303500889792e-08
2.650000000000000000e+01 3.302391303500889792e-08
2.700000000000000000e+01 -2.776000189663950005e-08
2.700000000000000000e+01 -2.776000189663950005e-08
2.700000000000000000e+01 -2.776000189663950005e-08
2.700000000000000000e+01 -2.776000189663950005e-08
2.700000000000000000e+01 -2.776000189663950005e-08
2.750000000000000000e+01 3.357601127693600189e-08
2.750000000000000000e+01 3.357601127693600189e-08
2.750000000000000000e+01 3.357601127693600189e-08
2.750000000000000000e+01 3.357601127693600189e-08
2.800000000000000000e+01 -6.389802629617749344e-08
2.800000000000000000e+01 -6.389802629617749344e-08
2.800000000000000000e+01 -6.389802629617749344e-08
2.800000000000000000e+01 -6.389802629617749344e-08
2.800000000000000000e+01 -6.389802629617749344e-08
2.850000000000000000e+01 1.019419480426069985e-07
2.850000000000000000e+01 1.019419480426069985e-07
2.850000000000000000e+01 1.019419480426069985e-07
2.850000000000000000e+01 1.019419480426069985e-07
2.900000000000000000e+01 -1.345908568659660107e-07
2.900000000000000000e+01 -1.345908568659660107e-07
2.900000000000000000e+01 -1.345908568659660107e-07
2.900000000000000000e+01 -1.345908568659660107e-07
2.900000000000000000e+01 -1.345908568659660107e-07
2.950000000000000000e+01 1.377874595516629887e-07
2.950000000000000000e+01 1.377874595516629887e-07
2.950000000000000000e+01 1.377874595516629887e-07
2.950000000000000000e+01 1.377874595516629887e-07
3.000000000000000000e+01 -1.237498475990910054e-07
3.000000000000000000e+01 -1.237498475990910054e-07
3.000000000000000000e+01 -1.237498475990910054e-07
3.000000000000000000e+01 -1.237498475990910054e-07
3.000000000000000000e+01 -1.237498475990910054e-07
3.050000000000000000e+01 9.771347966848290187e-08
3.050000000000000000e+01 9.771347966848290187e-08
3.050000000000000000e+01 9.771347966848290187e-08
3.050000000000000000e+01 9.771347966848290187e-08
3.100000000000000000e+01 -8.410544642275349641e-08
3.100000000000000000e+01 -8.410544642275349641e-08
3.100000000000000000e+01 -8.410544642275349641e-08
3.100000000000000000e+01 -8.410544642275349641e-08
3.100000000000000000e+01 -8.410544642275349641e-08
3.150000000000000000e+01 7.872286715213119717e-08
3.150000000000000000e+01 7.872286715213119717e-08
3.150000000000000000e+01 7.872286715213119717e-08
3.150000000000000000e+01 7.872286715213119717e-08
3.200000000000000000e+01 -9.125312183678039970e-08
3.200000000000000000e+01 -9.125312183678039970e-08
3.200000000000000000e+01 -9.125312183678039970e-08
3.200000000000000000e+01 -9.125312183678039970e-08
3.200000000000000000e+01 -9.125312183678039970e-08
3.250000000000000000e+01 1.116172010354440018e-07
3.250000000000000000e+01 1.116172010354440018e-07
3.250000000000000000e+01 1.116172010354440018e-07
3.250000000000000000e+01 1.116172010354440018e-07
3.300000000000000000e+01 -1.476727150478010074e-07
3.300000000000000000e+01 -1.476727150478010074e-07
3.300000000000000000e+01 -1.476727150478010074e-07
3.300000000000000000e+01 -1.476727150478010074e-07
3.300000000000000000e+01 -1.476727150478010074e-07
3.350000000000000000e+01 1.810112455594329891e-07
3.350000000000000000e+01 1.810112455594329891e-07
3.350000000000000000e+01 1.810112455594329891e-07
3.350000000000000000e+01 1.810112455594329891e-07
3.400000000000000000e+01 -2.056140086850910010e-07
3.400000000000000000e+01 -2.056140086850910010e-07
3.400000000000000000e+01 -2.056140086850910010e-07
3.400000000000000000e+01 -2.056140086850910010e-07
3.400000000000000000e+01 -2.056140086850910010e-07
3.450000000000000000e+01 2.010795567840599936e-07
3.450000000000000000e+01 2.010795567840599936e-07
3.450000000000000000e+01 2.010795567840599936e-07
3.450000000000000000e+01 2.010795567840599936e-07
3.500000000000000000e+01 -1.764311870787380024e-07
3.500000000000000000e+01 -1.764311870787380024e-07
3.500000000000000000e+01 -1.764311870787380024e-07
3.500000000000000000e+01 -1.764311870787380024e-07
3.500000000000000000e+01 -1.764311870787380024e-07
3.550000000000000000e+01 1.316547054509950019e-07
3.550000000000000000e+01 1.316547054509950019e-07
3.550000000000000000e+01 1.316547054509950019e-07
3.550000000000000000e+01 1.316547054509950019e-07
3.600000000000000000e+01 -9.006797135969530410e-08
3.600000000000000000e+01 -9.006797135969530410e-08
3.600000000000000000e+01 -9.006797135969530410e-08
3.600000000000000000e+01 -9.006797135969530410e-08
3.600000000000000000e+01 -9.006797135969530410e-08
3.650000000000000000e+01 5.060718429091830000e-08
3.650000000000000000e+01 5.060718429091830000e-08
3.650000000000000000e+01 5.060718429091830000e-08
3.650000000000000000e+01 5.060718429091830000e-08
3.700000000000000000e+01 -3.097506481630129985e-08
3.700000000000000000e+01 -3.097506481630129985e-08
3.700000000000000000e+01 -3.097506481630129985e-08
3.700000000000000000e+01 -3.097506481630129985e-08
3.700000000000000000e+01 -3.097506481630129985e-08
3.750000000000000000e+01 1.301559633013699972e-08
3.750000000000000000e+01 1.301559633013699972e-08
3.750000000000000000e+01 1.301559633013699972e-08
3.750000000000000000e+01 1.301559633013699972e-08
3.800000000000000000e+01 -3.553731013881420163e-09
3.800000000000000000e+01 -3.553731013881420163e-09
3.800000000000000000e+01 -3.553731013881420163e-09
3.800000000000000000e+01 -3.553731013881420163e-09
3.800000000000000000e+01 -3.553731013881420163e-09
3.850000000000000000e+01 -1.044700067904699998e-08
3.850000000000000000e+01 -1.044700067904699998e-08
3.850000000000000000e+01 -1.044700067904699998e-08
3.850000000000000000e+01 -1.044700067904699998e-08
3.900000000000000000e+01 1.694990847344819942e-09
3.900000000000000000e+01 1.694990847344819942e-09
3.900000000000000000e+01 1.694990847344819942e-09
3.900000000000000000e+01 1.694990847344819942e-09
3.900000000000000000e+01 1.694990847344819942e-09
3.950000000000000000e+01 1.636003593375930092e-08
3.950000000000000000e+01 1.636003593375930092e-08
3.950000000000000000e+01 1.636003593375930092e-08
3.950000000000000000e+01 1.636003593375930092e-08
4.000000000000000000e+01 -5.662516591384279883e-08
4.000000000000000000e+01 -5.662516591384279883e-08
4.000000000000000000e+01 -5.662516591384279883e-08
4.000000000000000000e+01 -5.662516591384279883e-08
4.000000000000000000e+01 -5.662516591384279883e-08
4.050000000000000000e+01 8.290726387638879671e-08
4.050000000000000000e+01 8.290726387638879671e-08
4.050000000000000000e+01 8.290726387638879671e-08
4.050000000000000000e+01 8.290726387638879671e-08
4.100000000000000000e+01 -9.424303764418469712e-08
4.100000000000000000e+01 -9.424303764418469712e-08
4.100000000000000000e+01 -9.424303764418469712e-08
4.100000000000000000e+01 -9.424303764418469712e-08
4.100000000000000000e+01 -9.424303764418469712e-08
4.150000000000000000e+01 4.922433544709549737e-08
4.150000000000000000e+01 4.922433544709549737e-08
4.150000000000000000e+01 4.922433544709549737e-08
4.150000000000000000e+01 4.922433544709549737e-08
4.200000000000000000e+01 1.759037849978000030e-08
4.200000000000000000e+01 1.759037849978000030e-08
4.200000000000000000e+01 1.759037849978000030e-08
4.200000000000000000e+01 1.759037849978000030e-08
4.200000000000000000e+01 1.759037849978000030e-08
4.250000000000000000e+01 -6.197084007681289972e-08
4.250000000000000000e+01 -6.197084007681289972e-08
4.250000000000000000e+01 -6.197084007681289972e-08
4.250000000000000000e+01 -6.197084007681289972e-08
4.300000000000000000e+01 5.619302967666200249e-08
4.300000000000000000e+01 5.619302967666200249e-08
4.300000000000000000e+01 5.619302967666200249e-08
4.300000000000000000e+01 5.619302967666200249e-08
4.300000000000000000e+01 5.619302967666200249e-08
4.350000000000000000e+01 -1.602906678392020008e-08
4.350000000000000000e+01 -1.602906678392020008e-08
4.350000000000000000e+01 -1.602906678392020008e-08
4.350000000000000000e+01 -1.602906678392020008e-08
4.400000000000000000e+01 -2.182101785032270024e-08
4.400000000000000000e+01 -2.182101785032270024e-08
4.400000000000000000e+01 -2.182101785032270024e-08
4.400000000000000000e+01 -2.182101785032270024e-08
4.400000000000000000e+01 -2.182101785032270024e-08
4.450000000000000000e+01 3.527757046178210210e-08
4.450000000000000000e+01 3.527757046178210210e-08
4.450000000000000000e+01 3.527757046178210210e-08
4.450000000000000000e+01 3.527757046178210210e-08
4.500000000000000000e+01 -1.788746733710280094e-08
4.500000000000000000e+01 -1.788746733710280094e-08
4.500000000000000000e+01 -1.788746733710280094e-08
4.500000000000000000e+01 -1.788746733710280094e-08
4.500000000000000000e+01 -1.788746733710280094e-08
4.550000000000000000e+01 1.947820927895300109e-08
4.550000000000000000e+01 1.947820927895300109e-08
4.550000000000000000e+01 1.947820927895300109e-08
4.550000000000000000e+01 1.947820927895300109e-08
4.600000000000000000e+01 -6.184382422964560024e-09
4.600000000000000000e+01 -6.184382422964560024e-09
4.600000000000000000e+01 -6.184382422964560024e-09
4.600000000000000000e+01 -6.184382422964560024e-09
4.600000000000000000e+01 -6.184382422964560024e-09
4.650000000000000000e+01 -3.961102070900910342e-09
4.650000000000000000e+01 -3.961102070900910342e-09
4.650000000000000000e+01 -3.961102070900910342e-09
4.650000000000000000e+01 -3.961102070900910342e-09
4.700000000000000000e+01 8.251776509242109432e-08
4.700000000000000000e+01 8.251776509242109432e-08
4.700000000000000000e+01 8.251776509242109432e-08
4.700000000000000000e+01 8.251776509242109432e-08
4.700000000000000000e+01 8.251776509242109432e-08
4.750000000000000000e+01 -1.644620727811210027e-07
4.750000000000000000e+01 -1.644620727811210027e-07
4.750000000000000000e+01 -1.644620727811210027e-07
4.750000000000000000e+01 -1.644620727811210027e-07
4.800000000000000000e+01 2.837126520221289763e-07
4.800000000000000000e+01 2.837126520221289763e-07
4.800000000000000000e+01 2.837126520221289763e-07
4.800000000000000000e+01 2.837126520221289763e-07
4.800000000000000000e+01 2.837126520221289763e-07
4.850000000000000000e+01 -2.619899461641219986e-07
4.850000000000000000e+01 -2.619899461641219986e-07
4.850000000000000000e+01 -2.619899461641219986e-07
4.850000000000000000e+01 -2.619899461641219986e-07
4.900000000000000000e+01 1.459284189955520110e-07
4.900000000000000000e+01 1.459284189955520110e-07
4.900000000000000000e+01 1.459284189955520110e-07
4.900000000000000000e+01 1.459284189955520110e-07
4.900000000000000000e+01 1.459284189955520110e-07
4.950000000000000000e+01 5.507248640480300234e-08
4.950000000000000000e+01 5.507248640480300234e-08
4.950000000000000000e+01 5.507248640480300234e-08
4.950000000000000000e+01 5.507248640480300234e-08
5.000000000000000000e+01 -8.647143188156830257e-08
5.000000000000000000e+01 -8.647143188156830257e-08
5.000000000000000000e+01 -8.647143188156830257e-08
5.000000000000000000e+01 -8.647143188156830257e-08
5.000000000000000000e+01 -8.647143188156830257e-08
5.050000000000000000e+01 1.031396840309659985e-09
5.050000000000000000e+01 1.031396840309659985e-09
5.050000000000000000e+01 1.031396840309659985e-09
5.050000000000000000e+01 1.031396840309659985e-09
5.100000000000000000e+01 1.592740042391209896e-07
5.100000000000000000e+01 1.592740042391209896e-07
5.100000000000000000e+01 1.592740042391209896e-07
5.100000000000000000e+01 1.592740042391209896e-07
5.100000000000000000e+01 1.592740042391209896e-07
5.150000000000000000e+01 -1.336834671329189975e-07
5.150000000000000000e+01 -1.336834671329189975e-07
5.150000000000000000e+01 -1.336834671329189975e-07
5.150000000000000000e+01 -1.336834671329189975e-07
5.200000000000000000e+01 -2.679548769215949843e-09
5.200000000000000000e+01 -2.679548769215949843e-09
5.200000000000000000e+01 -2.679548769215949843e-09
5.200000000000000000e+01 -2.679548769215949843e-09
5.200000000000000000e+01 -2.679548769215949843e-09
5.250000000000000000e+01 1.736690325024329999e-07
5.250000000000000000e+01 1.736690325024329999e-07
5.250000000000000000e+01 1.736690325024329999e-07
5.250000000000000000e+01 1.736690325024329999e-07
5.300000000000000000e+01 -1.483877822994279948e-07
5.300000000000000000e+01 -1.483877822994279948e-07
5.300000000000000000e+01 -1.483877822994279948e-07
5.300000000000000000e+01 -1.483877822994279948e-07
5.300000000000000000e+01 -1.483877822994279948e-07
5.350000000000000000e+01 4.838034420214789785e-09
5.350000000000000000e+01 4.838034420214789785e-09
5.350000000000000000e+01 4.838034420214789785e-09
5.350000000000000000e+01 4.838034420214789785e-09
5.400000000000000000e+01 1.634281994683670071e-07
5.400000000000000000e+01 1.634281994683670071e-07
5.400000000000000000e+01 1.634281994683670071e-07
5.400000000000000000e+01 1.634281994683670071e-07
5.400000000000000000e+01 1.634281994683670071e-07
5.450000000000000000e+01 -1.575273902248869996e-07
5.450000000000000000e+01 -1.575273902248869996e-07
5.450000000000000000e+01 -1.575273902248869996e-07
5.450000000000000000e+01 -1.575273902248869996e-07
5.500000000000000000e+01 2.955332955603909841e-08
5.500000000000000000e+01 2.955332955603909841e-08
5.500000000000000000e+01 2.955332955603909841e-08
5.500000000000000000e+01 2.955332955603909841e-08
5.500000000000000000e+01 2.955332955603909841e-08
5.550000000000000000e+01 1.224385782339550064e-07
5.550000000000000000e+01 1.224385782339550064e-07
5.550000000000000000e+01 1.224385782339550064e-07
5.550000000000000000e+01 1.224385782339550064e-07
5.600000000000000000e+01 -1.310139028624789897e-07
5.600000000000000000e+01 -1.310139028624789897e-07
5.600000000000000000e+01 -1.310139028624789897e-07
5.600000000000000000e+01 -1.310139028624789897e-07
5.600000000000000000e+01 -1.310139028624789897e-07
5.650000000000000000e+01 -7.136944302999439714e-09
5.650000000000000000e+01 -7.136944302999439714e-09
5.650000000000000000e+01 -7.136944302999439714e-09
5.650000000000000000e+01 -7.136944302999439714e-09
5.700000000000000000e+01 2.049302138646019999e-07
5.700000000000000000e+01 2.049302138646019999e-07
5.700000000000000000e+01 2.049302138646019999e-07
5.700000000000000000e+01 2.049302138646019999e-07
5.700000000000000000e+01 2.049302138646019999e-07
5.750000000000000000e+01 -3.128775602473770009e-07
5.750000000000000000e+01 -3.128775602473770009e-07
5.750000000000000000e+01 -3.128775602473770009e-07
5.750000000000000000e+01 -3.128775602473770009e-07
5.800000000000000000e+01 2.678895175200690117e-07
5.800000000000000000e+01 2.678895175200690117e-07
5.800000000000000000e+01 2.678895175200690117e-07
5.800000000000000000e+01 2.678895175200690117e-07
5.800000000000000000e+01 2.678895175200690117e-07
5.850000000000000000e+01 -1.415199253647350128e-07
5.850000000000000000e+01 -1.415199253647350128e-07
5.850000000000000000e+01 -1.415199253647350128e-07
5.850000000000000000e+01 -1.415199253647350128e-07
5.900000000000000000e+01 3.142464188439999749e-08
5.900000000000000000e+01 3.142464188439999749e-08
5.900000000000000000e+01 3.142464188439999749e-08
5.900000000000000000e+01 3.142464188439999749e-08
5.900000000000000000e+01 3.142464188439999749e-08
5.950000000000000000e+01 -9.402538167586280764e-09
5.950000000000000000e+01 -9.402538167586280764e-09
5.950000000000000000e+01 -9.402538167586280764e-09
5.950000000000000000e+01 -9.402538167586280764e-09
6.000000000000000000e+01 2.410428781171539978e-08
6.000000000000000000e+01 2.410428781171539978e-08
6.000000000000000000e+01 2.410428781171539978e-08
6.000000000000000000e+01 2.410428781171539978e-08
6.000000000000000000e+01 2.410428781171539978e-08
6.050000000000000000e+01 -5.357013454073490047e-08
6.050000000000000000e+01 -5.357013454073490047e-08
6.050000000000000000e+01 -5.357013454073490047e-08
6.050000000000000000e+01 -5.357013454073490047e-08
6.100000000000000000e+01 3.500424284069330073e-08
6.100000000000000000e+01 3.500424284069330073e-08
6.100000000000000000e+01 3.500424284069330073e-08
6.100000000000000000e+01 3.500424284069330073e-08
6.100000000000000000e+01 3.500424284069330073e-08
6.150000000000000000e+01 -3.258024185465470056e-08
6.150000000000000000e+01 -3.258024185465470056e-08
6.150000000000000000e+01 -3.258024185465470056e-08
6.150000000000000000e+01 -3.258024185465470056e-08
6.200000000000000000e+01 1.100946758730820027e-08
6.200000000000000000e+01 1.100946758730820027e-08
6.200000000000000000e+01 1.100946758730820027e-08
6.200000000000000000e+01 1.100946758730820027e-08
6.200000000000000000e+01 1.100946758730820027e-08
6.250000000000000000e+01 -6.001098552685599375e-11
6.250000000000000000e+01 -6.001098552685599375e-11
6.250000000000000000e+01 -6.001098552685599375e-11
6.250000000000000000e+01 -6.001098552685599375e-11
6.300000000000000000e+01 -7.015001393209410381e-09
6.300000000000000000e+01 -7.015001393209410381e-09
6.300000000000000000e+01 -7.015001393209410381e-09
