t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 2.747404038923085741e-11 8.459599911028685379e-17
1.600000000000000033e-01 2.748391302370264263e-11 8.375609151796508477e-17
3.200000000000000067e-01 2.749775964271550780e-11 8.258096240296446543e-17
4.799999999999999822e-01 2.751554603222351863e-11 8.106968646522129568e-17
6.400000000000000133e-01 2.753727666205966896e-11 7.922409111921262943e-17
8.000000000000000444e-01 2.753835060751140139e-11 7.621362869733834269e-17
9.599999999999999645e-01 2.753341138870048575e-11 7.253450616430587415e-17
1.120000000000000107e+00 2.752260092179172547e-11 6.818881179581778748e-17
1.280000000000000027e+00 2.750375567807559914e-11 6.317614800301262178e-17
1.439999999999999947e+00 2.748700968871918490e-11 5.855505524257337188e-17
1.600000000000000089e+00 2.746844326319792304e-11 5.369035443296678224e-17
1.760000000000000009e+00 2.744614935571235882e-11 4.858199475861816200e-17
1.919999999999999929e+00 2.741788706463903609e-11 4.322939119056452054e-17
2.080000000000000071e+00 2.740820877715514769e-11 3.887721240273214916e-17
2.240000000000000213e+00 2.740051009039216874e-11 3.477957587038800121e-17
2.399999999999999911e+00 2.739821177133477528e-11 3.093556164030431692e-17
2.560000000000000053e+00 2.739797957813998862e-11 2.734949544798987574e-17
2.720000000000000195e+00 2.743436434867598750e-11 2.522493526282721790e-17
2.879999999999999893e+00 2.748909798918002495e-11 2.383941604049525738e-17
3.040000000000000036e+00 2.755992595250335283e-11 2.319184954699358103e-17
3.200000000000000178e+00 2.764704461928289469e-11 2.328197360622432372e-17
3.359999999999999876e+00 2.773656648671762610e-11 2.478232338159798504e-17
3.520000000000000018e+00 2.783910822510101205e-11 2.728849781936620339e-17
3.680000000000000160e+00 2.795202230745124497e-11 3.080182985989066082e-17
3.839999999999999858e+00 2.807656070324743684e-11 3.531422682757288524e-17
4.000000000000000000e+00 2.814813557454395684e-11 4.077643454562199306e-17
4.160000000000000142e+00 2.820526627790056426e-11 4.722155116435237721e-17
4.320000000000000284e+00 2.824810562578387680e-11 5.464801399536190777e-17
4.480000000000000426e+00 2.827605181651968893e-11 6.305812002247011263e-17
4.639999999999999680e+00 2.823890503122433826e-11 7.140251594338473198e-17
4.799999999999999822e+00 2.816576315475058220e-11 8.030828558469406952e-17
4.959999999999999964e+00 2.805811102557048529e-11 8.977791713146174384e-17
5.120000000000000107e+00 2.791332064008826916e-11 9.981747460726712571e-17
5.280000000000000249e+00 2.775847147436481920e-11 1.089064653777165476e-16
5.440000000000000391e+00 2.757780871473857658e-11 1.179525345261068595e-16
5.599999999999999645e+00 2.737151691487731336e-11 1.269589122412428943e-16
5.759999999999999787e+00 2.713719049760940571e-11 1.359208857665701230e-16
5.919999999999999929e+00 2.696713892480248511e-11 1.434169446288143488e-16
6.080000000000000071e+00 2.680731483084176513e-11 1.503076505622279218e-16
6.240000000000000213e+00 2.665692416016991567e-11 1.565847959963291261e-16
