t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 1.709157928328779388e-10 7.590805948750404805e-16
1.600000000000000033e-01 1.706731013105301584e-10 7.160001511234995187e-16
3.200000000000000067e-01 1.702627575571399767e-10 6.434208929832377981e-16
4.799999999999999822e-01 1.700162616282209582e-10 5.904314354603216863e-16
6.400000000000000133e-01 1.698926620341107243e-10 5.359561800321041080e-16
8.000000000000000444e-01 1.682924086909084376e-10 4.736047190791218246e-16
9.599999999999999645e-01 1.657555307859675496e-10 4.054134334875824988e-16
1.120000000000000107e+00 1.637712174308488272e-10 3.304223413851795749e-16
1.280000000000000027e+00 1.613959068224460197e-10 2.436103362662294001e-16
1.439999999999999947e+00 1.610242337241224233e-10 1.947914563391452661e-16
1.600000000000000089e+00 1.618597534311997183e-10 1.676789240880276785e-16
1.760000000000000009e+00 1.642271240027551627e-10 1.433780452384070595e-16
1.919999999999999929e+00 1.670202816898186473e-10 1.273946808724902248e-16
2.080000000000000071e+00 1.701797267389949238e-10 1.468688028438871748e-16
2.240000000000000213e+00 1.737269267197323326e-10 1.931761747302225509e-16
2.399999999999999911e+00 1.758710347710685556e-10 2.671007123309327225e-16
2.560000000000000053e+00 1.770545058810101484e-10 3.731825311890277765e-16
2.720000000000000195e+00 1.766765796980518514e-10 4.726120610903861499e-16
2.879999999999999893e+00 1.749378158526523255e-10 5.787745521999067648e-16
3.040000000000000036e+00 1.725826899006263489e-10 7.067945171764226360e-16
3.200000000000000178e+00 1.707002288799495577e-10 8.571149914905433394e-16
3.359999999999999876e+00 1.688385767399611513e-10 9.689767563712418192e-16
3.520000000000000018e+00 1.671468578801789541e-10 1.062999516532969540e-15
3.680000000000000160e+00 1.663028603522831496e-10 1.144036282824157172e-15
3.839999999999999858e+00 1.674653946174654164e-10 1.211154400252237451e-15
4.000000000000000000e+00 1.682523995315919206e-10 1.243304871168859758e-15
4.160000000000000142e+00 1.694551151792445649e-10 1.247690857521229637e-15
4.320000000000000284e+00 1.700186598721779255e-10 1.209005649802653124e-15
4.480000000000000426e+00 1.703582068743577782e-10 1.126452661656396789e-15
4.639999999999999680e+00 1.701058329674388233e-10 1.039346896273241601e-15
4.799999999999999822e+00 1.693814896604454943e-10 9.345603318739220056e-16
4.959999999999999964e+00 1.686000591553603710e-10 8.039342708588402140e-16
5.120000000000000107e+00 1.667113415603380444e-10 6.447158105979458349e-16
5.280000000000000249e+00 1.659478778681757243e-10 5.024751880000351742e-16
5.440000000000000391e+00 1.655645240438523554e-10 3.617976133313347718e-16
5.599999999999999645e+00 1.657032859756832719e-10 2.374748670967145862e-16
5.759999999999999787e+00 1.653217389426855146e-10 1.278954246902230522e-16
5.919999999999999929e+00 1.656885756352550228e-10 3.602984396497350884e-17
6.080000000000000071e+00 1.663823754107450433e-10 -3.946900287838563617e-17
6.240000000000000213e+00 1.666956047926739709e-10 -7.415386406306265641e-17
6.400000000000000355e+00 1.663474913107578025e-10 -6.742278418608185060e-17
6.559999999999999609e+00 1.659180181636731295e-10 -4.981676670138679363e-17
6.719999999999999751e+00 1.652166504052418478e-10 -1.157478304217515874e-17
6.879999999999999893e+00 1.645254823741745190e-10 5.053350692346256223e-17
7.040000000000000036e+00 1.638880513606797840e-10 1.376986311927437103e-16
7.200000000000000178e+00 1.630864120977561264e-10 2.301504360246020009e-16
7.360000000000000320e+00 1.621948845579150859e-10 3.341434333779328817e-16
7.519999999999999574e+00 1.615632551072519610e-10 4.264371710242742556e-16
7.679999999999999716e+00 1.615205433147626296e-10 5.069870096342216919e-16
7.839999999999999858e+00 1.610098534982670092e-10 5.882430567328173980e-16
8.000000000000000000e+00 1.603822793450548739e-10 6.658568382386413435e-16
8.160000000000000142e+00 1.598053964359847416e-10 7.131417542336670564e-16
8.320000000000000284e+00 1.596591958480284866e-10 7.296457078474647484e-16
8.480000000000000426e+00 1.594959787871888177e-10 7.398301668179672331e-16
8.640000000000000568e+00 1.594615180193537469e-10 7.355690817165337268e-16
8.800000000000000711e+00 1.597812506531184704e-10 7.115982645111599395e-16
8.960000000000000853e+00 1.608757037262027967e-10 6.691551160467167596e-16
9.119999999999999218e+00 1.620367738212422912e-10 6.204655919911015972e-16
9.279999999999999361e+00 1.634973462398953124e-10 5.616891401350210568e-16
9.439999999999999503e+00 1.649635992813803050e-10 5.086967390328502765e-16
9.599999999999999645e+00 1.668186322944834688e-10 4.634094403237734363e-16
9.759999999999999787e+00 1.681248402284891658e-10 4.210910208052479807e-16
9.919999999999999929e+00 1.691941495938335016e-10 3.837083542057394675e-16
1.008000000000000007e+01 1.699223816374675058e-10 3.703612172863656149e-16
1.024000000000000021e+01 1.699736074360036215e-10 3.808006869807103883e-16
1.040000000000000036e+01 1.699898955207842509e-10 4.010265694398151853e-16
1.056000000000000050e+01 1.697591331634009229e-10 4.361348953805213115e-16
1.072000000000000064e+01 1.695489961468906434e-10 4.885219269193760355e-16
1.088000000000000078e+01 1.687408492101528304e-10 5.556074683197024401e-16
1.103999999999999915e+01 1.683342480455415644e-10 6.308432620548635561e-16
1.119999999999999929e+01 1.679984948846653334e-10 7.168064793636484385e-16
1.135999999999999943e+01 1.675430990163963057e-10 7.988700572123119848e-16
1.151999999999999957e+01 1.671765372750905925e-10 8.751959654799396605e-16
1.167999999999999972e+01 1.664718866205477786e-10 9.468449534912422973e-16
1.183999999999999986e+01 1.655728023491288241e-10 1.013748053821319840e-15
1.200000000000000000e+01 1.644750793512072846e-10 1.059385548100606208e-15
1.216000000000000014e+01 1.637629387721782085e-10 1.086252106854491357e-15
1.232000000000000028e+01 1.627256481735847416e-10 1.096805509029108246e-15
1.248000000000000043e+01 1.616004707678167708e-10 1.090320325091352140e-15
1.264000000000000057e+01 1.610625512140118806e-10 1.063301244772611351e-15
1.280000000000000071e+01 1.610974924773657420e-10 1.019826472343162118e-15
1.296000000000000085e+01 1.616230392777702835e-10 9.552257277700522556e-16
1.311999999999999922e+01 1.626674202084373934e-10 8.710131795940311221e-16
1.327999999999999936e+01 1.643168845595905201e-10 7.776724354066223260e-16
1.343999999999999950e+01 1.662672295806058861e-10 6.761846874092242164e-16
1.359999999999999964e+01 1.685053111845328366e-10 5.662302532896374270e-16
1.375999999999999979e+01 1.710375635208592499e-10 4.477247942725297595e-16
1.391999999999999993e+01 1.731079112798017261e-10 3.400294662116241088e-16
1.408000000000000007e+01 1.748031225291726790e-10 2.379216645122960388e-16
1.424000000000000021e+01 1.759471797442595856e-10 1.487083595743280217e-16
1.440000000000000036e+01 1.766010613396109184e-10 6.968939353158993263e-17
1.456000000000000050e+01 1.764859102867171957e-10 1.232626844201254779e-17
1.472000000000000064e+01 1.759952855087080619e-10 -2.967137919728080051e-17
1.488000000000000078e+01 1.747412762946766524e-10 -4.774173520147262446e-17
1.503999999999999915e+01 1.728539327252898467e-10 -4.501507789542475128e-17
1.519999999999999929e+01 1.708661753481987021e-10 -2.881326159978924372e-17
1.535999999999999943e+01 1.689554535506406237e-10 -5.024568558981762270e-19
1.551999999999999957e+01 1.668167620579377501e-10 4.330490271735573359e-17
1.567999999999999972e+01 1.645502008250557945e-10 1.012244564594720613e-16
1.583999999999999986e+01 1.627451272433043640e-10 1.542717263713069131e-16
1.600000000000000000e+01 1.612072248604133482e-10 2.063821644720306730e-16
1.616000000000000014e+01 1.600801948921629394e-10 2.556258880047928085e-16
1.632000000000000028e+01 1.593133686448654522e-10 3.024506706010266567e-16
1.648000000000000043e+01 1.589579734534336051e-10 3.331180546170215225e-16
1.664000000000000057e+01 1.589597586161451139e-10 3.519826265047258218e-16
1.680000000000000071e+01 1.591557055496510918e-10 3.583666674499797618e-16
1.696000000000000085e+01 1.595981093420033147e-10 3.523443472258976354e-16
1.712000000000000099e+01 1.599632320099469380e-10 3.348985030584238394e-16
1.728000000000000114e+01 1.605654077528715264e-10 3.076482125769659598e-16
1.744000000000000128e+01 1.607445630932516469e-10 2.661121239298325396e-16
1.760000000000000142e+01 1.607202654930103012e-10 2.116460678831909752e-16
1.776000000000000156e+01 1.605295134797627491e-10 1.569136512804120700e-16
1.792000000000000171e+01 1.602877073745456471e-10 1.000638350156286585e-16
1.807999999999999829e+01 1.598855434865065316e-10 4.507832495284361154e-17
1.823999999999999844e+01 1.593596043018997629e-10 -9.482043398932923880e-18
1.839999999999999858e+01 1.590080547978551242e-10 -5.536915800410157299e-17
1.855999999999999872e+01 1.586175669656178130e-10 -9.525900596683269602e-17
1.871999999999999886e+01 1.585214627285788641e-10 -1.239503158440098901e-16
1.887999999999999901e+01 1.586076359856075624e-10 -1.433182071847180890e-16
1.903999999999999915e+01 1.587538670977056537e-10 -1.536205892427841630e-16
1.919999999999999929e+01 1.590096193485639793e-10 -1.565284217777874524e-16
1.935999999999999943e+01 1.592092862570503822e-10 -1.507519719768757644e-16
1.951999999999999957e+01 1.594052175211298026e-10 -1.369295730475555936e-16
1.967999999999999972e+01 1.594025278134056821e-10 -1.206471557288347707e-16
1.983999999999999986e+01 1.595506373246638477e-10 -1.013309925006280990e-16
2.000000000000000000e+01 1.593747964028770418e-10 -8.180006022983411396e-17
2.016000000000000014e+01 1.590297334145833496e-10 -6.137000922113917384e-17
2.032000000000000028e+01 1.588010112719307464e-10 -4.644470328262394305e-17
2.048000000000000043e+01 1.587873228509727765e-10 -3.340606795360533985e-17
2.064000000000000057e+01 1.589197913295130527e-10 -3.151801580018004093e-17
2.080000000000000071e+01 1.592194635631005402e-10 -3.802869507964841312e-17
2.096000000000000085e+01 1.599591582159064196e-10 -5.805105659267443123e-17
2.112000000000000099e+01 1.609556968977946201e-10 -8.753351614309910189e-17
2.128000000000000114e+01 1.623678994106114862e-10 -1.295849245333153149e-16
2.144000000000000128e+01 1.641441610003238987e-10 -1.835277737937026258e-16
2.160000000000000142e+01 1.659821595157202971e-10 -2.437304553575208690e-16
2.176000000000000156e+01 1.679339998355237082e-10 -3.110143940004893174e-16
2.192000000000000171e+01 1.696362332504050054e-10 -3.743653323353586740e-16
2.207999999999999829e+01 1.712143367968295640e-10 -4.377517314236514063e-16
2.223999999999999844e+01 1.722287362612640950e-10 -4.925460442006769343e-16
2.239999999999999858e+01 1.730409445517623553e-10 -5.417388569031633322e-16
2.255999999999999872e+01 1.729450300086659268e-10 -5.709065987358593359e-16
2.271999999999999886e+01 1.721816824107624555e-10 -5.850335431279332961e-16
2.287999999999999901e+01 1.709903272633465032e-10 -5.837312624432884845e-16
2.303999999999999915e+01 1.695179329731917894e-10 -5.684405587830390933e-16
2.319999999999999929e+01 1.676899643921311183e-10 -5.335031269089210392e-16
2.335999999999999943e+01 1.655354283393404307e-10 -4.807431937820296410e-16
