t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 4.226565845951861354e-10 1.139666366126625805e-15
1.600000000000000033e-01 4.276489804929287374e-10 1.122608659217037169e-15
3.200000000000000067e-01 4.359696403225079952e-10 1.094179147697397964e-15
4.799999999999999822e-01 4.488844166793513088e-10 1.106452971217378354e-15
6.400000000000000133e-01 4.659713586983075951e-10 1.142071749869543822e-15
8.000000000000000444e-01 4.851771052969921690e-10 1.195007333763833813e-15
9.599999999999999645e-01 5.071861101695262451e-10 1.267269106192195571e-15
1.120000000000000107e+00 5.301041313351104054e-10 1.348489223138554986e-15
1.280000000000000027e+00 5.545625827873524864e-10 1.442123632607219400e-15
1.439999999999999947e+00 5.776341042492776409e-10 1.537299706321680641e-15
1.600000000000000089e+00 6.002944824798829304e-10 1.637641653717702083e-15
1.760000000000000009e+00 6.177632030840042902e-10 1.731872455066207349e-15
1.919999999999999929e+00 6.316337708600441486e-10 1.823751116930284160e-15
2.080000000000000071e+00 6.371361205484229360e-10 1.903063945280682118e-15
2.240000000000000213e+00 6.358602739023316365e-10 1.973215504735755425e-15
2.399999999999999911e+00 6.263083783364877811e-10 2.025322900919458616e-15
2.560000000000000053e+00 6.089797180459815281e-10 2.062347098593822112e-15
2.720000000000000195e+00 5.869952741760308984e-10 2.082162033928709855e-15
2.879999999999999893e+00 5.593147196782315396e-10 2.085476394867368398e-15
3.040000000000000036e+00 5.317680127548607597e-10 2.073192936137307407e-15
3.200000000000000178e+00 5.024118340051631440e-10 2.045010739503232139e-15
3.359999999999999876e+00 4.765749719707670651e-10 2.009059352981669071e-15
3.520000000000000018e+00 4.524811638044575510e-10 1.962628927244616044e-15
3.680000000000000160e+00 4.331682462296761554e-10 1.916097678106819556e-15
3.839999999999999858e+00 4.176236070052856027e-10 1.866006200281664776e-15
4.000000000000000000e+00 4.068538334658171769e-10 1.824615997851131047e-15
4.160000000000000142e+00 4.005233964997585889e-10 1.787839902746443988e-15
4.320000000000000284e+00 3.985254560340224360e-10 1.768987545857071169e-15
4.480000000000000426e+00 4.008956254263089137e-10 1.763622383626680742e-15
4.639999999999999680e+00 4.067704390045841148e-10 1.781395910125715302e-15
4.799999999999999822e+00 4.164377186595213384e-10 1.819090960661938675e-15
4.959999999999999964e+00 4.282679422571138156e-10 1.878295649179359997e-15
5.120000000000000107e+00 4.428042838420254373e-10 1.958480604371998202e-15
5.280000000000000249e+00 4.579845079659437812e-10 2.054155125935879654e-15
5.440000000000000391e+00 4.744960264449707306e-10 2.167149447358092032e-15
5.599999999999999645e+00 4.904307310764798998e-10 2.282745883045685675e-15
5.759999999999999787e+00 5.064246579280141757e-10 2.405850328221797252e-15
5.919999999999999929e+00 5.208438615134710282e-10 2.520198822452123662e-15
6.080000000000000071e+00 5.342329903282224822e-10 2.631212685817451515e-15
6.240000000000000213e+00 5.447703143022444385e-10 2.720326071658063830e-15
6.400000000000000355e+00 5.530630767922201789e-10 2.793727595491081078e-15
6.559999999999999609e+00 5.569802546989425211e-10 2.839343054185144104e-15
6.719999999999999751e+00 5.572321890554719094e-10 2.861197182121996928e-15
6.879999999999999893e+00 5.524564753216184578e-10 2.857834238605361132e-15
7.040000000000000036e+00 5.431072483441186768e-10 2.829739470517237758e-15
7.200000000000000178e+00 5.303540279867465065e-10 2.783269133818794904e-15
7.360000000000000320e+00 5.138069742949097718e-10 2.716304476516457654e-15
7.519999999999999574e+00 4.978829778788405719e-10 2.642561754645971621e-15
7.679999999999999716e+00 4.811097418684719492e-10 2.557468882876931473e-15
7.839999999999999858e+00 4.694987081713138980e-10 2.482585147478992695e-15
8.000000000000000000e+00 4.610460628182047094e-10 2.410724119692350461e-15
8.160000000000000142e+00 4.599101413600084563e-10 2.358735185368080353e-15
8.320000000000000284e+00 4.647048319464364940e-10 2.321001882560503761e-15
8.480000000000000426e+00 4.747925290362601104e-10 2.313998569581018217e-15
8.640000000000000568e+00 4.903857678098951663e-10 2.332233793662246661e-15
8.800000000000000711e+00 5.059092235041598996e-10 2.382837820805577933e-15
8.960000000000000853e+00 5.232213377067935928e-10 2.463433895667164877e-15
9.119999999999999218e+00 5.349260350950097067e-10 2.571060544573882891e-15
9.279999999999999361e+00 5.434886741097552858e-10 2.706704925419330338e-15
9.439999999999999503e+00 5.442100997907124031e-10 2.856497299737419626e-15
9.599999999999999645e+00 5.386566971246423961e-10 3.025060913686402356e-15
9.759999999999999787e+00 5.277934811912909259e-10 3.194474604562526514e-15
9.919999999999999929e+00 5.112987802974052684e-10 3.370712093259403969e-15
1.008000000000000007e+01 4.952021868052286495e-10 3.533857098346902458e-15
1.024000000000000021e+01 4.774938365940235637e-10 3.690548380295359267e-15
1.040000000000000036e+01 4.654419976617864500e-10 3.820258299438599828e-15
1.056000000000000050e+01 4.566239140092015506e-10 3.929829402384406545e-15
1.072000000000000064e+01 4.550197860061085886e-10 4.008872636611555580e-15
1.088000000000000078e+01 4.593028801958944263e-10 4.060851019630119216e-15
1.103999999999999915e+01 4.679535055523637328e-10 4.080569156069207985e-15
1.119999999999999929e+01 4.814782257509001141e-10 4.069758844391772760e-15
1.135999999999999943e+01 4.943700932116454720e-10 4.035262991341608123e-15
1.151999999999999957e+01 5.084647571278903887e-10 3.974800627986116704e-15
1.167999999999999972e+01 5.182866400729580540e-10 3.905979198640897346e-15
1.183999999999999986e+01 5.256609345223943419e-10 3.822929555208102355e-15
1.200000000000000000e+01 5.286739526689033265e-10 3.742860503396341379e-15
1.216000000000000014e+01 5.279635904482430440e-10 3.660035774640517841e-15
1.232000000000000028e+01 5.256480342772592877e-10 3.595699535192264846e-15
1.248000000000000043e+01 5.210212220170115593e-10 3.542770396317118166e-15
1.264000000000000057e+01 5.174523873874789758e-10 3.518120675400394575e-15
1.280000000000000071e+01 5.138184524819996946e-10 3.516126266649927517e-15
1.296000000000000085e+01 5.111068552516661408e-10 3.545887057736897154e-15
1.311999999999999922e+01 5.089884497127695345e-10 3.604369752769073630e-15
1.327999999999999936e+01 5.047526573081207109e-10 3.692758948528050107e-15
1.343999999999999950e+01 4.993030042234395000e-10 3.810659779430352811e-15
1.359999999999999964e+01 4.886196249345294802e-10 3.951263792058738764e-15
1.375999999999999979e+01 4.740424746161150025e-10 4.116840470865598899e-15
1.391999999999999993e+01 4.546505262785815912e-10 4.293815759019402507e-15
1.408000000000000007e+01 4.307507889184574096e-10 4.486714342112768985e-15
1.424000000000000021e+01 4.073130213325246087e-10 4.675039715303559580e-15
1.440000000000000036e+01 3.826806372551967895e-10 4.865624046875682097e-15
1.456000000000000050e+01 3.661481343610644851e-10 5.040868811307788225e-15
1.472000000000000064e+01 3.546173467585913829e-10 5.206640183774662061e-15
1.488000000000000078e+01 3.563129393300806384e-10 5.345558906822990728e-15
1.503999999999999915e+01 3.684933571147504023e-10 5.463418066274738768e-15
1.519999999999999929e+01 3.927814130933697382e-10 5.550786704779570390e-15
1.535999999999999943e+01 4.286361696056757948e-10 5.610808474784610633e-15
1.551999999999999957e+01 4.695310501061685847e-10 5.645035314076952252e-15
1.567999999999999972e+01 5.176415801100203881e-10 5.652949910062464078e-15
1.583999999999999986e+01 5.619956680911626235e-10 5.640827081911867837e-15
1.600000000000000000e+01 6.062506778916224769e-10 5.606575223234307381e-15
1.616000000000000014e+01 6.412238636688041120e-10 5.567924623251223875e-15
1.632000000000000028e+01 6.699761407035778740e-10 5.518965185561368313e-15
1.648000000000000043e+01 6.892680301842738702e-10 5.477819689571862697e-15
1.664000000000000057e+01 7.001793583814378058e-10 5.438447208827637875e-15
1.680000000000000071e+01 7.046938238149977560e-10 5.417685129802608830e-15
1.696000000000000085e+01 7.021501936449830723e-10 5.409920990351134587e-15
1.712000000000000099e+01 6.954356854250992208e-10 5.428769140475714892e-15
1.728000000000000114e+01 6.835878933041281066e-10 5.469691463499640667e-15
1.744000000000000128e+01 6.666634435149269675e-10 5.540380200913026304e-15
1.760000000000000142e+01 6.446434606465250552e-10 5.638271272221752368e-15
1.776000000000000156e+01 6.150697757524580351e-10 5.760226207210082195e-15
1.792000000000000171e+01 5.787617784815306362e-10 5.907291162622771191e-15
1.807999999999999829e+01 5.348439903929269994e-10 6.069266201961694340e-15
1.823999999999999844e+01 4.836082376335857445e-10 6.249551304044653666e-15
1.839999999999999858e+01 4.298581719696687415e-10 6.435824580536044875e-15
1.855999999999999872e+01 3.719925761457963865e-10 6.632193327534002261e-15
1.871999999999999886e+01 3.205750248244203783e-10 6.822621607329509530e-15
1.887999999999999901e+01 2.720843264513935801e-10 7.012454732496723982e-15
1.903999999999999915e+01 2.381741672797543425e-10 7.188090225288246201e-15
1.919999999999999929e+01 2.149599852251648550e-10 7.354062244948182705e-15
1.935999999999999943e+01 2.090057670189179338e-10 7.499847796247013354e-15
1.951999999999999957e+01 2.181235170839114759e-10 7.628954544266483422e-15
1.967999999999999972e+01 2.406065058920732438e-10 7.739571013397550035e-15
1.983999999999999986e+01 2.770236432860967061e-10 7.832301028857453800e-15
2.000000000000000000e+01 3.192589881634641774e-10 7.910327787349115461e-15
2.016000000000000014e+01 3.700178542250239852e-10 7.972590223293526233e-15
2.032000000000000028e+01 4.197298453904885367e-10 8.027696286125607231e-15
2.048000000000000043e+01 4.715850936866230856e-10 8.072776659355831185e-15
2.064000000000000057e+01 5.185792952262455243e-10 8.120631439176616291e-15
2.080000000000000071e+01 5.630472179717452358e-10 8.166993926866229436e-15
2.096000000000000085e+01 6.010794991678586844e-10 8.225764626365320746e-15
2.112000000000000099e+01 6.339792597330178708e-10 8.292310036367293198e-15
2.128000000000000114e+01 6.588830909122913104e-10 8.376502149183262271e-15
2.144000000000000128e+01 6.767454622906788088e-10 8.475050300717316224e-15
2.160000000000000142e+01 6.842744540560770603e-10 8.594957501135207125e-15
2.176000000000000156e+01 6.825673728124967186e-10 8.733889413718533834e-15
2.192000000000000171e+01 6.692024542099843041e-10 8.894774662741084099e-15
2.207999999999999829e+01 6.449869530318457872e-10 9.076637040111313449e-15
2.223999999999999844e+01 6.115333806666235308e-10 9.273181610862170783e-15
2.239999999999999858e+01 5.683042333181300954e-10 9.486506686648663486e-15
2.255999999999999872e+01 5.228041450936178738e-10 9.706851579317653519e-15
2.271999999999999886e+01 4.725315712906579592e-10 9.937469851584708912e-15
