t ml_ham
0.000000000000000000e+00 -6.650459830318060372e-02
0.000000000000000000e+00 -6.650459830318060372e-02
0.000000000000000000e+00 -6.650459830318060372e-02
2.500000000000000000e-01 -6.676356104755830356e-02
2.500000000000000000e-01 -6.676356104755830356e-02
2.500000000000000000e-01 -6.676356104755830356e-02
5.000000000000000000e-01 -6.682671812701579395e-02
5.000000000000000000e-01 -6.682671812701579395e-02
5.000000000000000000e-01 -6.682671812701579395e-02
7.500000000000000000e-01 -6.632144541308410135e-02
7.500000000000000000e-01 -6.632144541308410135e-02
7.500000000000000000e-01 -6.632144541308410135e-02
1.000000000000000000e+00 -6.689317476062070500e-02
1.000000000000000000e+00 -6.689317476062070500e-02
1.000000000000000000e+00 -6.689317476062070500e-02
1.250000000000000000e+00 -6.733511226581609388e-02
1.250000000000000000e+00 -6.733511226581609388e-02
1.250000000000000000e+00 -6.733511226581609388e-02
1.500000000000000000e+00 -6.606691309226009334e-02
1.500000000000000000e+00 -6.606691309226009334e-02
1.500000000000000000e+00 -6.606691309226009334e-02
1.750000000000000000e+00 -6.595440940478600189e-02
1.750000000000000000e+00 -6.595440940478600189e-02
1.750000000000000000e+00 -6.595440940478600189e-02
2.000000000000000000e+00 -6.775587358964189899e-02
2.000000000000000000e+00 -6.775587358964189899e-02
2.000000000000000000e+00 -6.775587358964189899e-02
2.250000000000000000e+00 -6.597159964212979955e-02
2.250000000000000000e+00 -6.597159964212979955e-02
2.250000000000000000e+00 -6.597159964212979955e-02
2.500000000000000000e+00 -6.431927901485609556e-02
2.500000000000000000e+00 -6.431927901485609556e-02
2.500000000000000000e+00 -6.431927901485609556e-02
2.750000000000000000e+00 -6.771858820244980315e-02
2.750000000000000000e+00 -6.771858820244980315e-02
2.750000000000000000e+00 -6.771858820244980315e-02
3.000000000000000000e+00 -6.775751724898909645e-02
3.000000000000000000e+00 -6.775751724898909645e-02
3.000000000000000000e+00 -6.775751724898909645e-02
3.250000000000000000e+00 -6.441280723379219642e-02
3.250000000000000000e+00 -6.441280723379219642e-02
3.250000000000000000e+00 -6.441280723379219642e-02
3.500000000000000000e+00 -6.559062356457290299e-02
3.500000000000000000e+00 -6.559062356457290299e-02
3.500000000000000000e+00 -6.559062356457290299e-02
3.750000000000000000e+00 -6.891590873813620288e-02
3.750000000000000000e+00 -6.891590873813620288e-02
3.750000000000000000e+00 -6.891590873813620288e-02
4.000000000000000000e+00 -6.490482380526489681e-02
4.000000000000000000e+00 -6.490482380526489681e-02
4.000000000000000000e+00 -6.490482380526489681e-02
4.250000000000000000e+00 -6.554783513779520454e-02
4.250000000000000000e+00 -6.554783513779520454e-02
4.250000000000000000e+00 -6.554783513779520454e-02
4.500000000000000000e+00 -6.807510154774540356e-02
4.500000000000000000e+00 -6.807510154774540356e-02
4.500000000000000000e+00 -6.807510154774540356e-02
4.750000000000000000e+00 -6.487532143002519569e-02
4.750000000000000000e+00 -6.487532143002519569e-02
4.750000000000000000e+00 -6.487532143002519569e-02
5.000000000000000000e+00 -6.703823178207919675e-02
5.000000000000000000e+00 -6.703823178207919675e-02
5.000000000000000000e+00 -6.703823178207919675e-02
5.250000000000000000e+00 -6.566621093580060631e-02
5.250000000000000000e+00 -6.566621093580060631e-02
5.250000000000000000e+00 -6.566621093580060631e-02
5.500000000000000000e+00 -6.522303110057960096e-02
5.500000000000000000e+00 -6.522303110057960096e-02
5.500000000000000000e+00 -6.522303110057960096e-02
