t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 1.694975283095676040e-12 1.539912274846152752e-18
1.600000000000000033e-01 1.678602705379270715e-12 1.495281972345054022e-18
3.200000000000000067e-01 1.655603696071718310e-12 1.432238739016561667e-18
4.799999999999999822e-01 1.626074759432267493e-12 1.351490025401961290e-18
6.400000000000000133e-01 1.590014697747445116e-12 1.253218813254929839e-18
8.000000000000000444e-01 1.566327036362056111e-12 1.181346599385135001e-18
9.599999999999999645e-01 1.543845725750669724e-12 1.112495043667003662e-18
1.120000000000000107e+00 1.522338370872591114e-12 1.042784312230946049e-18
1.280000000000000027e+00 1.501759185781300431e-12 9.733353695545936277e-19
1.439999999999999947e+00 1.506163452466778086e-12 8.829790547629775767e-19
1.600000000000000089e+00 1.521460518587728568e-12 7.785722331376934263e-19
1.760000000000000009e+00 1.547268522641370301e-12 6.674866970859457113e-19
1.919999999999999929e+00 1.583539395802964526e-12 5.468040631359264589e-19
2.080000000000000071e+00 1.637316657558861275e-12 4.101688653906461329e-19
2.240000000000000213e+00 1.703869479723337601e-12 2.647408123010714036e-19
2.399999999999999911e+00 1.783894569625382258e-12 1.065110603997591926e-19
2.560000000000000053e+00 1.877014747572860446e-12 -6.285978036690345859e-20
2.720000000000000195e+00 1.961948147513267158e-12 -1.092387541992334881e-19
2.879999999999999893e+00 2.051254786819250658e-12 -1.128628845765413257e-19
3.040000000000000036e+00 2.145250303960158832e-12 -7.415052771450554486e-20
3.200000000000000178e+00 2.243803415996785014e-12 9.336791299032252407e-21
3.359999999999999876e+00 2.312458531132481166e-12 1.245760002029272819e-19
3.520000000000000018e+00 2.372060972206449967e-12 2.785270885658564686e-19
3.680000000000000160e+00 2.422405492445432371e-12 4.713934374133583611e-19
3.839999999999999858e+00 2.463614859003913286e-12 7.030346346828348376e-19
4.000000000000000000e+00 2.475525370068742392e-12 8.644795432015700548e-19
4.160000000000000142e+00 2.470558758311946208e-12 1.022630641154625385e-18
4.320000000000000284e+00 2.448290447060058051e-12 1.175623080415219837e-18
4.480000000000000426e+00 2.408848108218232745e-12 1.325361476382244257e-18
4.639999999999999680e+00 2.359993151674800548e-12 1.503556133392878832e-18
4.799999999999999822e+00 2.297354994647850388e-12 1.688525174278979579e-18
4.959999999999999964e+00 2.220581181535988297e-12 1.883102784540832700e-18
5.120000000000000107e+00 2.129643530990989495e-12 2.089169850975200972e-18
5.280000000000000249e+00 2.052320555896585873e-12 2.242534447651731437e-18
5.440000000000000391e+00 1.972142792794791289e-12 2.384637250449158374e-18
5.599999999999999645e+00 1.888917741706666889e-12 2.510760015356564610e-18
5.759999999999999787e+00 1.802541418248657183e-12 2.626706108619189238e-18
5.919999999999999929e+00 1.742898624239592198e-12 2.739321243790738845e-18
6.080000000000000071e+00 1.691985962275816721e-12 2.833114617901577620e-18
6.240000000000000213e+00 1.649956958500900042e-12 2.920732158957422566e-18
6.400000000000000355e+00 1.616689999699103006e-12 3.002675957473773149e-18
6.559999999999999609e+00 1.609755357759151591e-12 3.148760846957420188e-18
6.719999999999999751e+00 1.618173570967391928e-12 3.315905681404865474e-18
6.879999999999999893e+00 1.642517622806315395e-12 3.503829660342205167e-18
7.040000000000000036e+00 1.682579707597290736e-12 3.715665099094094139e-18
7.200000000000000178e+00 1.736396568905110896e-12 3.664642389649164393e-18
7.360000000000000320e+00 1.804758827170555859e-12 3.529311666850443128e-18
7.519999999999999574e+00 1.888157139601251880e-12 3.300436369343277915e-18
7.679999999999999716e+00 1.986382831196479720e-12 2.983094626620950912e-18
7.839999999999999858e+00 2.077102034098358338e-12 2.643418376757271072e-18
8.000000000000000000e+00 2.173928343304084885e-12 2.241499225813162142e-18
8.160000000000000142e+00 2.276612216995617976e-12 1.776870932849263976e-18
8.320000000000000284e+00 2.385205919366475293e-12 1.248729762959637548e-18
8.480000000000000426e+00 2.465342826856257605e-12 8.473788439670586497e-19
8.640000000000000568e+00 2.538223284170610497e-12 4.585897884357323876e-19
8.800000000000000711e+00 2.603133043161374536e-12 8.278227328763351219e-20
8.960000000000000853e+00 2.660271004188079767e-12 -2.874492138153283759e-19
9.119999999999999218e+00 2.683244110274215033e-12 -4.703643462324304286e-19
9.279999999999999361e+00 2.688029112548029083e-12 -5.772938087557378102e-19
9.439999999999999503e+00 2.674464277428288794e-12 -6.026503181383130886e-19
9.599999999999999645e+00 2.642473181116659704e-12 -5.389782159454626196e-19
9.759999999999999787e+00 2.595164233388664407e-12 -5.244426300170233048e-19
9.919999999999999929e+00 2.530292459831267678e-12 -4.791018379469441152e-19
1.008000000000000007e+01 2.448382236606232755e-12 -4.027640410276259696e-19
1.024000000000000021e+01 2.349184418990197638e-12 -2.874242456379877640e-19
1.040000000000000036e+01 2.267059773144266044e-12 2.637959979721644773e-20
1.056000000000000050e+01 2.181338879096758830e-12 4.343725466228180286e-19
1.072000000000000064e+01 2.092116065522385404e-12 9.442849162308649606e-19
1.088000000000000078e+01 1.999406569355205502e-12 1.547415976592256155e-18
1.103999999999999915e+01 1.941937888416697565e-12 1.803132705730088827e-18
1.119999999999999929e+01 1.897072385686888637e-12 1.976025459685501477e-18
1.135999999999999943e+01 1.864043243190132674e-12 2.068123050125854852e-18
1.151999999999999957e+01 1.843000501332708741e-12 2.076799947086673296e-18
1.167999999999999972e+01 1.843206070874943116e-12 1.996437106256903518e-18
1.183999999999999986e+01 1.859306176595222955e-12 1.838567650478153232e-18
1.200000000000000000e+01 1.891086280343491077e-12 1.593710931522399554e-18
1.216000000000000014e+01 1.938343907306093589e-12 1.268010969925758567e-18
1.232000000000000028e+01 1.976218689302218027e-12 1.103107106257228724e-18
1.248000000000000043e+01 2.018766481650992441e-12 9.590560865837161477e-19
1.264000000000000057e+01 2.067166128558676550e-12 8.284411045209795685e-19
1.280000000000000071e+01 2.120934212324769319e-12 7.202248553670908676e-19
1.296000000000000085e+01 2.152902234067477051e-12 6.484206701188449674e-19
1.311999999999999922e+01 2.178746003082827315e-12 6.078527697493879586e-19
1.327999999999999936e+01 2.199280549145906745e-12 5.920461814111198965e-19
1.343999999999999950e+01 2.214392169507989517e-12 6.130466659677106824e-19
1.359999999999999964e+01 2.224938234390411388e-12 8.037365401394918650e-19
1.375999999999999979e+01 2.231114921949189665e-12 1.075220762668504619e-18
1.391999999999999993e+01 2.231974424758878023e-12 1.435249666675894213e-18
1.408000000000000007e+01 2.227925561061561230e-12 1.885207789695033032e-18
1.424000000000000021e+01 2.241175761034903117e-12 2.245749722025424880e-18
1.440000000000000036e+01 2.259422227878236487e-12 2.616536083409175179e-18
1.456000000000000050e+01 2.281353713785461583e-12 3.006020174897457174e-18
1.472000000000000064e+01 2.307243972360119763e-12 3.410462167969545359e-18
1.488000000000000078e+01 2.349041120771056181e-12 3.566628230876670088e-18
1.503999999999999915e+01 2.399706505030687191e-12 3.618754463583479905e-18
1.519999999999999929e+01 2.459138733816404828e-12 3.584306391138823810e-18
1.535999999999999943e+01 2.527132137483153848e-12 3.463172479356372285e-18
1.551999999999999957e+01 2.586495408546213707e-12 3.390964515148496251e-18
1.567999999999999972e+01 2.646929339511035540e-12 3.293657151424760690e-18
1.583999999999999986e+01 2.709290875428347241e-12 3.159919020700785595e-18
1.600000000000000000e+01 2.773227426170926276e-12 2.995967896119979047e-18
1.616000000000000014e+01 2.806231057108836278e-12 2.907958531206103362e-18
1.632000000000000028e+01 2.827144596653683481e-12 2.829018165998603026e-18
1.648000000000000043e+01 2.836820455562337942e-12 2.762207054843326400e-18
1.664000000000000057e+01 2.835028586603216945e-12 2.715521332527390360e-18
1.680000000000000071e+01 2.806754224835166033e-12 2.749686880415304538e-18
1.696000000000000085e+01 2.760854991849850769e-12 2.829035355162145032e-18
1.712000000000000099e+01 2.697499617984195289e-12 2.949224468298715149e-18
1.728000000000000114e+01 2.616598549985383732e-12 3.122392546117260578e-18
1.744000000000000128e+01 2.538741141127813021e-12 3.157850185438305399e-18
1.760000000000000142e+01 2.452018776859642155e-12 3.175139550472439040e-18
1.776000000000000156e+01 2.355887777754964106e-12 3.163848998840891802e-18
1.792000000000000171e+01 2.250385931921229542e-12 3.124068818400141189e-18
1.807999999999999829e+01 2.176299746344559407e-12 3.190865159677004961e-18
1.823999999999999844e+01 2.109811025038536660e-12 3.276321649515150403e-18
1.839999999999999858e+01 2.050156620738760789e-12 3.390300133372599210e-18
1.855999999999999872e+01 1.997497546388768674e-12 3.525684828271034565e-18
1.871999999999999886e+01 1.979070756253557321e-12 3.788912161352419557e-18
1.887999999999999901e+01 1.978999381061455524e-12 4.122669364378815053e-18
1.903999999999999915e+01 1.996736899541411613e-12 4.520199659668589838e-18
1.919999999999999929e+01 2.032478715210602107e-12 4.984914756724335553e-18
1.935999999999999943e+01 2.078506750014310808e-12 5.111855856662165107e-18
1.951999999999999957e+01 2.139422315206338981e-12 5.133366860824895766e-18
1.967999999999999972e+01 2.215257147835612825e-12 5.062305570619803556e-18
1.983999999999999986e+01 2.305966435271773421e-12 4.903835652823380463e-18
2.000000000000000000e+01 2.376797366375483566e-12 4.725755755831911885e-18
2.016000000000000014e+01 2.447929595988013503e-12 4.483108669357123576e-18
2.032000000000000028e+01 2.520215711943022991e-12 4.177699526364235253e-18
2.048000000000000043e+01 2.593235401782564663e-12 3.811945967522988259e-18
2.064000000000000057e+01 2.633799522353193367e-12 3.515962729942948495e-18
2.080000000000000071e+01 2.660989459398343765e-12 3.215761365890091405e-18
2.096000000000000085e+01 2.675896525381747439e-12 2.905098472404490374e-18
2.112000000000000099e+01 2.678116669140309896e-12 2.581083594756793311e-18
2.128000000000000114e+01 2.660609166974025084e-12 2.390002968819253204e-18
2.144000000000000128e+01 2.627576735080232290e-12 2.248248957033541849e-18
2.160000000000000142e+01 2.579061743618807575e-12 2.152477301221591223e-18
2.176000000000000156e+01 2.515144524051076729e-12 2.100710539265051390e-18
2.192000000000000171e+01 2.455932678523885887e-12 2.199202766965078559e-18
2.207999999999999829e+01 2.390326848868444158e-12 2.388906703411767196e-18
2.223999999999999844e+01 2.317084818477682906e-12 2.665105630406407298e-18
2.239999999999999858e+01 2.236569920255460015e-12 3.021369268413832328e-18
2.255999999999999872e+01 2.175869362804623935e-12 3.016074218244359899e-18
2.271999999999999886e+01 2.119484161942908955e-12 2.908517213643249794e-18
2.287999999999999901e+01 2.066491723457230406e-12 2.708792784624619931e-18
2.303999999999999915e+01 2.016929009220777570e-12 2.413455026096980831e-18
2.319999999999999929e+01 1.984975521477934554e-12 2.356637925938114559e-18
2.335999999999999943e+01 1.961745061254951182e-12 2.341726053281578803e-18
2.351999999999999957e+01 1.947812487132341421e-12 2.363925819528211413e-18
2.367999999999999972e+01 1.942815286041305058e-12 2.424145984517883617e-18
2.383999999999999986e+01 1.944701184104311971e-12 2.326848079519310750e-18
2.400000000000000000e+01 1.953957840511196984e-12 2.180163052738352612e-18
2.416000000000000014e+01 1.971578570383595425e-12 1.995820012272697817e-18
2.432000000000000028e+01 1.997320729114172436e-12 1.766427418485042600e-18
2.448000000000000043e+01 2.021149897761175561e-12 1.713903818771499233e-18
2.464000000000000057e+01 2.049070246672896222e-12 1.713172331658239350e-18
2.480000000000000071e+01 2.081068817126158894e-12 1.755442616256691845e-18
2.496000000000000085e+01 2.117245448779340606e-12 1.842053931115325045e-18
2.512000000000000099e+01 2.147036439834632936e-12 2.098774182263480972e-18
2.528000000000000114e+01 2.177334962771632714e-12 2.457849422773683065e-18
2.544000000000000128e+01 2.207411955027857912e-12 2.910243472829178016e-18
2.560000000000000142e+01 2.237407715806634453e-12 3.461601459887932297e-18
2.576000000000000156e+01 2.259926587973395397e-12 3.924925373265753572e-18
2.592000000000000171e+01 2.279870211252655438e-12 4.414142548327244083e-18
2.607999999999999829e+01 2.296697099321644488e-12 4.926116228812456882e-18
2.623999999999999844e+01 2.310443677258187420e-12 5.465229718156338154e-18
2.639999999999999858e+01 2.318311848543498420e-12 5.831851714408440816e-18
2.655999999999999872e+01 2.322086736159637009e-12 6.142761645498310096e-18
2.671999999999999886e+01 2.321689004837511160e-12 6.400453996432419767e-18
2.687999999999999901e+01 2.317153956173483914e-12 6.609771388832127449e-18
2.703999999999999915e+01 2.308917561143565187e-12 6.612282720999948750e-18
2.719999999999999929e+01 2.296288047037853492e-12 6.493909772094835344e-18
2.735999999999999943e+01 2.279799400422417164e-12 6.263957387157866259e-18
2.751999999999999957e+01 2.259311733179296575e-12 5.922710650183877200e-18
2.767999999999999972e+01 2.236490920899891910e-12 5.640440525183397472e-18
