t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 1.272832147995304780e-10 3.268412729741138050e-16
1.600000000000000033e-01 1.287274141748164518e-10 3.154828599871655077e-16
3.200000000000000067e-01 1.311344131336257015e-10 2.965521716750239678e-16
4.799999999999999822e-01 1.339739694074269972e-10 2.689718056506692682e-16
6.400000000000000133e-01 1.374228304190624623e-10 2.331008960427480644e-16
8.000000000000000444e-01 1.402478719648731741e-10 1.987584032308029524e-16
9.599999999999999645e-01 1.428601354460775069e-10 1.626713404233529717e-16
1.120000000000000107e+00 1.434379472550429522e-10 1.361526632855285521e-16
1.280000000000000027e+00 1.425885319276504422e-10 1.154313865941357194e-16
1.439999999999999947e+00 1.399436136689592581e-10 1.078217572432326891e-16
1.600000000000000089e+00 1.356259510772818269e-10 1.108856929344566261e-16
1.760000000000000009e+00 1.312663360967463796e-10 1.260901634673941936e-16
1.919999999999999929e+00 1.263211714126474177e-10 1.529461789068245107e-16
2.080000000000000071e+00 1.231346488453115200e-10 1.866972587030042102e-16
2.240000000000000213e+00 1.209253711212953218e-10 2.289288963689785222e-16
2.399999999999999911e+00 1.209268975914930503e-10 2.693992603015075531e-16
2.560000000000000053e+00 1.227280418056060094e-10 3.115222943631334736e-16
2.720000000000000195e+00 1.255886564166670585e-10 3.427946126500404593e-16
2.879999999999999893e+00 1.297554572070015678e-10 3.673840104703093894e-16
3.040000000000000036e+00 1.331097487846032511e-10 3.763978172670326223e-16
3.200000000000000178e+00 1.363577629468065635e-10 3.728002565550185087e-16
3.359999999999999876e+00 1.374384163657104130e-10 3.531230284165458369e-16
3.520000000000000018e+00 1.370387368172784269e-10 3.185222328287282879e-16
3.680000000000000160e+00 1.344037157812359009e-10 2.737494964295933586e-16
3.839999999999999858e+00 1.297850227643410010e-10 2.172209436754044601e-16
4.000000000000000000e+00 1.240953673914027996e-10 1.580708642559841509e-16
4.160000000000000142e+00 1.170305131208176263e-10 9.325449493874563202e-17
4.320000000000000284e+00 1.105741130193889603e-10 3.627253487083595986e-17
4.480000000000000426e+00 1.040649493981806369e-10 -1.737524900196541513e-17
4.639999999999999680e+00 9.943770799156202392e-11 -5.642547129737808743e-17
4.799999999999999822e+00 9.604749355474385774e-11 -8.463259381118301202e-17
4.959999999999999964e+00 9.478484290605345828e-11 -9.458115381418677926e-17
5.120000000000000107e+00 9.535291043938210662e-11 -8.874297221596559775e-17
5.280000000000000249e+00 9.727386025810813525e-11 -6.733725970386970295e-17
5.440000000000000391e+00 1.007069709944386288e-10 -3.029094604697995662e-17
5.599999999999999645e+00 1.043168496925829772e-10 1.879688361244095172e-17
5.759999999999999787e+00 1.085486273378059879e-10 8.112592432045547545e-17
5.919999999999999929e+00 1.121950274950597799e-10 1.456039052109872353e-16
6.080000000000000071e+00 1.156584756426941034e-10 2.159282499036015275e-16
6.240000000000000213e+00 1.186086214768029997e-10 2.842356598641742768e-16
6.400000000000000355e+00 1.211555817653595893e-10 3.531472346030712588e-16
6.559999999999999609e+00 1.237973216257419446e-10 4.138846102661918833e-16
6.719999999999999751e+00 1.263678526854891487e-10 4.693739081326670960e-16
