t phi
0.000000000000000000e+00 7.467791971599999634e-01
0.000000000000000000e+00 7.467791971599999634e-01
0.000000000000000000e+00 7.467791971599999634e-01
2.500000000000000000e-01 7.467802084946629781e-01
2.500000000000000000e-01 7.467802084946629781e-01
2.500000000000000000e-01 7.467802084946629781e-01
5.000000000000000000e-01 7.467796666876349576e-01
5.000000000000000000e-01 7.467796666876349576e-01
5.000000000000000000e-01 7.467796666876349576e-01
7.500000000000000000e-01 7.467810085435490075e-01
7.500000000000000000e-01 7.467810085435490075e-01
7.500000000000000000e-01 7.467810085435490075e-01
1.000000000000000000e+00 7.467829444507919634e-01
1.000000000000000000e+00 7.467829444507919634e-01
1.000000000000000000e+00 7.467829444507919634e-01
1.250000000000000000e+00 7.467813529236539960e-01
1.250000000000000000e+00 7.467813529236539960e-01
1.250000000000000000e+00 7.467813529236539960e-01
1.500000000000000000e+00 7.467802442325379708e-01
1.500000000000000000e+00 7.467802442325379708e-01
1.500000000000000000e+00 7.467802442325379708e-01
1.750000000000000000e+00 7.467836269131400417e-01
1.750000000000000000e+00 7.467836269131400417e-01
1.750000000000000000e+00 7.467836269131400417e-01
2.000000000000000000e+00 7.467859995011859597e-01
2.000000000000000000e+00 7.467859995011859597e-01
2.000000000000000000e+00 7.467859995011859597e-01
2.250000000000000000e+00 7.467822507656289854e-01
2.250000000000000000e+00 7.467822507656289854e-01
2.250000000000000000e+00 7.467822507656289854e-01
2.500000000000000000e+00 7.467785407035369971e-01
2.500000000000000000e+00 7.467785407035369971e-01
2.500000000000000000e+00 7.467785407035369971e-01
2.750000000000000000e+00 7.467804982501320410e-01
2.750000000000000000e+00 7.467804982501320410e-01
2.750000000000000000e+00 7.467804982501320410e-01
3.000000000000000000e+00 7.467831293436749673e-01
3.000000000000000000e+00 7.467831293436749673e-01
3.000000000000000000e+00 7.467831293436749673e-01
3.250000000000000000e+00 7.467817725553640429e-01
3.250000000000000000e+00 7.467817725553640429e-01
3.250000000000000000e+00 7.467817725553640429e-01
3.500000000000000000e+00 7.467796381441880182e-01
3.500000000000000000e+00 7.467796381441880182e-01
3.500000000000000000e+00 7.467796381441880182e-01
3.750000000000000000e+00 7.467804828300109721e-01
3.750000000000000000e+00 7.467804828300109721e-01
3.750000000000000000e+00 7.467804828300109721e-01
4.000000000000000000e+00 7.467832740746119802e-01
4.000000000000000000e+00 7.467832740746119802e-01
4.000000000000000000e+00 7.467832740746119802e-01
4.250000000000000000e+00 7.467849494149659817e-01
4.250000000000000000e+00 7.467849494149659817e-01
4.250000000000000000e+00 7.467849494149659817e-01
4.500000000000000000e+00 7.467849320673359825e-01
4.500000000000000000e+00 7.467849320673359825e-01
4.500000000000000000e+00 7.467849320673359825e-01
4.750000000000000000e+00 7.467849856790490515e-01
4.750000000000000000e+00 7.467849856790490515e-01
4.750000000000000000e+00 7.467849856790490515e-01
5.000000000000000000e+00 7.467845209403449758e-01
5.000000000000000000e+00 7.467845209403449758e-01
5.000000000000000000e+00 7.467845209403449758e-01
5.250000000000000000e+00 7.467816212966810197e-01
5.250000000000000000e+00 7.467816212966810197e-01
5.250000000000000000e+00 7.467816212966810197e-01
5.500000000000000000e+00 7.467789606752800458e-01
5.500000000000000000e+00 7.467789606752800458e-01
5.500000000000000000e+00 7.467789606752800458e-01
5.750000000000000000e+00 7.467806934880379943e-01
5.750000000000000000e+00 7.467806934880379943e-01
5.750000000000000000e+00 7.467806934880379943e-01
6.000000000000000000e+00 7.467846442298420317e-01
6.000000000000000000e+00 7.467846442298420317e-01
6.000000000000000000e+00 7.467846442298420317e-01
6.250000000000000000e+00 7.467854284296480127e-01
6.250000000000000000e+00 7.467854284296480127e-01
6.250000000000000000e+00 7.467854284296480127e-01
6.500000000000000000e+00 7.467828512304329758e-01
6.500000000000000000e+00 7.467828512304329758e-01
6.500000000000000000e+00 7.467828512304329758e-01
6.750000000000000000e+00 7.467809735964460183e-01
6.750000000000000000e+00 7.467809735964460183e-01
6.750000000000000000e+00 7.467809735964460183e-01
7.000000000000000000e+00 7.467813789272349512e-01
7.000000000000000000e+00 7.467813789272349512e-01
7.000000000000000000e+00 7.467813789272349512e-01
7.250000000000000000e+00 7.467820539113020351e-01
7.250000000000000000e+00 7.467820539113020351e-01
7.250000000000000000e+00 7.467820539113020351e-01
7.500000000000000000e+00 7.467815784270950275e-01
7.500000000000000000e+00 7.467815784270950275e-01
7.500000000000000000e+00 7.467815784270950275e-01
7.750000000000000000e+00 7.467809212319469481e-01
7.750000000000000000e+00 7.467809212319469481e-01
7.750000000000000000e+00 7.467809212319469481e-01
8.000000000000000000e+00 7.467809135908549667e-01
8.000000000000000000e+00 7.467809135908549667e-01
8.000000000000000000e+00 7.467809135908549667e-01
8.250000000000000000e+00 7.467804748141639859e-01
8.250000000000000000e+00 7.467804748141639859e-01
8.250000000000000000e+00 7.467804748141639859e-01
8.500000000000000000e+00 7.467787227895299473e-01
8.500000000000000000e+00 7.467787227895299473e-01
8.500000000000000000e+00 7.467787227895299473e-01
8.750000000000000000e+00 7.467770312610539918e-01
8.750000000000000000e+00 7.467770312610539918e-01
8.750000000000000000e+00 7.467770312610539918e-01
9.000000000000000000e+00 7.467769477205550288e-01
9.000000000000000000e+00 7.467769477205550288e-01
9.000000000000000000e+00 7.467769477205550288e-01
9.250000000000000000e+00 7.467776524444029729e-01
9.250000000000000000e+00 7.467776524444029729e-01
9.250000000000000000e+00 7.467776524444029729e-01
9.500000000000000000e+00 7.467776043268620212e-01
9.500000000000000000e+00 7.467776043268620212e-01
