t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 4.971306268696150356e-11 1.662443170730828030e-16
1.600000000000000033e-01 4.973001452179521821e-11 1.650916504083039869e-16
3.200000000000000067e-01 4.976344334104804155e-11 1.634645516714684054e-16
4.799999999999999822e-01 4.973525235853987271e-11 1.614772743105796568e-16
6.400000000000000133e-01 4.946841116161083730e-11 1.591855803750765256e-16
8.000000000000000444e-01 4.950497523331184263e-11 1.551251964423098135e-16
9.599999999999999645e-01 4.965868433548753407e-11 1.501534451474261522e-16
1.120000000000000107e+00 4.975340205778713039e-11 1.439779047025956987e-16
1.280000000000000027e+00 4.962125274861042704e-11 1.367569699875810918e-16
1.439999999999999947e+00 4.961524519813576180e-11 1.302077411100739107e-16
1.600000000000000089e+00 4.961247081642239979e-11 1.233007226912999231e-16
1.760000000000000009e+00 4.974988342407240339e-11 1.157768725161306780e-16
1.919999999999999929e+00 4.981962436685750165e-11 1.077752295301524791e-16
2.080000000000000071e+00 4.992618823925253675e-11 1.019017117446119066e-16
2.240000000000000213e+00 5.003731377026616847e-11 9.670282105892600248e-17
2.399999999999999911e+00 5.021602487468170582e-11 9.204609701081243769e-17
2.560000000000000053e+00 4.995191915310953084e-11 8.794258443635530442e-17
2.720000000000000195e+00 5.013216180951292576e-11 8.684560899483541680e-17
2.879999999999999893e+00 5.046824826903245306e-11 8.740192424896016685e-17
3.040000000000000036e+00 5.069953013681988369e-11 8.923358306330606615e-17
3.200000000000000178e+00 5.019823385387574674e-11 9.228605182194618306e-17
3.359999999999999876e+00 5.024857731407705377e-11 9.729402804834529007e-17
3.520000000000000018e+00 5.042638577235856588e-11 1.037790637095647680e-16
3.680000000000000160e+00 5.042089464396597905e-11 1.123581129093726961e-16
3.839999999999999858e+00 4.960607679112574221e-11 1.225119079121671958e-16
4.000000000000000000e+00 4.940616542038111341e-11 1.342211665988150656e-16
4.160000000000000142e+00 4.934312064045808819e-11 1.476281298553827265e-16
4.320000000000000284e+00 4.921792866140330242e-11 1.622578994618294578e-16
4.480000000000000426e+00 4.869532724522696056e-11 1.782053090851118815e-16
4.639999999999999680e+00 4.849248623133172684e-11 1.933495874731634712e-16
4.799999999999999822e+00 4.836362469014824998e-11 2.089854360214214175e-16
4.959999999999999964e+00 4.830548950669487323e-11 2.257392688015232465e-16
5.120000000000000107e+00 4.841469090833289560e-11 2.433048976159252154e-16
5.280000000000000249e+00 4.835716248906263195e-11 2.585245974165437608e-16
5.440000000000000391e+00 4.824062052894258997e-11 2.731935319531555688e-16
5.599999999999999645e+00 4.825367452660095203e-11 2.873955549302357128e-16
5.759999999999999787e+00 4.850508804201406450e-11 3.008426449076351269e-16
5.919999999999999929e+00 4.862395800232815113e-11 3.110762231679617670e-16
6.080000000000000071e+00 4.873563652523080777e-11 3.196854689071533211e-16
6.240000000000000213e+00 4.894093514890137460e-11 3.265372554732304372e-16
6.400000000000000355e+00 4.894071414482972187e-11 3.312705220017463917e-16
6.559999999999999609e+00 4.922346030406078769e-11 3.330198418091801229e-16
6.719999999999999751e+00 4.963008814587333321e-11 3.325534768449888865e-16
6.879999999999999893e+00 5.004260724628163593e-11 3.297466625318422159e-16
7.040000000000000036e+00 4.996885423121159961e-11 3.244373798807321501e-16
7.200000000000000178e+00 5.025794217385497671e-11 3.171172716648118199e-16
7.360000000000000320e+00 5.062837665412106761e-11 3.076234949933764468e-16
7.519999999999999574e+00 5.089408881755272070e-11 2.956546011514166856e-16
7.679999999999999716e+00 5.069588944508192059e-11 2.809739872992521362e-16
7.839999999999999858e+00 5.071250954235683307e-11 2.650104508338831780e-16
8.000000000000000000e+00 5.071637538618327446e-11 2.469750902154022847e-16
8.160000000000000142e+00 5.057300320870320153e-11 2.272222757595348107e-16
8.320000000000000284e+00 4.984549195130600651e-11 2.052244122076382672e-16
8.480000000000000426e+00 4.948036085925671963e-11 1.846198195989764828e-16
8.640000000000000568e+00 4.916041960327330679e-11 1.634411892475882719e-16
8.800000000000000711e+00 4.881180159261792052e-11 1.419177993995451344e-16
8.960000000000000853e+00 4.793256884195326873e-11 1.195465387815649596e-16
9.119999999999999218e+00 4.751826086050852553e-11 1.002477537083233070e-16
9.279999999999999361e+00 4.723730022520139061e-11 8.178737325554360997e-17
9.439999999999999503e+00 4.705526246960477563e-11 6.385368377282877876e-17
9.599999999999999645e+00 4.682152581687763319e-11 4.620735707734993853e-17
9.759999999999999787e+00 4.675381680077519725e-11 3.248804934822845093e-17
9.919999999999999929e+00 4.678165040131898000e-11 2.058649119504318444e-17
1.008000000000000007e+01 4.686110985225413780e-11 1.006638555486708555e-17
1.024000000000000021e+01 4.701571700108355390e-11 8.743411999247079970e-19
1.040000000000000036e+01 4.718821175577717554e-11 -4.270063267083171112e-18
1.056000000000000050e+01 4.739958570891090889e-11 -6.787650871557423726e-18
1.072000000000000064e+01 4.762382589469206713e-11 -6.087596034448734797e-18
1.088000000000000078e+01 4.752912200870491280e-11 -2.914587588843388513e-18
1.103999999999999915e+01 4.776971298844609886e-11 4.487312816620521724e-18
1.119999999999999929e+01 4.812709907197145858e-11 1.540178261952808499e-17
1.135999999999999943e+01 4.852584860164260022e-11 2.929289185616589107e-17
1.151999999999999957e+01 4.838718010126814974e-11 4.537725479917316978e-17
1.167999999999999972e+01 4.874446695378590838e-11 6.408378914257043564e-17
1.183999999999999986e+01 4.924966221159093624e-11 8.564383692358902138e-17
1.200000000000000000e+01 4.972196447537062989e-11 1.089881351001252090e-16
1.216000000000000014e+01 4.971946798403544694e-11 1.338147079814079777e-16
1.232000000000000028e+01 5.001167972938449331e-11 1.572906387764242483e-16
1.248000000000000043e+01 5.033680893495759662e-11 1.812449417596608791e-16
1.264000000000000057e+01 5.055078694014663058e-11 2.068915740545604926e-16
1.280000000000000071e+01 5.052009321732950420e-11 2.336151741611793195e-16
1.296000000000000085e+01 5.048797067384783170e-11 2.577707756488219271e-16
1.311999999999999922e+01 5.037025053342317176e-11 2.815182169645281818e-16
1.327999999999999936e+01 5.017762217339239675e-11 3.055343014752232608e-16
1.343999999999999950e+01 4.992604341778252154e-11 3.290775576850996647e-16
1.359999999999999964e+01 4.963783500010624747e-11 3.489545557433778958e-16
1.375999999999999979e+01 4.930872657378972622e-11 3.671681570365433257e-16
1.391999999999999993e+01 4.907230800329432373e-11 3.837494136163160129e-16
1.408000000000000007e+01 4.861854159475329745e-11 3.983629424964347838e-16
1.424000000000000021e+01 4.850936176275019166e-11 4.088063852119589289e-16
1.440000000000000036e+01 4.856674914524163620e-11 4.163849260992511699e-16
1.456000000000000050e+01 4.877123951433178765e-11 4.217312293740816941e-16
1.472000000000000064e+01 4.864610521155258726e-11 4.235484199968632801e-16
1.488000000000000078e+01 4.888731972495006703e-11 4.232584604747507218e-16
1.503999999999999915e+01 4.927169584642544540e-11 4.205251867288945103e-16
1.519999999999999929e+01 4.961909048431626204e-11 4.152109079513458602e-16
1.535999999999999943e+01 4.969873142585397415e-11 4.061827764126652076e-16
1.551999999999999957e+01 4.989756886647288260e-11 3.961823420932091648e-16
1.567999999999999972e+01 5.008623490597710970e-11 3.839585119944932508e-16
1.583999999999999986e+01 5.017536081024717041e-11 3.686164317404647167e-16
1.600000000000000000e+01 4.985846848305435944e-11 3.504514466753252936e-16
1.616000000000000014e+01 4.984098115356574802e-11 3.328094901404714471e-16
1.632000000000000028e+01 4.987657961111727803e-11 3.138316530680210321e-16
1.648000000000000043e+01 4.987154407972408512e-11 2.940622045080386674e-16
1.664000000000000057e+01 4.938327180551230262e-11 2.740183541582190156e-16
1.680000000000000071e+01 4.925523127174129034e-11 2.553635427471145984e-16
1.696000000000000085e+01 4.919424848693746777e-11 2.367500768112538141e-16
1.712000000000000099e+01 4.913659514182970293e-11 2.184048688733008528e-16
1.728000000000000114e+01 4.887938845464868164e-11 2.000955275680017368e-16
1.744000000000000128e+01 4.876934631698862641e-11 1.846358288085902429e-16
1.760000000000000142e+01 4.869178105772931231e-11 1.703484653552752454e-16
1.776000000000000156e+01 4.871669326265677128e-11 1.567156503422693719e-16
1.792000000000000171e+01 4.871336466682440231e-11 1.430175874132018025e-16
1.807999999999999829e+01 4.885799715618088942e-11 1.328999822628836746e-16
1.823999999999999844e+01 4.910848154928828506e-11 1.247202521242712327e-16
1.839999999999999858e+01 4.944092990471994083e-11 1.178747972271689104e-16
1.855999999999999872e+01 4.949178049088131487e-11 1.133007936480605757e-16
1.871999999999999886e+01 4.978258638483402653e-11 1.100613067937095295e-16
1.887999999999999901e+01 5.015755950841270583e-11 1.084066836284793435e-16
1.903999999999999915e+01 5.048638456346112390e-11 1.085237087235529664e-16
1.919999999999999929e+01 5.034464731842420900e-11 1.105772758881572548e-16
1.935999999999999943e+01 5.043152795122757370e-11 1.136152418657604460e-16
1.951999999999999957e+01 5.051371026304607592e-11 1.182044520264949584e-16
1.967999999999999972e+01 5.050851394278461205e-11 1.243558202483960796e-16
1.983999999999999986e+01 5.015664324328874491e-11 1.312363144901174973e-16
2.000000000000000000e+01 4.999096345894741119e-11 1.388654137267922681e-16
2.016000000000000014e+01 4.981048481637656939e-11 1.476718090210818799e-16
2.032000000000000028e+01 4.951862507357402725e-11 1.569534226010934780e-16
2.048000000000000043e+01 4.895136966291126534e-11 1.671728372619715458e-16
2.064000000000000057e+01 4.861903283795835530e-11 1.764645727608308945e-16
2.080000000000000071e+01 4.832330027090639346e-11 1.859532547143061098e-16
2.096000000000000085e+01 4.801420983935676031e-11 1.952920673083724349e-16
2.112000000000000099e+01 4.749250472352283611e-11 2.052253361728273257e-16
2.128000000000000114e+01 4.732755273084410350e-11 2.131493170792787827e-16
2.144000000000000128e+01 4.732267943025464155e-11 2.203761588242937564e-16
2.160000000000000142e+01 4.751415310609325394e-11 2.267834822097917037e-16
2.176000000000000156e+01 4.768649484461881840e-11 2.327176233704819243e-16
2.192000000000000171e+01 4.808031882254154427e-11 2.373039175724539309e-16
2.207999999999999829e+01 4.863853959851297790e-11 2.409592908867851226e-16
2.223999999999999844e+01 4.924076743820040887e-11 2.432030989005939135e-16
2.239999999999999858e+01 4.963594787669392084e-11 2.444871848144926714e-16
2.255999999999999872e+01 5.002321471008444637e-11 2.454891527983190183e-16
2.271999999999999886e+01 5.037046907211959213e-11 2.459077983279038387e-16
2.287999999999999901e+01 5.055183265384749390e-11 2.455690229295904695e-16
2.303999999999999915e+01 5.012788494919209767e-11 2.449594673451374218e-16
2.319999999999999929e+01 4.994556919834913566e-11 2.449478997470828120e-16
2.335999999999999943e+01 4.973836606604313524e-11 2.449110888165735703e-16
2.351999999999999957e+01 4.956666127753755332e-11 2.444789556453063362e-16
2.367999999999999972e+01 4.898250170100277708e-11 2.447225567672607242e-16
2.383999999999999986e+01 4.883134653239146173e-11 2.455905478923895837e-16
2.400000000000000000e+01 4.881594652309067755e-11 2.466661342826806719e-16
2.416000000000000014e+01 4.884144710271586781e-11 2.480094918750674512e-16
2.432000000000000028e+01 4.874220426667062535e-11 2.503879627295742850e-16
2.448000000000000043e+01 4.882412713070493811e-11 2.538610869717182902e-16
2.464000000000000057e+01 4.895405053715969809e-11 2.580793914419368653e-16
2.480000000000000071e+01 4.894645870182509394e-11 2.639315297915720053e-16
2.496000000000000085e+01 4.865822775873667140e-11 2.712828472967166312e-16
2.512000000000000099e+01 4.856104627766172709e-11 2.797767565748301668e-16
2.528000000000000114e+01 4.847846199971379001e-11 2.894953622431095834e-16
2.544000000000000128e+01 4.842284105511239895e-11 2.997923084245416922e-16
2.560000000000000142e+01 4.814521949971296148e-11 3.112889658444168434e-16
2.576000000000000156e+01 4.808776158647162181e-11 3.224094286036098997e-16
2.592000000000000171e+01 4.810938368030349074e-11 3.339666178684047964e-16
2.607999999999999829e+01 4.824486069040782386e-11 3.453686942487859211e-16
2.623999999999999844e+01 4.835346466345244607e-11 3.578194011182204641e-16
2.639999999999999858e+01 4.844418850010083903e-11 3.677130789779749357e-16
2.655999999999999872e+01 4.853456887729103929e-11 3.768405107100993391e-16
2.671999999999999886e+01 4.858120334413477908e-11 3.854669583852724633e-16
2.687999999999999901e+01 4.833356803915101502e-11 3.946134884033053743e-16
2.703999999999999915e+01 4.823731138341476878e-11 4.004184279559392129e-16
2.719999999999999929e+01 4.815645258954323419e-11 4.048513162968273958e-16
2.735999999999999943e+01 4.799355710386157199e-11 4.083602074227176197e-16
2.751999999999999957e+01 4.729680526175131226e-11 4.123219009714947927e-16
2.767999999999999972e+01 4.704609081789485740e-11 4.130420172342612429e-16
2.783999999999999986e+01 4.690875849589374628e-11 4.122362740888052074e-16
2.800000000000000000e+01 4.677899977411336656e-11 4.093434134754811265e-16
2.816000000000000014e+01 4.635463599624138277e-11 4.052424702248898995e-16
2.832000000000000028e+01 4.629180458143803852e-11 3.976307530727524869e-16
2.848000000000000043e+01 4.635659703058885035e-11 3.874162756674306313e-16
2.864000000000000057e+01 4.656754084019738729e-11 3.748122670283504249e-16
2.880000000000000071e+01 4.671574188412232843e-11 3.598654399463247708e-16
2.896000000000000085e+01 4.716662716399190557e-11 3.430546387500845325e-16
2.912000000000000099e+01 4.779193058988264432e-11 3.238945636419063247e-16
2.928000000000000114e+01 4.858835348458234198e-11 3.025208969737395693e-16
2.944000000000000128e+01 4.925836855921418763e-11 2.798527737382962576e-16
2.960000000000000142e+01 5.014273371791746762e-11 2.571356005984639287e-16
2.976000000000000156e+01 5.113862928700524236e-11 2.332802559626686264e-16
2.992000000000000171e+01 5.207890740544843714e-11 2.090656384220798988e-16
3.007999999999999829e+01 5.274810117549716670e-11 1.854333324963167879e-16
3.023999999999999844e+01 5.334290431112004069e-11 1.647127088340901799e-16
3.039999999999999858e+01 5.381760169340420052e-11 1.451561981817740928e-16
3.055999999999999872e+01 5.403670142152280390e-11 1.266677811093029356e-16
3.071999999999999886e+01 5.377525521769593469e-11 1.098341352045563382e-16
3.087999999999999901e+01 5.349614458643576319e-11 9.663876438459145566e-17
3.103999999999999915e+01 5.305719973073730573e-11 8.547459539450669845e-17
3.119999999999999929e+01 5.241032167409078203e-11 7.633531486151406726e-17
3.135999999999999943e+01 5.115835368505106002e-11 7.004933571456350347e-17
3.151999999999999957e+01 5.024522991795600730e-11 6.715043739292774828e-17
3.167999999999999972e+01 4.934937268889242418e-11 6.684078020885272427e-17
3.183999999999999986e+01 4.848395746042379270e-11 6.897298663291090841e-17
3.200000000000000000e+01 4.747019101851493781e-11 7.515628819307678587e-17
3.215999999999999659e+01 4.678020654310688128e-11 8.354474603659078416e-17
