t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 1.261856173036580117e-11 3.212031059929208124e-17
1.600000000000000033e-01 1.260823648254160879e-11 3.163782111432927227e-17
3.200000000000000067e-01 1.259378113558759794e-11 3.096233583558035451e-17
4.799999999999999822e-01 1.257519568950400933e-11 3.009385476285360397e-17
6.400000000000000133e-01 1.255248014429053439e-11 2.903237789601159861e-17
8.000000000000000444e-01 1.254072609322864315e-11 2.749740438971856574e-17
9.599999999999999645e-01 1.253087858034926716e-11 2.565723475126886784e-17
1.120000000000000107e+00 1.252293760565279254e-11 2.351186898068604745e-17
1.280000000000000027e+00 1.251690316913900604e-11 2.106130707789040191e-17
1.439999999999999947e+00 1.255810517082357209e-11 1.896570750694915827e-17
1.600000000000000089e+00 1.261934567069728622e-11 1.682897518933386823e-17
1.760000000000000009e+00 1.270062466875994164e-11 1.465111012516631835e-17
1.919999999999999929e+00 1.280194216501159813e-11 1.243211231431836497e-17
2.080000000000000071e+00 1.291191926204815719e-11 1.056357936030937812e-17
2.240000000000000213e+00 1.303738329831184495e-11 8.810552701112227700e-18
2.399999999999999911e+00 1.317833427380328179e-11 7.173032336647573113e-18
2.560000000000000053e+00 1.333477218852178272e-11 5.651018266930805616e-18
2.720000000000000195e+00 1.343609351225193544e-11 4.583482317476484127e-18
2.879999999999999893e+00 1.352466036312316635e-11 3.767041393560413834e-18
3.040000000000000036e+00 1.360047274113548027e-11 3.201695494402354680e-18
3.200000000000000178e+00 1.366353064628893215e-11 2.887444620152724103e-18
3.359999999999999876e+00 1.365780922561122740e-11 3.122900946835645716e-18
3.520000000000000018e+00 1.361692339088602227e-11 3.728897168925000391e-18
3.680000000000000160e+00 1.354087314211310512e-11 4.705433286360337041e-18
3.839999999999999858e+00 1.342965847929241456e-11 6.052509299290171441e-18
4.000000000000000000e+00 1.330616594627376351e-11 7.557275478730329613e-18
4.160000000000000142e+00 1.315666361674784292e-11 9.347441662400604203e-18
4.320000000000000284e+00 1.298115149071384823e-11 1.142300784991211375e-17
4.480000000000000426e+00 1.277962956817213649e-11 1.378397404150730664e-17
4.639999999999999680e+00 1.263649697534872044e-11 1.648885126658816833e-17
4.799999999999999822e+00 1.250111423650814527e-11 1.950253290747257860e-17
4.959999999999999964e+00 1.237348135165005556e-11 2.282501896417075567e-17
5.120000000000000107e+00 1.225359832077489719e-11 2.645630943666782520e-17
5.280000000000000249e+00 1.220768579946180840e-11 2.987196624274396122e-17
5.440000000000000391e+00 1.219601139436326360e-11 3.338665223161004866e-17
5.599999999999999645e+00 1.221857510547938233e-11 3.700036740339832343e-17
5.759999999999999787e+00 1.227537693280969609e-11 4.071311175812111762e-17
5.919999999999999929e+00 1.235562413804383347e-11 4.367362935445857599e-17
6.080000000000000071e+00 1.246579236416793911e-11 4.639267375715837015e-17
6.240000000000000213e+00 1.260588161118221336e-11 4.887024496633521773e-17
6.400000000000000355e+00 1.277589187908679191e-11 5.110634298172504138e-17
6.559999999999999609e+00 1.290543193521679145e-11 5.276367294418206509e-17
6.719999999999999751e+00 1.303673651917113616e-11 5.404461176918197085e-17
6.879999999999999893e+00 1.316980563095005545e-11 5.494915945673975934e-17
7.040000000000000036e+00 1.330463927055310664e-11 5.547731600690206581e-17
7.200000000000000178e+00 1.338001779991672670e-11 5.541551902897820820e-17
7.360000000000000320e+00 1.343267300187925022e-11 5.489190595740502403e-17
7.519999999999999574e+00 1.346260487644027977e-11 5.390647679212590638e-17
7.679999999999999716e+00 1.346981342360006254e-11 5.245923153311786119e-17
7.839999999999999858e+00 1.345168439099099097e-11 5.093356580460549195e-17
8.000000000000000000e+00 1.340978633003331391e-11 4.909944223217081510e-17
8.160000000000000142e+00 1.334411924072745948e-11 4.695686081546982564e-17
8.320000000000000284e+00 1.325468312307298018e-11 4.450582155480865093e-17
8.480000000000000426e+00 1.318581357112156132e-11 4.203528382208708931e-17
8.640000000000000568e+00 1.311090922844217265e-11 3.937187199379087332e-17
8.800000000000000711e+00 1.302997009503506296e-11 3.651558607044675251e-17
8.960000000000000853e+00 1.294299617089978636e-11 3.346642605170078716e-17
9.119999999999999218e+00 1.289113538555552143e-11 3.041132308211646712e-17
9.279999999999999361e+00 1.284969898129077912e-11 2.723811847550016596e-17
9.439999999999999503e+00 1.281868695810557719e-11 2.394681223126330409e-17
9.599999999999999645e+00 1.279809931599993180e-11 2.053740434962132374e-17
9.759999999999999787e+00 1.279168449662500298e-11 1.752051391588810755e-17
9.919999999999999929e+00 1.279719343499026080e-11 1.458976947890113647e-17
1.008000000000000007e+01 1.281462613109539021e-11 1.174517103870431709e-17
1.024000000000000021e+01 1.284398258494043646e-11 8.986718595090320740e-18
1.040000000000000036e+01 1.286156969588376946e-11 6.666311274640927811e-18
1.056000000000000050e+01 1.288160332430993009e-11 4.572809601367608686e-18
1.072000000000000064e+01 1.290408347021944826e-11 2.706213575291328270e-18
1.088000000000000078e+01 1.292901013361202831e-11 1.066523196527545099e-18
1.103999999999999915e+01 1.293880298881733709e-11 -1.206182364388896877e-19
1.119999999999999929e+01 1.294401023123774640e-11 -9.905967024436241343e-19
1.135999999999999943e+01 1.294463186087332248e-11 -1.543412201937003062e-18
1.151999999999999957e+01 1.294066787772368888e-11 -1.779064734666935530e-18
1.167999999999999972e+01 1.293783753220933697e-11 -1.438371761126285750e-18
1.183999999999999986e+01 1.293270927407807178e-11 -6.768428046965789004e-19
1.200000000000000000e+01 1.292528310332990785e-11 5.055221341400458879e-19
1.216000000000000014e+01 1.291555901996485810e-11 2.108723055612455633e-18
1.232000000000000028e+01 1.291827282388454983e-11 3.710888135675301656e-18
1.248000000000000043e+01 1.292458303514805449e-11 5.565140468940537822e-18
1.264000000000000057e+01 1.293448965375525897e-11 7.671480055077581336e-18
1.280000000000000071e+01 1.294799267970643794e-11 1.002990689426397983e-17
1.296000000000000085e+01 1.296489538316698115e-11 1.220403145557176361e-17
1.311999999999999922e+01 1.298531580203764054e-11 1.445568745752573359e-17
1.327999999999999936e+01 1.300925393631832401e-11 1.678487490014024794e-17
1.343999999999999950e+01 1.303670978600896047e-11 1.919159378340243223e-17
1.359999999999999964e+01 1.304923078953265274e-11 2.145596780413669091e-17
1.375999999999999979e+01 1.305788848383547775e-11 2.370992274419869663e-17
1.391999999999999993e+01 1.306268286891746133e-11 2.595345860357939906e-17
1.408000000000000007e+01 1.306361394477862289e-11 2.818657538233255167e-17
1.424000000000000021e+01 1.304553254967677666e-11 2.987925212013986710e-17
1.440000000000000036e+01 1.301752818065736238e-11 3.134950139320793290e-17
1.456000000000000050e+01 1.297960083772011024e-11 3.259732320143623709e-17
1.472000000000000064e+01 1.293175052086524482e-11 3.362271754491318141e-17
1.488000000000000078e+01 1.288343944805522080e-11 3.483085161097807675e-17
1.503999999999999915e+01 1.282899028851284390e-11 3.597862508714959557e-17
1.519999999999999929e+01 1.276840304223766659e-11 3.706603797345510764e-17
1.535999999999999943e+01 1.270167770923008471e-11 3.809309027008388411e-17
1.551999999999999957e+01 1.265850576327960271e-11 3.876770653311716783e-17
1.567999999999999972e+01 1.262107232011269078e-11 3.926513202879418004e-17
1.583999999999999986e+01 1.258937737972886102e-11 3.958536675714269729e-17
1.600000000000000000e+01 1.256342094212858195e-11 3.972841071818192339e-17
1.616000000000000014e+01 1.256558112875906181e-11 4.000873706212226397e-17
1.632000000000000028e+01 1.258243106675205968e-11 4.023766189883461604e-17
1.648000000000000043e+01 1.261397075610713934e-11 4.041518522829481456e-17
1.664000000000000057e+01 1.266020019682475799e-11 4.054130705055671778e-17
1.680000000000000071e+01 1.271321115601505503e-11 4.036193163167767320e-17
1.696000000000000085e+01 1.277774857341205086e-11 4.002951641214874557e-17
1.712000000000000099e+01 1.285381244901534966e-11 3.954406139185360257e-17
1.728000000000000114e+01 1.294140278282510007e-11 3.890556657088805382e-17
1.744000000000000128e+01 1.300754178943580009e-11 3.860768750459471785e-17
1.760000000000000142e+01 1.307201614009103913e-11 3.835423085985313547e-17
1.776000000000000156e+01 1.313482583479027597e-11 3.814519663657067717e-17
1.792000000000000171e+01 1.319597087353415039e-11 3.798058483472135365e-17
1.807999999999999829e+01 1.322624564936950261e-11 3.789255889968930212e-17
1.823999999999999844e+01 1.324317352646828761e-11 3.786182076416934253e-17
1.839999999999999858e+01 1.324675450483074129e-11 3.788837042829680150e-17
1.855999999999999872e+01 1.323698858445619155e-11 3.797220789200047200e-17
1.871999999999999886e+01 1.321366789924177081e-11 3.811921033922521869e-17
1.887999999999999901e+01 1.317691716884978446e-11 3.832585145972190709e-17
1.903999999999999915e+01 1.312673639327994493e-11 3.859213125340474244e-17
1.919999999999999929e+01 1.306312557253191779e-11 3.891804972019822210e-17
1.935999999999999943e+01 1.301393150225968307e-11 3.958682084521338023e-17
1.951999999999999957e+01 1.296244610507069444e-11 4.042851623736561646e-17
1.967999999999999972e+01 1.290866938096518452e-11 4.144313589677087487e-17
1.983999999999999986e+01 1.285260132994308063e-11 4.263067982322426115e-17
2.000000000000000000e+01 1.282566476881443711e-11 4.384259320205935611e-17
2.016000000000000014e+01 1.280900600749315965e-11 4.516800892166954082e-17
2.032000000000000028e+01 1.280262504597945664e-11 4.660692698261218249e-17
2.048000000000000043e+01 1.280652188427312130e-11 4.815934738476751601e-17
2.064000000000000057e+01 1.283041833311946031e-11 4.922180406092646625e-17
2.080000000000000071e+01 1.286848130607141407e-11 5.015637665131376046e-17
2.096000000000000085e+01 1.292071080312915705e-11 5.096306515614120781e-17
2.112000000000000099e+01 1.298710682429219973e-11 5.164186957524306738e-17
2.128000000000000114e+01 1.305006000099100138e-11 5.193052800342202446e-17
2.144000000000000128e+01 1.312013595436764445e-11 5.198639758405492583e-17
2.160000000000000142e+01 1.319733468442170566e-11 5.180947831682963524e-17
2.176000000000000156e+01 1.328165619115362930e-11 5.139977020188494908e-17
2.192000000000000171e+01 1.334365945044287787e-11 5.075987114873664615e-17
2.207999999999999829e+01 1.340100907676173510e-11 4.988822241150891922e-17
2.223999999999999844e+01 1.345370507011041909e-11 4.878482399045839460e-17
2.239999999999999858e+01 1.350174743048847587e-11 4.744967588532628278e-17
2.255999999999999872e+01 1.352551449311678573e-11 4.573848772132312953e-17
2.271999999999999886e+01 1.353677925686299594e-11 4.373783372342983825e-17
2.287999999999999901e+01 1.353554172172710974e-11 4.144771389171122493e-17
2.303999999999999915e+01 1.352180188770882178e-11 3.886812822597533755e-17
2.319999999999999929e+01 1.349729385569094318e-11 3.663929141428647157e-17
2.335999999999999943e+01 1.346097716514367029e-11 3.437707464398067024e-17
2.351999999999999957e+01 1.341285181606723899e-11 3.208147791492124491e-17
2.367999999999999972e+01 1.335291780846146511e-11 2.975250122720705587e-17
2.383999999999999986e+01 1.330022441117124276e-11 2.750678886737711431e-17
2.400000000000000000e+01 1.324334206288953984e-11 2.527435426348321185e-17
2.416000000000000014e+01 1.318227076361665522e-11 2.305519741554039849e-17
2.432000000000000028e+01 1.311701051335218663e-11 2.084931832356523721e-17
2.448000000000000043e+01 1.307024408451355062e-11 1.902203409430508694e-17
2.464000000000000057e+01 1.302836181365060810e-11 1.735415446382016834e-17
2.480000000000000071e+01 1.299136370076324598e-11 1.584567943187493554e-17
2.496000000000000085e+01 1.295924974585117506e-11 1.449660899868897846e-17
2.512000000000000099e+01 1.294512479567752371e-11 1.357062065658699847e-17
2.528000000000000114e+01 1.294112594218435964e-11 1.290950791013642897e-17
2.544000000000000128e+01 1.294725318537183635e-11 1.251327075928135484e-17
2.560000000000000142e+01 1.296350652523998292e-11 1.238190920414348252e-17
2.576000000000000156e+01 1.298792543957377266e-11 1.234177787450361148e-17
2.592000000000000171e+01 1.302168624170234113e-11 1.249706399246339103e-17
2.607999999999999829e+01 1.306478893162569802e-11 1.284776755799752213e-17
2.623999999999999844e+01 1.311723350934366240e-11 1.339388857107906028e-17
2.639999999999999858e+01 1.316576344613025059e-11 1.415659519423728407e-17
2.655999999999999872e+01 1.321833265922105020e-11 1.512318653018247864e-17
2.671999999999999886e+01 1.327494114861631650e-11 1.629366257863397129e-17
2.687999999999999901e+01 1.333558891431584593e-11 1.766802333972354186e-17
2.703999999999999915e+01 1.338516003680772082e-11 1.947821204469102757e-17
2.719999999999999929e+01 1.343272406779899096e-11 2.158506275513289307e-17
