t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 1.566987561423155219e-09 1.042543758458640308e-14
1.600000000000000033e-01 1.571331498770690965e-09 1.023308518657034761e-14
3.200000000000000067e-01 1.578571394349929064e-09 9.912497856545379734e-15
4.799999999999999822e-01 1.583005376605015632e-09 9.292527103561039691e-15
6.400000000000000133e-01 1.586534069387890312e-09 8.430222424600636312e-15
8.000000000000000444e-01 1.587871816306164238e-09 7.578016066947616266e-15
9.599999999999999645e-01 1.587447169490647967e-09 6.651763948176298655e-15
1.120000000000000107e+00 1.584275772316854529e-09 5.967749248148610635e-15
1.280000000000000027e+00 1.578685743659611330e-09 5.420544240243198270e-15
1.439999999999999947e+00 1.570868109273111761e-09 5.284106846300236403e-15
1.600000000000000089e+00 1.560759193906058528e-09 5.467117759039604435e-15
1.760000000000000009e+00 1.550084989796062120e-09 6.100894341102277344e-15
1.919999999999999929e+00 1.538270166197297319e-09 7.141664138281564548e-15
2.080000000000000071e+00 1.527744395528509035e-09 8.525364210899420730e-15
2.240000000000000213e+00 1.517697786983462061e-09 1.027334887218043184e-14
2.399999999999999911e+00 1.509670259320819514e-09 1.212901095565095073e-14
2.560000000000000053e+00 1.503148506287724569e-09 1.417788618346938937e-14
2.720000000000000195e+00 1.497901101344955047e-09 1.603769290032489942e-14
2.879999999999999893e+00 1.494005186672253813e-09 1.783585832465446293e-14
3.040000000000000036e+00 1.490269860142031523e-09 1.917455018209198961e-14
3.200000000000000178e+00 1.487092089130127650e-09 2.018637923076480755e-14
3.359999999999999876e+00 1.484028038269436052e-09 2.057783005263781216e-14
3.520000000000000018e+00 1.481225652682295389e-09 2.044674112038288509e-14
3.680000000000000160e+00 1.479716872478757599e-09 1.969293811877008422e-14
3.839999999999999858e+00 1.479157717622132912e-09 1.834981248621378579e-14
4.000000000000000000e+00 1.480944347114293990e-09 1.655755487898820634e-14
4.160000000000000142e+00 1.484611374621285623e-09 1.426943507833685668e-14
4.320000000000000284e+00 1.490163969509950345e-09 1.183700534556234609e-14
4.480000000000000426e+00 1.497600408658000832e-09 9.143081593567475107e-15
4.639999999999999680e+00 1.505100920622531235e-09 6.660861955043706414e-15
4.799999999999999822e+00 1.513272095884510446e-09 4.232613719089392696e-15
4.959999999999999964e+00 1.519897223436174353e-09 2.337875149343807871e-15
5.120000000000000107e+00 1.525715206946766286e-09 8.168001579240314238e-16
5.280000000000000249e+00 1.529917924913460557e-09 2.064057403272174827e-17
5.440000000000000391e+00 1.532774751170548182e-09 -1.676875453998540119e-16
5.599999999999999645e+00 1.535201347994696077e-09 3.857286308989771199e-16
5.759999999999999787e+00 1.536892494627005757e-09 1.636251492496073880e-15
5.919999999999999929e+00 1.539076483527860853e-09 3.460630106299488567e-15
6.080000000000000071e+00 1.541343883877161061e-09 5.899948116666377449e-15
6.240000000000000213e+00 1.543689900601081381e-09 8.608816618263162527e-15
6.400000000000000355e+00 1.546116132057603667e-09 1.170236524620408824e-14
6.559999999999999609e+00 1.547378682425045401e-09 1.469625691082359925e-14
