t rhs_phi_tracker
2.240000000000000213e+00 -1.313750856407790059e-08
2.240000000000000213e+00 -1.313750856407790059e-08
2.240000000000000213e+00 -1.313750856407790059e-08
2.240000000000000213e+00 -1.313750856407790059e-08
2.319999999999999840e+00 -4.098380952545489722e-08
2.319999999999999840e+00 -4.098380952545489722e-08
2.319999999999999840e+00 -4.098380952545489722e-08
2.399999999999999911e+00 -1.337441161190630045e-08
2.399999999999999911e+00 -1.337441161190630045e-08
2.399999999999999911e+00 -1.337441161190630045e-08
2.399999999999999911e+00 -1.337441161190630045e-08
2.479999999999999982e+00 2.486274426028769927e-08
2.479999999999999982e+00 2.486274426028769927e-08
2.479999999999999982e+00 2.486274426028769927e-08
2.560000000000000053e+00 8.563717479832829505e-09
2.560000000000000053e+00 8.563717479832829505e-09
2.560000000000000053e+00 8.563717479832829505e-09
2.560000000000000053e+00 8.563717479832829505e-09
2.640000000000000124e+00 -3.017481245738729973e-08
2.640000000000000124e+00 -3.017481245738729973e-08
2.640000000000000124e+00 -3.017481245738729973e-08
2.720000000000000195e+00 -2.290640253870940009e-08
2.720000000000000195e+00 -2.290640253870940009e-08
2.720000000000000195e+00 -2.290640253870940009e-08
2.720000000000000195e+00 -2.290640253870940009e-08
2.799999999999999822e+00 7.197142852285040021e-09
2.799999999999999822e+00 7.197142852285040021e-09
2.799999999999999822e+00 7.197142852285040021e-09
2.879999999999999893e+00 3.269610351735669824e-10
2.879999999999999893e+00 3.269610351735669824e-10
2.879999999999999893e+00 3.269610351735669824e-10
2.879999999999999893e+00 3.269610351735669824e-10
2.959999999999999964e+00 -2.195077876791619996e-08
2.959999999999999964e+00 -2.195077876791619996e-08
2.959999999999999964e+00 -2.195077876791619996e-08
3.040000000000000036e+00 -1.248367815223379988e-08
3.040000000000000036e+00 -1.248367815223379988e-08
3.040000000000000036e+00 -1.248367815223379988e-08
3.040000000000000036e+00 -1.248367815223379988e-08
3.120000000000000107e+00 9.176228062062539603e-09
3.120000000000000107e+00 9.176228062062539603e-09
3.120000000000000107e+00 9.176228062062539603e-09
3.200000000000000178e+00 1.359976149171929946e-08
3.200000000000000178e+00 1.359976149171929946e-08
3.200000000000000178e+00 1.359976149171929946e-08
3.200000000000000178e+00 1.359976149171929946e-08
3.279999999999999805e+00 1.606608024130290029e-08
3.279999999999999805e+00 1.606608024130290029e-08
3.279999999999999805e+00 1.606608024130290029e-08
3.359999999999999876e+00 2.007885469723880065e-08
3.359999999999999876e+00 2.007885469723880065e-08
3.359999999999999876e+00 2.007885469723880065e-08
3.359999999999999876e+00 2.007885469723880065e-08
3.439999999999999947e+00 1.745067054015089967e-09
3.439999999999999947e+00 1.745067054015089967e-09
3.439999999999999947e+00 1.745067054015089967e-09
3.520000000000000018e+00 -3.221296142919890282e-08
3.520000000000000018e+00 -3.221296142919890282e-08
3.520000000000000018e+00 -3.221296142919890282e-08
3.520000000000000018e+00 -3.221296142919890282e-08
3.600000000000000089e+00 -4.768767176652279742e-08
3.600000000000000089e+00 -4.768767176652279742e-08
3.600000000000000089e+00 -4.768767176652279742e-08
3.680000000000000160e+00 -3.368514964885050261e-08
3.680000000000000160e+00 -3.368514964885050261e-08
3.680000000000000160e+00 -3.368514964885050261e-08
3.680000000000000160e+00 -3.368514964885050261e-08
3.759999999999999787e+00 -3.374868398348709948e-09
3.759999999999999787e+00 -3.374868398348709948e-09
3.759999999999999787e+00 -3.374868398348709948e-09
3.839999999999999858e+00 2.668319294113359915e-08
3.839999999999999858e+00 2.668319294113359915e-08
3.839999999999999858e+00 2.668319294113359915e-08
3.839999999999999858e+00 2.668319294113359915e-08
3.919999999999999929e+00 3.585719734534929673e-08
3.919999999999999929e+00 3.585719734534929673e-08
3.919999999999999929e+00 3.585719734534929673e-08
4.000000000000000000e+00 1.047411922115680015e-08
4.000000000000000000e+00 1.047411922115680015e-08
4.000000000000000000e+00 1.047411922115680015e-08
4.000000000000000000e+00 1.047411922115680015e-08
4.080000000000000071e+00 -3.108098285721649986e-08
4.080000000000000071e+00 -3.108098285721649986e-08
4.080000000000000071e+00 -3.108098285721649986e-08
4.160000000000000142e+00 -4.662355667001379995e-08
4.160000000000000142e+00 -4.662355667001379995e-08
4.160000000000000142e+00 -4.662355667001379995e-08
4.160000000000000142e+00 -4.662355667001379995e-08
4.240000000000000213e+00 -1.581553697325099942e-08
4.240000000000000213e+00 -1.581553697325099942e-08
4.240000000000000213e+00 -1.581553697325099942e-08
4.320000000000000284e+00 2.977747659510700064e-08
4.320000000000000284e+00 2.977747659510700064e-08
4.320000000000000284e+00 2.977747659510700064e-08
4.320000000000000284e+00 2.977747659510700064e-08
4.400000000000000355e+00 3.550440277521980050e-08
4.400000000000000355e+00 3.550440277521980050e-08
4.400000000000000355e+00 3.550440277521980050e-08
4.480000000000000426e+00 -1.161581220595940050e-08
4.480000000000000426e+00 -1.161581220595940050e-08
4.480000000000000426e+00 -1.161581220595940050e-08
4.480000000000000426e+00 -1.161581220595940050e-08
4.559999999999999609e+00 -6.016346957730420045e-08
4.559999999999999609e+00 -6.016346957730420045e-08
4.559999999999999609e+00 -6.016346957730420045e-08
4.639999999999999680e+00 -5.279821609558779720e-08
4.639999999999999680e+00 -5.279821609558779720e-08
4.639999999999999680e+00 -5.279821609558779720e-08
4.639999999999999680e+00 -5.279821609558779720e-08
4.719999999999999751e+00 2.385604062208989966e-09
4.719999999999999751e+00 2.385604062208989966e-09
4.719999999999999751e+00 2.385604062208989966e-09
4.799999999999999822e+00 4.325287163647349913e-08
4.799999999999999822e+00 4.325287163647349913e-08
4.799999999999999822e+00 4.325287163647349913e-08
4.799999999999999822e+00 4.325287163647349913e-08
4.879999999999999893e+00 3.313202709058900291e-08
4.879999999999999893e+00 3.313202709058900291e-08
4.879999999999999893e+00 3.313202709058900291e-08
4.959999999999999964e+00 -1.021852826468609974e-09
4.959999999999999964e+00 -1.021852826468609974e-09
4.959999999999999964e+00 -1.021852826468609974e-09
4.959999999999999964e+00 -1.021852826468609974e-09
5.040000000000000036e+00 -1.707085385776919964e-08
5.040000000000000036e+00 -1.707085385776919964e-08
5.040000000000000036e+00 -1.707085385776919964e-08
5.120000000000000107e+00 -1.271097020219550036e-08
5.120000000000000107e+00 -1.271097020219550036e-08
5.120000000000000107e+00 -1.271097020219550036e-08
5.120000000000000107e+00 -1.271097020219550036e-08
5.200000000000000178e+00 -1.156330266991260017e-08
5.200000000000000178e+00 -1.156330266991260017e-08
5.200000000000000178e+00 -1.156330266991260017e-08
5.280000000000000249e+00 -1.860866739247729982e-08
5.280000000000000249e+00 -1.860866739247729982e-08
5.280000000000000249e+00 -1.860866739247729982e-08
5.280000000000000249e+00 -1.860866739247729982e-08
5.360000000000000320e+00 -1.867152291549739933e-08
5.360000000000000320e+00 -1.867152291549739933e-08
5.360000000000000320e+00 -1.867152291549739933e-08
5.440000000000000391e+00 -8.259917394708650679e-09
5.440000000000000391e+00 -8.259917394708650679e-09
5.440000000000000391e+00 -8.259917394708650679e-09
5.440000000000000391e+00 -8.259917394708650679e-09
5.519999999999999574e+00 -1.393360922383780047e-09
5.519999999999999574e+00 -1.393360922383780047e-09
5.519999999999999574e+00 -1.393360922383780047e-09
5.599999999999999645e+00 -5.170360651355950154e-09
5.599999999999999645e+00 -5.170360651355950154e-09
5.599999999999999645e+00 -5.170360651355950154e-09
5.599999999999999645e+00 -5.170360651355950154e-09
5.679999999999999716e+00 -1.033649055032889933e-08
5.679999999999999716e+00 -1.033649055032889933e-08
5.679999999999999716e+00 -1.033649055032889933e-08
5.759999999999999787e+00 -8.400584285245809457e-09
5.759999999999999787e+00 -8.400584285245809457e-09
5.759999999999999787e+00 -8.400584285245809457e-09
5.759999999999999787e+00 -8.400584285245809457e-09
5.839999999999999858e+00 -3.212599812178069984e-09
5.839999999999999858e+00 -3.212599812178069984e-09
5.839999999999999858e+00 -3.212599812178069984e-09
5.919999999999999929e+00 -1.992037271040010170e-09
5.919999999999999929e+00 -1.992037271040010170e-09
5.919999999999999929e+00 -1.992037271040010170e-09
5.919999999999999929e+00 -1.992037271040010170e-09
6.000000000000000000e+00 -5.010978761736250303e-09
6.000000000000000000e+00 -5.010978761736250303e-09
6.000000000000000000e+00 -5.010978761736250303e-09
6.080000000000000071e+00 -8.030776197862519680e-09
6.080000000000000071e+00 -8.030776197862519680e-09
6.080000000000000071e+00 -8.030776197862519680e-09
6.080000000000000071e+00 -8.030776197862519680e-09
6.160000000000000142e+00 -8.834711565285150488e-09
6.160000000000000142e+00 -8.834711565285150488e-09
6.160000000000000142e+00 -8.834711565285150488e-09
6.240000000000000213e+00 -8.026579370424729216e-09
6.240000000000000213e+00 -8.026579370424729216e-09
6.240000000000000213e+00 -8.026579370424729216e-09
6.240000000000000213e+00 -8.026579370424729216e-09
6.320000000000000284e+00 -6.559722948711340160e-09
6.320000000000000284e+00 -6.559722948711340160e-09
6.320000000000000284e+00 -6.559722948711340160e-09
6.400000000000000355e+00 -5.084858377160380336e-09
6.400000000000000355e+00 -5.084858377160380336e-09
6.400000000000000355e+00 -5.084858377160380336e-09
6.400000000000000355e+00 -5.084858377160380336e-09
6.480000000000000426e+00 -4.843109459481790280e-09
6.480000000000000426e+00 -4.843109459481790280e-09
6.480000000000000426e+00 -4.843109459481790280e-09
6.559999999999999609e+00 -7.595898247308849418e-09
6.559999999999999609e+00 -7.595898247308849418e-09
6.559999999999999609e+00 -7.595898247308849418e-09
6.559999999999999609e+00 -7.595898247308849418e-09
6.639999999999999680e+00 -1.370099382069389940e-08
6.639999999999999680e+00 -1.370099382069389940e-08
6.639999999999999680e+00 -1.370099382069389940e-08
6.719999999999999751e+00 -1.990591129885809988e-08
6.719999999999999751e+00 -1.990591129885809988e-08
6.719999999999999751e+00 -1.990591129885809988e-08
6.719999999999999751e+00 -1.990591129885809988e-08
6.799999999999999822e+00 -2.030543004197359962e-08
6.799999999999999822e+00 -2.030543004197359962e-08
6.799999999999999822e+00 -2.030543004197359962e-08
6.879999999999999893e+00 -1.176594818915060079e-08
6.879999999999999893e+00 -1.176594818915060079e-08
6.879999999999999893e+00 -1.176594818915060079e-08
6.879999999999999893e+00 -1.176594818915060079e-08
6.959999999999999964e+00 1.272980183226669916e-09
6.959999999999999964e+00 1.272980183226669916e-09
6.959999999999999964e+00 1.272980183226669916e-09
7.040000000000000036e+00 9.637011974735029862e-09
7.040000000000000036e+00 9.637011974735029862e-09
7.040000000000000036e+00 9.637011974735029862e-09
7.040000000000000036e+00 9.637011974735029862e-09
7.120000000000000107e+00 8.438079881617110145e-09
7.120000000000000107e+00 8.438079881617110145e-09
7.120000000000000107e+00 8.438079881617110145e-09
7.200000000000000178e+00 1.746621827566520041e-09
7.200000000000000178e+00 1.746621827566520041e-09
7.200000000000000178e+00 1.746621827566520041e-09
7.200000000000000178e+00 1.746621827566520041e-09
7.280000000000000249e+00 -3.345212415273869963e-09
7.280000000000000249e+00 -3.345212415273869963e-09
7.280000000000000249e+00 -3.345212415273869963e-09
7.360000000000000320e+00 -5.780227453692449901e-09
7.360000000000000320e+00 -5.780227453692449901e-09
7.360000000000000320e+00 -5.780227453692449901e-09
7.360000000000000320e+00 -5.780227453692449901e-09
7.440000000000000391e+00 -1.066207070057329984e-08
7.440000000000000391e+00 -1.066207070057329984e-08
7.440000000000000391e+00 -1.066207070057329984e-08
7.519999999999999574e+00 -2.016914741549940011e-08
7.519999999999999574e+00 -2.016914741549940011e-08
7.519999999999999574e+00 -2.016914741549940011e-08
7.519999999999999574e+00 -2.016914741549940011e-08
7.599999999999999645e+00 -2.762381951253130000e-08
7.599999999999999645e+00 -2.762381951253130000e-08
7.599999999999999645e+00 -2.762381951253130000e-08
7.679999999999999716e+00 -2.353570985419910043e-08
7.679999999999999716e+00 -2.353570985419910043e-08
7.679999999999999716e+00 -2.353570985419910043e-08
7.679999999999999716e+00 -2.353570985419910043e-08
7.759999999999999787e+00 -7.174950433764359975e-09
7.759999999999999787e+00 -7.174950433764359975e-09
7.759999999999999787e+00 -7.174950433764359975e-09
7.839999999999999858e+00 1.019305365188209935e-08
7.839999999999999858e+00 1.019305365188209935e-08
7.839999999999999858e+00 1.019305365188209935e-08
7.839999999999999858e+00 1.019305365188209935e-08
7.919999999999999929e+00 1.491877654038209989e-08
7.919999999999999929e+00 1.491877654038209989e-08
7.919999999999999929e+00 1.491877654038209989e-08
8.000000000000000000e+00 3.589728466458980189e-09
8.000000000000000000e+00 3.589728466458980189e-09
8.000000000000000000e+00 3.589728466458980189e-09
8.000000000000000000e+00 3.589728466458980189e-09
8.080000000000000071e+00 -1.404975452260080068e-08
8.080000000000000071e+00 -1.404975452260080068e-08
8.080000000000000071e+00 -1.404975452260080068e-08
8.160000000000000142e+00 -2.410669099128999942e-08
8.160000000000000142e+00 -2.410669099128999942e-08
8.160000000000000142e+00 -2.410669099128999942e-08
8.160000000000000142e+00 -2.410669099128999942e-08
8.240000000000000213e+00 -2.024141974725739966e-08
8.240000000000000213e+00 -2.024141974725739966e-08
8.240000000000000213e+00 -2.024141974725739966e-08
8.320000000000000284e+00 -7.639374618961879813e-09
8.320000000000000284e+00 -7.639374618961879813e-09
8.320000000000000284e+00 -7.639374618961879813e-09
8.320000000000000284e+00 -7.639374618961879813e-09
8.400000000000000355e+00 2.826459781505840150e-09
8.400000000000000355e+00 2.826459781505840150e-09
8.400000000000000355e+00 2.826459781505840150e-09
8.480000000000000426e+00 3.791842306245920365e-09
8.480000000000000426e+00 3.791842306245920365e-09
8.480000000000000426e+00 3.791842306245920365e-09
8.480000000000000426e+00 3.791842306245920365e-09
8.560000000000000497e+00 -3.809789679105530059e-09
8.560000000000000497e+00 -3.809789679105530059e-09
8.560000000000000497e+00 -3.809789679105530059e-09
8.640000000000000568e+00 -1.293322392833959918e-08
8.640000000000000568e+00 -1.293322392833959918e-08
8.640000000000000568e+00 -1.293322392833959918e-08
8.640000000000000568e+00 -1.293322392833959918e-08
8.720000000000000639e+00 -1.649240354628560019e-08
8.720000000000000639e+00 -1.649240354628560019e-08
8.720000000000000639e+00 -1.649240354628560019e-08
8.800000000000000711e+00 -1.248047867995549997e-08
8.800000000000000711e+00 -1.248047867995549997e-08
8.800000000000000711e+00 -1.248047867995549997e-08
8.800000000000000711e+00 -1.248047867995549997e-08
8.880000000000000782e+00 -4.947344357237440075e-09
8.880000000000000782e+00 -4.947344357237440075e-09
8.880000000000000782e+00 -4.947344357237440075e-09
8.960000000000000853e+00 -4.026733478695870255e-10
8.960000000000000853e+00 -4.026733478695870255e-10
8.960000000000000853e+00 -4.026733478695870255e-10
8.960000000000000853e+00 -4.026733478695870255e-10
9.039999999999999147e+00 -2.245074297083460121e-09
9.039999999999999147e+00 -2.245074297083460121e-09
9.039999999999999147e+00 -2.245074297083460121e-09
9.119999999999999218e+00 -7.938500072335579965e-09
9.119999999999999218e+00 -7.938500072335579965e-09
9.119999999999999218e+00 -7.938500072335579965e-09
9.119999999999999218e+00 -7.938500072335579965e-09
9.199999999999999289e+00 -1.189068530376200023e-08
9.199999999999999289e+00 -1.189068530376200023e-08
9.199999999999999289e+00 -1.189068530376200023e-08
9.279999999999999361e+00 -1.123393809888970028e-08
9.279999999999999361e+00 -1.123393809888970028e-08
9.279999999999999361e+00 -1.123393809888970028e-08
9.279999999999999361e+00 -1.123393809888970028e-08
9.359999999999999432e+00 -8.156210536724679754e-09
9.359999999999999432e+00 -8.156210536724679754e-09
9.359999999999999432e+00 -8.156210536724679754e-09
9.439999999999999503e+00 -6.419402886940899805e-09
9.439999999999999503e+00 -6.419402886940899805e-09
9.439999999999999503e+00 -6.419402886940899805e-09
9.439999999999999503e+00 -6.419402886940899805e-09
9.519999999999999574e+00 -6.789023046638229974e-09
9.519999999999999574e+00 -6.789023046638229974e-09
9.519999999999999574e+00 -6.789023046638229974e-09
9.599999999999999645e+00 -6.986656869889550150e-09
9.599999999999999645e+00 -6.986656869889550150e-09
9.599999999999999645e+00 -6.986656869889550150e-09
9.599999999999999645e+00 -6.986656869889550150e-09
9.679999999999999716e+00 -5.505781602381589964e-09
9.679999999999999716e+00 -5.505781602381589964e-09
9.679999999999999716e+00 -5.505781602381589964e-09
9.759999999999999787e+00 -3.876943328597249954e-09
9.759999999999999787e+00 -3.876943328597249954e-09
9.759999999999999787e+00 -3.876943328597249954e-09
9.759999999999999787e+00 -3.876943328597249954e-09
9.839999999999999858e+00 -4.609747189688259846e-09
9.839999999999999858e+00 -4.609747189688259846e-09
9.839999999999999858e+00 -4.609747189688259846e-09
9.919999999999999929e+00 -7.796811515359299455e-09
9.919999999999999929e+00 -7.796811515359299455e-09
9.919999999999999929e+00 -7.796811515359299455e-09
9.919999999999999929e+00 -7.796811515359299455e-09
1.000000000000000000e+01 -1.071341064915400012e-08
1.000000000000000000e+01 -1.071341064915400012e-08
1.000000000000000000e+01 -1.071341064915400012e-08
1.008000000000000007e+01 -1.068224509031929983e-08
1.008000000000000007e+01 -1.068224509031929983e-08
1.008000000000000007e+01 -1.068224509031929983e-08
1.008000000000000007e+01 -1.068224509031929983e-08
1.016000000000000014e+01 -7.694440772572450302e-09
1.016000000000000014e+01 -7.694440772572450302e-09
1.016000000000000014e+01 -7.694440772572450302e-09
1.024000000000000021e+01 -4.218165748179290286e-09
1.024000000000000021e+01 -4.218165748179290286e-09
1.024000000000000021e+01 -4.218165748179290286e-09
1.024000000000000021e+01 -4.218165748179290286e-09
1.032000000000000028e+01 -3.040340582996639992e-09
1.032000000000000028e+01 -3.040340582996639992e-09
1.032000000000000028e+01 -3.040340582996639992e-09
1.040000000000000036e+01 -5.172092620829659839e-09
1.040000000000000036e+01 -5.172092620829659839e-09
1.040000000000000036e+01 -5.172092620829659839e-09
1.040000000000000036e+01 -5.172092620829659839e-09
1.048000000000000043e+01 -8.867729502346470056e-09
1.048000000000000043e+01 -8.867729502346470056e-09
1.048000000000000043e+01 -8.867729502346470056e-09
1.056000000000000050e+01 -1.059577035691870058e-08
1.056000000000000050e+01 -1.059577035691870058e-08
1.056000000000000050e+01 -1.059577035691870058e-08
1.056000000000000050e+01 -1.059577035691870058e-08
1.064000000000000057e+01 -8.259277261912399633e-09
1.064000000000000057e+01 -8.259277261912399633e-09
1.064000000000000057e+01 -8.259277261912399633e-09
1.072000000000000064e+01 -3.921977088913100183e-09
1.072000000000000064e+01 -3.921977088913100183e-09
1.072000000000000064e+01 -3.921977088913100183e-09
1.072000000000000064e+01 -3.921977088913100183e-09
1.080000000000000071e+01 -2.058471333810480032e-09
1.080000000000000071e+01 -2.058471333810480032e-09
1.080000000000000071e+01 -2.058471333810480032e-09
1.088000000000000078e+01 -4.474905680411770091e-09
1.088000000000000078e+01 -4.474905680411770091e-09
1.088000000000000078e+01 -4.474905680411770091e-09
1.088000000000000078e+01 -4.474905680411770091e-09
1.096000000000000085e+01 -8.273756786552910650e-09
1.096000000000000085e+01 -8.273756786552910650e-09
1.096000000000000085e+01 -8.273756786552910650e-09
1.103999999999999915e+01 -9.598967177484980760e-09
1.103999999999999915e+01 -9.598967177484980760e-09
1.103999999999999915e+01 -9.598967177484980760e-09
1.103999999999999915e+01 -9.598967177484980760e-09
1.111999999999999922e+01 -7.994905976208910415e-09
1.111999999999999922e+01 -7.994905976208910415e-09
1.111999999999999922e+01 -7.994905976208910415e-09
1.119999999999999929e+01 -5.957074876733850272e-09
1.119999999999999929e+01 -5.957074876733850272e-09
1.119999999999999929e+01 -5.957074876733850272e-09
1.119999999999999929e+01 -5.957074876733850272e-09
1.127999999999999936e+01 -5.363865579773799773e-09
1.127999999999999936e+01 -5.363865579773799773e-09
1.127999999999999936e+01 -5.363865579773799773e-09
1.135999999999999943e+01 -5.852683648599390100e-09
1.135999999999999943e+01 -5.852683648599390100e-09
1.135999999999999943e+01 -5.852683648599390100e-09
1.135999999999999943e+01 -5.852683648599390100e-09
1.143999999999999950e+01 -6.248188041482160073e-09
1.143999999999999950e+01 -6.248188041482160073e-09
1.143999999999999950e+01 -6.248188041482160073e-09
1.151999999999999957e+01 -6.192246636917349649e-09
1.151999999999999957e+01 -6.192246636917349649e-09
1.151999999999999957e+01 -6.192246636917349649e-09
1.151999999999999957e+01 -6.192246636917349649e-09
1.159999999999999964e+01 -6.072116323333250074e-09
1.159999999999999964e+01 -6.072116323333250074e-09
1.159999999999999964e+01 -6.072116323333250074e-09
1.167999999999999972e+01 -6.099263312521390383e-09
1.167999999999999972e+01 -6.099263312521390383e-09
1.167999999999999972e+01 -6.099263312521390383e-09
1.167999999999999972e+01 -6.099263312521390383e-09
1.175999999999999979e+01 -6.028735893604729963e-09
1.175999999999999979e+01 -6.028735893604729963e-09
1.175999999999999979e+01 -6.028735893604729963e-09
1.183999999999999986e+01 -5.702250512281919817e-09
1.183999999999999986e+01 -5.702250512281919817e-09
1.183999999999999986e+01 -5.702250512281919817e-09
1.183999999999999986e+01 -5.702250512281919817e-09
1.191999999999999993e+01 -5.445184736656209672e-09
1.191999999999999993e+01 -5.445184736656209672e-09
1.191999999999999993e+01 -5.445184736656209672e-09
1.200000000000000000e+01 -5.620364051299860014e-09
1.200000000000000000e+01 -5.620364051299860014e-09
1.200000000000000000e+01 -5.620364051299860014e-09
1.200000000000000000e+01 -5.620364051299860014e-09
1.208000000000000007e+01 -5.941422417553359776e-09
1.208000000000000007e+01 -5.941422417553359776e-09
1.208000000000000007e+01 -5.941422417553359776e-09
1.216000000000000014e+01 -5.698411050923740192e-09
1.216000000000000014e+01 -5.698411050923740192e-09
1.216000000000000014e+01 -5.698411050923740192e-09
1.216000000000000014e+01 -5.698411050923740192e-09
1.224000000000000021e+01 -4.822207086510470034e-09
1.224000000000000021e+01 -4.822207086510470034e-09
1.224000000000000021e+01 -4.822207086510470034e-09
1.232000000000000028e+01 -4.312459454632520016e-09
1.232000000000000028e+01 -4.312459454632520016e-09
1.232000000000000028e+01 -4.312459454632520016e-09
1.232000000000000028e+01 -4.312459454632520016e-09
1.240000000000000036e+01 -5.184554899469940348e-09
1.240000000000000036e+01 -5.184554899469940348e-09
1.240000000000000036e+01 -5.184554899469940348e-09
1.248000000000000043e+01 -7.097626670751510004e-09
1.248000000000000043e+01 -7.097626670751510004e-09
1.248000000000000043e+01 -7.097626670751510004e-09
1.248000000000000043e+01 -7.097626670751510004e-09
1.256000000000000050e+01 -8.420394983630640434e-09
1.256000000000000050e+01 -8.420394983630640434e-09
1.256000000000000050e+01 -8.420394983630640434e-09
1.264000000000000057e+01 -7.799658557050169427e-09
1.264000000000000057e+01 -7.799658557050169427e-09
1.264000000000000057e+01 -7.799658557050169427e-09
1.264000000000000057e+01 -7.799658557050169427e-09
1.272000000000000064e+01 -5.525575689468629815e-09
1.272000000000000064e+01 -5.525575689468629815e-09
1.272000000000000064e+01 -5.525575689468629815e-09
1.280000000000000071e+01 -3.263160782831849818e-09
1.280000000000000071e+01 -3.263160782831849818e-09
1.280000000000000071e+01 -3.263160782831849818e-09
1.280000000000000071e+01 -3.263160782831849818e-09
