t rhs_phi_tracker
6.807999999999999829e+01 -1.025385840297420058e-08
6.807999999999999829e+01 -1.025385840297420058e-08
6.807999999999999829e+01 -1.025385840297420058e-08
6.815999999999999659e+01 -1.056545734196969920e-08
6.815999999999999659e+01 -1.056545734196969920e-08
6.815999999999999659e+01 -1.056545734196969920e-08
6.815999999999999659e+01 -1.056545734196969920e-08
6.823999999999999488e+01 -1.099161884576530033e-08
6.823999999999999488e+01 -1.099161884576530033e-08
6.823999999999999488e+01 -1.099161884576530033e-08
6.831999999999999318e+01 -1.135722595888419981e-08
6.831999999999999318e+01 -1.135722595888419981e-08
6.831999999999999318e+01 -1.135722595888419981e-08
6.831999999999999318e+01 -1.135722595888419981e-08
6.840000000000000568e+01 -1.147334229617160083e-08
6.840000000000000568e+01 -1.147334229617160083e-08
6.840000000000000568e+01 -1.147334229617160083e-08
6.848000000000000398e+01 -1.130919484431900028e-08
6.848000000000000398e+01 -1.130919484431900028e-08
6.848000000000000398e+01 -1.130919484431900028e-08
6.848000000000000398e+01 -1.130919484431900028e-08
6.856000000000000227e+01 -1.104191291352099924e-08
6.856000000000000227e+01 -1.104191291352099924e-08
6.856000000000000227e+01 -1.104191291352099924e-08
6.864000000000000057e+01 -1.091398037965499953e-08
6.864000000000000057e+01 -1.091398037965499953e-08
6.864000000000000057e+01 -1.091398037965499953e-08
6.864000000000000057e+01 -1.091398037965499953e-08
6.871999999999999886e+01 -1.102400730761559944e-08
6.871999999999999886e+01 -1.102400730761559944e-08
6.871999999999999886e+01 -1.102400730761559944e-08
6.879999999999999716e+01 -1.125607306782050049e-08
6.879999999999999716e+01 -1.125607306782050049e-08
6.879999999999999716e+01 -1.125607306782050049e-08
6.879999999999999716e+01 -1.125607306782050049e-08
6.887999999999999545e+01 -1.141786289567460082e-08
6.887999999999999545e+01 -1.141786289567460082e-08
6.887999999999999545e+01 -1.141786289567460082e-08
6.895999999999999375e+01 -1.144337507333780074e-08
6.895999999999999375e+01 -1.144337507333780074e-08
6.895999999999999375e+01 -1.144337507333780074e-08
6.895999999999999375e+01 -1.144337507333780074e-08
6.904000000000000625e+01 -1.144999274125399948e-08
6.904000000000000625e+01 -1.144999274125399948e-08
6.904000000000000625e+01 -1.144999274125399948e-08
6.912000000000000455e+01 -1.159581362679210067e-08
6.912000000000000455e+01 -1.159581362679210067e-08
6.912000000000000455e+01 -1.159581362679210067e-08
6.912000000000000455e+01 -1.159581362679210067e-08
6.920000000000000284e+01 -1.189541050027859953e-08
6.920000000000000284e+01 -1.189541050027859953e-08
6.920000000000000284e+01 -1.189541050027859953e-08
6.928000000000000114e+01 -1.219287211199560051e-08
6.928000000000000114e+01 -1.219287211199560051e-08
6.928000000000000114e+01 -1.219287211199560051e-08
6.928000000000000114e+01 -1.219287211199560051e-08
6.935999999999999943e+01 -1.231918299242989923e-08
6.935999999999999943e+01 -1.231918299242989923e-08
6.935999999999999943e+01 -1.231918299242989923e-08
6.943999999999999773e+01 -1.226339862670549964e-08
6.943999999999999773e+01 -1.226339862670549964e-08
6.943999999999999773e+01 -1.226339862670549964e-08
6.943999999999999773e+01 -1.226339862670549964e-08
6.951999999999999602e+01 -1.217498257046280067e-08
6.951999999999999602e+01 -1.217498257046280067e-08
6.951999999999999602e+01 -1.217498257046280067e-08
6.959999999999999432e+01 -1.219872362504739967e-08
6.959999999999999432e+01 -1.219872362504739967e-08
6.959999999999999432e+01 -1.219872362504739967e-08
6.959999999999999432e+01 -1.219872362504739967e-08
6.968000000000000682e+01 -1.232473631047560040e-08
6.968000000000000682e+01 -1.232473631047560040e-08
6.968000000000000682e+01 -1.232473631047560040e-08
6.976000000000000512e+01 -1.241817633586929996e-08
6.976000000000000512e+01 -1.241817633586929996e-08
6.976000000000000512e+01 -1.241817633586929996e-08
6.976000000000000512e+01 -1.241817633586929996e-08
6.984000000000000341e+01 -1.239345461028490055e-08
6.984000000000000341e+01 -1.239345461028490055e-08
6.984000000000000341e+01 -1.239345461028490055e-08
6.992000000000000171e+01 -1.233317083691940025e-08
6.992000000000000171e+01 -1.233317083691940025e-08
6.992000000000000171e+01 -1.233317083691940025e-08
6.992000000000000171e+01 -1.233317083691940025e-08
7.000000000000000000e+01 -1.240898616943300065e-08
7.000000000000000000e+01 -1.240898616943300065e-08
7.000000000000000000e+01 -1.240898616943300065e-08
7.007999999999999829e+01 -1.268530393089820023e-08
7.007999999999999829e+01 -1.268530393089820023e-08
7.007999999999999829e+01 -1.268530393089820023e-08
7.007999999999999829e+01 -1.268530393089820023e-08
7.015999999999999659e+01 -1.302843551042159969e-08
7.015999999999999659e+01 -1.302843551042159969e-08
7.015999999999999659e+01 -1.302843551042159969e-08
7.023999999999999488e+01 -1.323406154537419940e-08
7.023999999999999488e+01 -1.323406154537419940e-08
7.023999999999999488e+01 -1.323406154537419940e-08
7.023999999999999488e+01 -1.323406154537419940e-08
7.031999999999999318e+01 -1.323789646181949947e-08
7.031999999999999318e+01 -1.323789646181949947e-08
7.031999999999999318e+01 -1.323789646181949947e-08
7.040000000000000568e+01 -1.317306166421839981e-08
7.040000000000000568e+01 -1.317306166421839981e-08
7.040000000000000568e+01 -1.317306166421839981e-08
7.040000000000000568e+01 -1.317306166421839981e-08
7.048000000000000398e+01 -1.320925968178989949e-08
7.048000000000000398e+01 -1.320925968178989949e-08
7.048000000000000398e+01 -1.320925968178989949e-08
7.056000000000000227e+01 -1.336042759799620047e-08
7.056000000000000227e+01 -1.336042759799620047e-08
7.056000000000000227e+01 -1.336042759799620047e-08
7.056000000000000227e+01 -1.336042759799620047e-08
7.064000000000000057e+01 -1.348309970365670018e-08
7.064000000000000057e+01 -1.348309970365670018e-08
7.064000000000000057e+01 -1.348309970365670018e-08
7.071999999999999886e+01 -1.346221240540709926e-08
7.071999999999999886e+01 -1.346221240540709926e-08
7.071999999999999886e+01 -1.346221240540709926e-08
7.071999999999999886e+01 -1.346221240540709926e-08
7.079999999999999716e+01 -1.336132214536090042e-08
7.079999999999999716e+01 -1.336132214536090042e-08
7.079999999999999716e+01 -1.336132214536090042e-08
7.087999999999999545e+01 -1.336002043076400014e-08
7.087999999999999545e+01 -1.336002043076400014e-08
7.087999999999999545e+01 -1.336002043076400014e-08
7.087999999999999545e+01 -1.336002043076400014e-08
7.095999999999999375e+01 -1.355344802034920013e-08
7.095999999999999375e+01 -1.355344802034920013e-08
7.095999999999999375e+01 -1.355344802034920013e-08
7.104000000000000625e+01 -1.384574609795999940e-08
7.104000000000000625e+01 -1.384574609795999940e-08
7.104000000000000625e+01 -1.384574609795999940e-08
7.104000000000000625e+01 -1.384574609795999940e-08
7.112000000000000455e+01 -1.405359371877750035e-08
7.112000000000000455e+01 -1.405359371877750035e-08
7.112000000000000455e+01 -1.405359371877750035e-08
7.120000000000000284e+01 -1.409627061835140012e-08
7.120000000000000284e+01 -1.409627061835140012e-08
7.120000000000000284e+01 -1.409627061835140012e-08
7.120000000000000284e+01 -1.409627061835140012e-08
7.128000000000000114e+01 -1.406364857349340083e-08
7.128000000000000114e+01 -1.406364857349340083e-08
7.128000000000000114e+01 -1.406364857349340083e-08
7.135999999999999943e+01 -1.410233873141359981e-08
7.135999999999999943e+01 -1.410233873141359981e-08
7.135999999999999943e+01 -1.410233873141359981e-08
7.135999999999999943e+01 -1.410233873141359981e-08
7.143999999999999773e+01 -1.425667417138439999e-08
7.143999999999999773e+01 -1.425667417138439999e-08
7.143999999999999773e+01 -1.425667417138439999e-08
7.151999999999999602e+01 -1.443208043934950016e-08
7.151999999999999602e+01 -1.443208043934950016e-08
7.151999999999999602e+01 -1.443208043934950016e-08
7.151999999999999602e+01 -1.443208043934950016e-08
7.159999999999999432e+01 -1.450671036209399924e-08
7.159999999999999432e+01 -1.450671036209399924e-08
7.159999999999999432e+01 -1.450671036209399924e-08
7.168000000000000682e+01 -1.446786516243809991e-08
7.168000000000000682e+01 -1.446786516243809991e-08
7.168000000000000682e+01 -1.446786516243809991e-08
7.168000000000000682e+01 -1.446786516243809991e-08
7.176000000000000512e+01 -1.443411863056509969e-08
7.176000000000000512e+01 -1.443411863056509969e-08
7.176000000000000512e+01 -1.443411863056509969e-08
7.184000000000000341e+01 -1.453912904315950019e-08
7.184000000000000341e+01 -1.453912904315950019e-08
7.184000000000000341e+01 -1.453912904315950019e-08
7.184000000000000341e+01 -1.453912904315950019e-08
7.192000000000000171e+01 -1.478677701973839922e-08
7.192000000000000171e+01 -1.478677701973839922e-08
7.192000000000000171e+01 -1.478677701973839922e-08
7.200000000000000000e+01 -1.502336279353689850e-08
7.200000000000000000e+01 -1.502336279353689850e-08
7.200000000000000000e+01 -1.502336279353689850e-08
7.200000000000000000e+01 -1.502336279353689850e-08
7.207999999999999829e+01 -1.507220268157260070e-08
7.207999999999999829e+01 -1.507220268157260070e-08
7.207999999999999829e+01 -1.507220268157260070e-08
7.215999999999999659e+01 -1.491450641312969860e-08
7.215999999999999659e+01 -1.491450641312969860e-08
7.215999999999999659e+01 -1.491450641312969860e-08
7.215999999999999659e+01 -1.491450641312969860e-08
7.223999999999999488e+01 -1.473102286781909947e-08
7.223999999999999488e+01 -1.473102286781909947e-08
7.223999999999999488e+01 -1.473102286781909947e-08
7.231999999999999318e+01 -1.473802711657779935e-08
7.231999999999999318e+01 -1.473802711657779935e-08
7.231999999999999318e+01 -1.473802711657779935e-08
7.231999999999999318e+01 -1.473802711657779935e-08
7.240000000000000568e+01 -1.496683866104660000e-08
7.240000000000000568e+01 -1.496683866104660000e-08
7.240000000000000568e+01 -1.496683866104660000e-08
7.248000000000000398e+01 -1.521986077788969906e-08
7.248000000000000398e+01 -1.521986077788969906e-08
7.248000000000000398e+01 -1.521986077788969906e-08
7.248000000000000398e+01 -1.521986077788969906e-08
7.256000000000000227e+01 -1.526778618507420030e-08
7.256000000000000227e+01 -1.526778618507420030e-08
7.256000000000000227e+01 -1.526778618507420030e-08
7.264000000000000057e+01 -1.509156235784670050e-08
7.264000000000000057e+01 -1.509156235784670050e-08
7.264000000000000057e+01 -1.509156235784670050e-08
7.264000000000000057e+01 -1.509156235784670050e-08
7.271999999999999886e+01 -1.491061599208909972e-08
7.271999999999999886e+01 -1.491061599208909972e-08
7.271999999999999886e+01 -1.491061599208909972e-08
7.279999999999999716e+01 -1.496223971299280105e-08
7.279999999999999716e+01 -1.496223971299280105e-08
7.279999999999999716e+01 -1.496223971299280105e-08
7.279999999999999716e+01 -1.496223971299280105e-08
7.287999999999999545e+01 -1.526480217967809920e-08
7.287999999999999545e+01 -1.526480217967809920e-08
7.287999999999999545e+01 -1.526480217967809920e-08
7.295999999999999375e+01 -1.560940481241939991e-08
7.295999999999999375e+01 -1.560940481241939991e-08
7.295999999999999375e+01 -1.560940481241939991e-08
7.295999999999999375e+01 -1.560940481241939991e-08
7.304000000000000625e+01 -1.577263978517680035e-08
7.304000000000000625e+01 -1.577263978517680035e-08
7.304000000000000625e+01 -1.577263978517680035e-08
7.312000000000000455e+01 -1.571666523882009920e-08
7.312000000000000455e+01 -1.571666523882009920e-08
7.312000000000000455e+01 -1.571666523882009920e-08
7.312000000000000455e+01 -1.571666523882009920e-08
7.320000000000000284e+01 -1.558444601960980106e-08
7.320000000000000284e+01 -1.558444601960980106e-08
7.320000000000000284e+01 -1.558444601960980106e-08
7.328000000000000114e+01 -1.553270462721520101e-08
7.328000000000000114e+01 -1.553270462721520101e-08
7.328000000000000114e+01 -1.553270462721520101e-08
7.328000000000000114e+01 -1.553270462721520101e-08
7.335999999999999943e+01 -1.559697126915040138e-08
7.335999999999999943e+01 -1.559697126915040138e-08
7.335999999999999943e+01 -1.559697126915040138e-08
7.343999999999999773e+01 -1.570738467667360086e-08
7.343999999999999773e+01 -1.570738467667360086e-08
7.343999999999999773e+01 -1.570738467667360086e-08
7.343999999999999773e+01 -1.570738467667360086e-08
7.351999999999999602e+01 -1.579545316233539856e-08
7.351999999999999602e+01 -1.579545316233539856e-08
7.351999999999999602e+01 -1.579545316233539856e-08
7.359999999999999432e+01 -1.585886030462790023e-08
7.359999999999999432e+01 -1.585886030462790023e-08
7.359999999999999432e+01 -1.585886030462790023e-08
7.359999999999999432e+01 -1.585886030462790023e-08
7.368000000000000682e+01 -1.593343688622010052e-08
7.368000000000000682e+01 -1.593343688622010052e-08
7.368000000000000682e+01 -1.593343688622010052e-08
7.376000000000000512e+01 -1.603149117321350038e-08
7.376000000000000512e+01 -1.603149117321350038e-08
7.376000000000000512e+01 -1.603149117321350038e-08
7.376000000000000512e+01 -1.603149117321350038e-08
7.384000000000000341e+01 -1.612185182065890142e-08
7.384000000000000341e+01 -1.612185182065890142e-08
7.384000000000000341e+01 -1.612185182065890142e-08
7.392000000000000171e+01 -1.616157840408470125e-08
7.392000000000000171e+01 -1.616157840408470125e-08
7.392000000000000171e+01 -1.616157840408470125e-08
7.392000000000000171e+01 -1.616157840408470125e-08
7.400000000000000000e+01 -1.613561669929330149e-08
7.400000000000000000e+01 -1.613561669929330149e-08
7.400000000000000000e+01 -1.613561669929330149e-08
7.407999999999999829e+01 -1.606760365445619954e-08
7.407999999999999829e+01 -1.606760365445619954e-08
7.407999999999999829e+01 -1.606760365445619954e-08
7.407999999999999829e+01 -1.606760365445619954e-08
7.415999999999999659e+01 -1.600188446154959898e-08
7.415999999999999659e+01 -1.600188446154959898e-08
7.415999999999999659e+01 -1.600188446154959898e-08
7.423999999999999488e+01 -1.597673518195659980e-08
7.423999999999999488e+01 -1.597673518195659980e-08
7.423999999999999488e+01 -1.597673518195659980e-08
7.423999999999999488e+01 -1.597673518195659980e-08
7.431999999999999318e+01 -1.600460041793619899e-08
7.431999999999999318e+01 -1.600460041793619899e-08
7.431999999999999318e+01 -1.600460041793619899e-08
7.440000000000000568e+01 -1.606755491731070058e-08
7.440000000000000568e+01 -1.606755491731070058e-08
7.440000000000000568e+01 -1.606755491731070058e-08
7.440000000000000568e+01 -1.606755491731070058e-08
7.448000000000000398e+01 -1.613167128689790038e-08
7.448000000000000398e+01 -1.613167128689790038e-08
7.448000000000000398e+01 -1.613167128689790038e-08
7.456000000000000227e+01 -1.617384990740019920e-08
7.456000000000000227e+01 -1.617384990740019920e-08
7.456000000000000227e+01 -1.617384990740019920e-08
7.456000000000000227e+01 -1.617384990740019920e-08
7.464000000000000057e+01 -1.620107541267769912e-08
7.464000000000000057e+01 -1.620107541267769912e-08
7.464000000000000057e+01 -1.620107541267769912e-08
7.471999999999999886e+01 -1.624264207642829928e-08
7.471999999999999886e+01 -1.624264207642829928e-08
7.471999999999999886e+01 -1.624264207642829928e-08
7.471999999999999886e+01 -1.624264207642829928e-08
7.479999999999999716e+01 -1.631858280921229867e-08
7.479999999999999716e+01 -1.631858280921229867e-08
7.479999999999999716e+01 -1.631858280921229867e-08
7.487999999999999545e+01 -1.641278510629409879e-08
7.487999999999999545e+01 -1.641278510629409879e-08
7.487999999999999545e+01 -1.641278510629409879e-08
7.487999999999999545e+01 -1.641278510629409879e-08
7.495999999999999375e+01 -1.647906486402520117e-08
7.495999999999999375e+01 -1.647906486402520117e-08
7.495999999999999375e+01 -1.647906486402520117e-08
7.504000000000000625e+01 -1.647908870056939971e-08
7.504000000000000625e+01 -1.647908870056939971e-08
7.504000000000000625e+01 -1.647908870056939971e-08
7.504000000000000625e+01 -1.647908870056939971e-08
7.512000000000000455e+01 -1.641963958700309839e-08
7.512000000000000455e+01 -1.641963958700309839e-08
7.512000000000000455e+01 -1.641963958700309839e-08
7.520000000000000284e+01 -1.635436735124880040e-08
7.520000000000000284e+01 -1.635436735124880040e-08
7.520000000000000284e+01 -1.635436735124880040e-08
7.520000000000000284e+01 -1.635436735124880040e-08
7.528000000000000114e+01 -1.634534032086250031e-08
7.528000000000000114e+01 -1.634534032086250031e-08
7.528000000000000114e+01 -1.634534032086250031e-08
7.535999999999999943e+01 -1.641518114955129994e-08
7.535999999999999943e+01 -1.641518114955129994e-08
7.535999999999999943e+01 -1.641518114955129994e-08
7.535999999999999943e+01 -1.641518114955129994e-08
7.543999999999999773e+01 -1.652949110969860138e-08
7.543999999999999773e+01 -1.652949110969860138e-08
7.543999999999999773e+01 -1.652949110969860138e-08
7.551999999999999602e+01 -1.662397100391400146e-08
7.551999999999999602e+01 -1.662397100391400146e-08
7.551999999999999602e+01 -1.662397100391400146e-08
7.551999999999999602e+01 -1.662397100391400146e-08
7.559999999999999432e+01 -1.665326230622800118e-08
7.559999999999999432e+01 -1.665326230622800118e-08
7.559999999999999432e+01 -1.665326230622800118e-08
7.568000000000000682e+01 -1.662159664021880053e-08
7.568000000000000682e+01 -1.662159664021880053e-08
7.568000000000000682e+01 -1.662159664021880053e-08
7.568000000000000682e+01 -1.662159664021880053e-08
7.576000000000000512e+01 -1.657215772506250061e-08
7.576000000000000512e+01 -1.657215772506250061e-08
7.576000000000000512e+01 -1.657215772506250061e-08
7.584000000000000341e+01 -1.654725184092570055e-08
7.584000000000000341e+01 -1.654725184092570055e-08
7.584000000000000341e+01 -1.654725184092570055e-08
7.584000000000000341e+01 -1.654725184092570055e-08
7.592000000000000171e+01 -1.655458276485999879e-08
7.592000000000000171e+01 -1.655458276485999879e-08
7.592000000000000171e+01 -1.655458276485999879e-08
7.600000000000000000e+01 -1.656696133576849865e-08
7.600000000000000000e+01 -1.656696133576849865e-08
7.600000000000000000e+01 -1.656696133576849865e-08
7.600000000000000000e+01 -1.656696133576849865e-08
7.607999999999999829e+01 -1.655297963683929873e-08
7.607999999999999829e+01 -1.655297963683929873e-08
7.607999999999999829e+01 -1.655297963683929873e-08
7.615999999999999659e+01 -1.651059433140230007e-08
7.615999999999999659e+01 -1.651059433140230007e-08
7.615999999999999659e+01 -1.651059433140230007e-08
7.615999999999999659e+01 -1.651059433140230007e-08
7.623999999999999488e+01 -1.647484968821260052e-08
7.623999999999999488e+01 -1.647484968821260052e-08
7.623999999999999488e+01 -1.647484968821260052e-08
7.631999999999999318e+01 -1.649324943133030044e-08
7.631999999999999318e+01 -1.649324943133030044e-08
7.631999999999999318e+01 -1.649324943133030044e-08
7.631999999999999318e+01 -1.649324943133030044e-08
7.640000000000000568e+01 -1.658816443756990038e-08
7.640000000000000568e+01 -1.658816443756990038e-08
7.640000000000000568e+01 -1.658816443756990038e-08
7.648000000000000398e+01 -1.673501164098689963e-08
7.648000000000000398e+01 -1.673501164098689963e-08
7.648000000000000398e+01 -1.673501164098689963e-08
7.648000000000000398e+01 -1.673501164098689963e-08
7.656000000000000227e+01 -1.687254082417409943e-08
7.656000000000000227e+01 -1.687254082417409943e-08
7.656000000000000227e+01 -1.687254082417409943e-08
7.664000000000000057e+01 -1.693855180964700025e-08
7.664000000000000057e+01 -1.693855180964700025e-08
7.664000000000000057e+01 -1.693855180964700025e-08
7.664000000000000057e+01 -1.693855180964700025e-08
7.671999999999999886e+01 -1.690723921544789963e-08
7.671999999999999886e+01 -1.690723921544789963e-08
7.671999999999999886e+01 -1.690723921544789963e-08
7.679999999999999716e+01 -1.680396640604770142e-08
7.679999999999999716e+01 -1.680396640604770142e-08
7.679999999999999716e+01 -1.680396640604770142e-08
7.679999999999999716e+01 -1.680396640604770142e-08
7.687999999999999545e+01 -1.668836175334789999e-08
7.687999999999999545e+01 -1.668836175334789999e-08
7.687999999999999545e+01 -1.668836175334789999e-08
7.695999999999999375e+01 -1.661667444773660103e-08
7.695999999999999375e+01 -1.661667444773660103e-08
7.695999999999999375e+01 -1.661667444773660103e-08
7.695999999999999375e+01 -1.661667444773660103e-08
7.704000000000000625e+01 -1.660721787490029889e-08
7.704000000000000625e+01 -1.660721787490029889e-08
7.704000000000000625e+01 -1.660721787490029889e-08
7.712000000000000455e+01 -1.663140618228170090e-08
7.712000000000000455e+01 -1.663140618228170090e-08
7.712000000000000455e+01 -1.663140618228170090e-08
7.712000000000000455e+01 -1.663140618228170090e-08
7.720000000000000284e+01 -1.663793072403440030e-08
7.720000000000000284e+01 -1.663793072403440030e-08
7.720000000000000284e+01 -1.663793072403440030e-08
7.728000000000000114e+01 -1.659628758223829899e-08
7.728000000000000114e+01 -1.659628758223829899e-08
7.728000000000000114e+01 -1.659628758223829899e-08
7.728000000000000114e+01 -1.659628758223829899e-08
7.735999999999999943e+01 -1.653010160180369950e-08
7.735999999999999943e+01 -1.653010160180369950e-08
7.735999999999999943e+01 -1.653010160180369950e-08
7.743999999999999773e+01 -1.651234177521569915e-08
7.743999999999999773e+01 -1.651234177521569915e-08
7.743999999999999773e+01 -1.651234177521569915e-08
7.743999999999999773e+01 -1.651234177521569915e-08
7.751999999999999602e+01 -1.661705925690409842e-08
7.751999999999999602e+01 -1.661705925690409842e-08
7.751999999999999602e+01 -1.661705925690409842e-08
7.759999999999999432e+01 -1.685449011597550027e-08
7.759999999999999432e+01 -1.685449011597550027e-08
7.759999999999999432e+01 -1.685449011597550027e-08
7.759999999999999432e+01 -1.685449011597550027e-08
7.768000000000000682e+01 -1.713601771151060144e-08
7.768000000000000682e+01 -1.713601771151060144e-08
7.768000000000000682e+01 -1.713601771151060144e-08
7.776000000000000512e+01 -1.730426543923790051e-08
7.776000000000000512e+01 -1.730426543923790051e-08
7.776000000000000512e+01 -1.730426543923790051e-08
7.776000000000000512e+01 -1.730426543923790051e-08
7.784000000000000341e+01 -1.722311049557579993e-08
7.784000000000000341e+01 -1.722311049557579993e-08
7.784000000000000341e+01 -1.722311049557579993e-08
7.792000000000000171e+01 -1.687710011157989991e-08
7.792000000000000171e+01 -1.687710011157989991e-08
7.792000000000000171e+01 -1.687710011157989991e-08
7.792000000000000171e+01 -1.687710011157989991e-08
7.800000000000000000e+01 -1.641200959243069991e-08
7.800000000000000000e+01 -1.641200959243069991e-08
7.800000000000000000e+01 -1.641200959243069991e-08
7.807999999999999829e+01 -1.607579913303269838e-08
7.807999999999999829e+01 -1.607579913303269838e-08
7.807999999999999829e+01 -1.607579913303269838e-08
7.807999999999999829e+01 -1.607579913303269838e-08
7.815999999999999659e+01 -1.608032909949819890e-08
7.815999999999999659e+01 -1.608032909949819890e-08
7.815999999999999659e+01 -1.608032909949819890e-08
7.823999999999999488e+01 -1.646195318243719907e-08
7.823999999999999488e+01 -1.646195318243719907e-08
7.823999999999999488e+01 -1.646195318243719907e-08
7.823999999999999488e+01 -1.646195318243719907e-08
7.831999999999999318e+01 -1.703310216130320108e-08
7.831999999999999318e+01 -1.703310216130320108e-08
7.831999999999999318e+01 -1.703310216130320108e-08
7.840000000000000568e+01 -1.747062606649310012e-08
7.840000000000000568e+01 -1.747062606649310012e-08
7.840000000000000568e+01 -1.747062606649310012e-08
7.840000000000000568e+01 -1.747062606649310012e-08
7.848000000000000398e+01 -1.750236543227130099e-08
7.848000000000000398e+01 -1.750236543227130099e-08
7.848000000000000398e+01 -1.750236543227130099e-08
7.856000000000000227e+01 -1.708295728456720144e-08
7.856000000000000227e+01 -1.708295728456720144e-08
7.856000000000000227e+01 -1.708295728456720144e-08
7.856000000000000227e+01 -1.708295728456720144e-08
7.864000000000000057e+01 -1.644308584633630007e-08
7.864000000000000057e+01 -1.644308584633630007e-08
7.864000000000000057e+01 -1.644308584633630007e-08
7.871999999999999886e+01 -1.596658610707260142e-08
7.871999999999999886e+01 -1.596658610707260142e-08
7.871999999999999886e+01 -1.596658610707260142e-08
7.871999999999999886e+01 -1.596658610707260142e-08
7.879999999999999716e+01 -1.595887406119929879e-08
7.879999999999999716e+01 -1.595887406119929879e-08
7.879999999999999716e+01 -1.595887406119929879e-08
7.887999999999999545e+01 -1.644820003456739837e-08
7.887999999999999545e+01 -1.644820003456739837e-08
7.887999999999999545e+01 -1.644820003456739837e-08
7.887999999999999545e+01 -1.644820003456739837e-08
7.895999999999999375e+01 -1.715182236745089946e-08
7.895999999999999375e+01 -1.715182236745089946e-08
7.895999999999999375e+01 -1.715182236745089946e-08
7.904000000000000625e+01 -1.764051106304950150e-08
7.904000000000000625e+01 -1.764051106304950150e-08
7.904000000000000625e+01 -1.764051106304950150e-08
7.904000000000000625e+01 -1.764051106304950150e-08
7.912000000000000455e+01 -1.760609330707009857e-08
7.912000000000000455e+01 -1.760609330707009857e-08
7.912000000000000455e+01 -1.760609330707009857e-08
7.920000000000000284e+01 -1.706254153667969943e-08
7.920000000000000284e+01 -1.706254153667969943e-08
7.920000000000000284e+01 -1.706254153667969943e-08
7.920000000000000284e+01 -1.706254153667969943e-08
7.928000000000000114e+01 -1.634535975436560101e-08
7.928000000000000114e+01 -1.634535975436560101e-08
7.928000000000000114e+01 -1.634535975436560101e-08
7.935999999999999943e+01 -1.590141365339340085e-08
7.935999999999999943e+01 -1.590141365339340085e-08
7.935999999999999943e+01 -1.590141365339340085e-08
7.935999999999999943e+01 -1.590141365339340085e-08
7.943999999999999773e+01 -1.600179125896100019e-08
7.943999999999999773e+01 -1.600179125896100019e-08
7.943999999999999773e+01 -1.600179125896100019e-08
7.951999999999999602e+01 -1.656769950113530045e-08
7.951999999999999602e+01 -1.656769950113530045e-08
7.951999999999999602e+01 -1.656769950113530045e-08
7.951999999999999602e+01 -1.656769950113530045e-08
7.959999999999999432e+01 -1.722783696030109916e-08
7.959999999999999432e+01 -1.722783696030109916e-08
7.959999999999999432e+01 -1.722783696030109916e-08
7.968000000000000682e+01 -1.756807972908670061e-08
7.968000000000000682e+01 -1.756807972908670061e-08
7.968000000000000682e+01 -1.756807972908670061e-08
7.968000000000000682e+01 -1.756807972908670061e-08
7.976000000000000512e+01 -1.740114060219649864e-08
7.976000000000000512e+01 -1.740114060219649864e-08
7.976000000000000512e+01 -1.740114060219649864e-08
7.984000000000000341e+01 -1.687283944288479839e-08
7.984000000000000341e+01 -1.687283944288479839e-08
7.984000000000000341e+01 -1.687283944288479839e-08
7.984000000000000341e+01 -1.687283944288479839e-08
7.992000000000000171e+01 -1.634228412135459851e-08
7.992000000000000171e+01 -1.634228412135459851e-08
7.992000000000000171e+01 -1.634228412135459851e-08
8.000000000000000000e+01 -1.613395039449780118e-08
8.000000000000000000e+01 -1.613395039449780118e-08
8.000000000000000000e+01 -1.613395039449780118e-08
8.000000000000000000e+01 -1.613395039449780118e-08
8.007999999999999829e+01 -1.633892614744340017e-08
8.007999999999999829e+01 -1.633892614744340017e-08
8.007999999999999829e+01 -1.633892614744340017e-08
8.015999999999999659e+01 -1.678849523933589926e-08
8.015999999999999659e+01 -1.678849523933589926e-08
8.015999999999999659e+01 -1.678849523933589926e-08
8.015999999999999659e+01 -1.678849523933589926e-08
8.023999999999999488e+01 -1.719110676327769970e-08
8.023999999999999488e+01 -1.719110676327769970e-08
8.023999999999999488e+01 -1.719110676327769970e-08
8.031999999999999318e+01 -1.732024514356989841e-08
8.031999999999999318e+01 -1.732024514356989841e-08
8.031999999999999318e+01 -1.732024514356989841e-08
8.031999999999999318e+01 -1.732024514356989841e-08
8.040000000000000568e+01 -1.713208385358719966e-08
8.040000000000000568e+01 -1.713208385358719966e-08
8.040000000000000568e+01 -1.713208385358719966e-08
8.048000000000000398e+01 -1.676070303079660087e-08
8.048000000000000398e+01 -1.676070303079660087e-08
8.048000000000000398e+01 -1.676070303079660087e-08
8.048000000000000398e+01 -1.676070303079660087e-08
8.056000000000000227e+01 -1.641894968292049895e-08
8.056000000000000227e+01 -1.641894968292049895e-08
8.056000000000000227e+01 -1.641894968292049895e-08
8.064000000000000057e+01 -1.627465691322419929e-08
8.064000000000000057e+01 -1.627465691322419929e-08
8.064000000000000057e+01 -1.627465691322419929e-08
8.064000000000000057e+01 -1.627465691322419929e-08
8.071999999999999886e+01 -1.636894885901169960e-08
8.071999999999999886e+01 -1.636894885901169960e-08
8.071999999999999886e+01 -1.636894885901169960e-08
8.079999999999999716e+01 -1.661358400001490131e-08
8.079999999999999716e+01 -1.661358400001490131e-08
8.079999999999999716e+01 -1.661358400001490131e-08
