t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 5.407735373411372465e-12 9.284987062381123277e-18
1.600000000000000033e-01 5.408589380863550271e-12 9.249564779803450368e-18
3.200000000000000067e-01 5.409784991296784506e-12 9.199973584194834945e-18
4.799999999999999822e-01 5.411322204710893418e-12 9.136213475554361806e-18
6.400000000000000133e-01 5.413201021105876199e-12 9.058284453882679604e-18
8.000000000000000444e-01 5.415303225633577942e-12 8.716163337228804307e-18
9.599999999999999645e-01 5.417699747203082715e-12 8.259864034763011716e-18
1.120000000000000107e+00 5.420390585814159489e-12 7.689386546486130749e-18
1.280000000000000027e+00 5.423375741466983556e-12 7.004730872396552870e-18
1.439999999999999947e+00 5.426379603579060986e-12 6.282167510895329330e-18
1.600000000000000089e+00 5.429567538499984266e-12 5.475934162943319740e-18
1.760000000000000009e+00 5.432939546229661305e-12 4.586030828540537196e-18
1.919999999999999929e+00 5.436495626768135725e-12 3.612457507682675319e-18
2.080000000000000071e+00 5.437571343250124407e-12 2.833189734779912280e-18
2.240000000000000213e+00 5.437765357794681546e-12 2.081442189192563152e-18
2.399999999999999911e+00 5.437077670401933158e-12 1.357214870915472605e-18
2.560000000000000053e+00 5.435508281071756459e-12 6.605077799408669115e-19
2.720000000000000195e+00 5.430659140091159134e-12 -6.190679329534249187e-20
2.879999999999999893e+00 5.423969077287905068e-12 -7.780922230456738037e-19
3.040000000000000036e+00 5.415438092662117853e-12 -1.488048509336700668e-18
3.200000000000000178e+00 5.405066186213649663e-12 -2.191775652143795401e-18
3.359999999999999876e+00 5.395551907450071508e-12 -2.524682596600717315e-18
3.520000000000000018e+00 5.385276126666849345e-12 -2.705523975642890530e-18
3.680000000000000160e+00 5.374238843863933899e-12 -2.734299789254526658e-18
3.839999999999999858e+00 5.362440059041505307e-12 -2.611010037454129649e-18
4.000000000000000000e+00 5.357515567443400007e-12 -2.403028115890445910e-18
4.160000000000000142e+00 5.354883891923455077e-12 -2.069929987214504571e-18
4.320000000000000284e+00 5.354545032481512997e-12 -1.611715651337867697e-18
4.480000000000000426e+00 5.356498989117560843e-12 -1.028385108333282479e-18
4.639999999999999680e+00 5.365562874067071993e-12 -4.053594904022535079e-19
4.799999999999999822e+00 5.378846419988854832e-12 3.086138819256275215e-19
4.959999999999999964e+00 5.396349626882735683e-12 1.113535008435672095e-18
5.120000000000000107e+00 5.418072494748830870e-12 2.009403889209517782e-18
5.280000000000000249e+00 5.438309915276684593e-12 2.868857679198757717e-18
5.440000000000000391e+00 5.460484953452514757e-12 3.768314085450603008e-18
5.599999999999999645e+00 5.484597609276328630e-12 4.707773107867868535e-18
5.759999999999999787e+00 5.510647882748143178e-12 5.687234746572281929e-18
5.919999999999999929e+00 5.525131307698005160e-12 6.684224203333472083e-18
6.080000000000000071e+00 5.536150563827915602e-12 7.712226357028578097e-18
6.240000000000000213e+00 5.543705651137809880e-12 8.771241207697885803e-18
6.400000000000000355e+00 5.547796569627849552e-12 9.861268755331831803e-18
6.559999999999999609e+00 5.540166500684253061e-12 1.076157538034352121e-17
6.719999999999999751e+00 5.525769535475346533e-12 1.160460125448236816e-17
6.879999999999999893e+00 5.504605674001180052e-12 1.239034637779780742e-17
7.040000000000000036e+00 5.476674916261534705e-12 1.311881075020980350e-17
7.200000000000000178e+00 5.449419439022869493e-12 1.362195517980266336e-17
7.360000000000000320e+00 5.418373936225256025e-12 1.400060318152331856e-17
7.519999999999999574e+00 5.383538407868833241e-12 1.425475475560873244e-17
7.679999999999999716e+00 5.344912853953555097e-12 1.438440990208610683e-17
7.839999999999999858e+00 5.321018022167146671e-12 1.454178431882557590e-17
8.000000000000000000e+00 5.300741463897071629e-12 1.463554858698796999e-17
8.160000000000000142e+00 5.284083179143237882e-12 1.466570270669388006e-17
8.320000000000000284e+00 5.271043167905692282e-12 1.463224667791913184e-17
8.480000000000000426e+00 5.274261511969370755e-12 1.434507121528095719e-17
8.640000000000000568e+00 5.286154162263286220e-12 1.391824189000334458e-17
8.800000000000000711e+00 5.306721118787471796e-12 1.335175870206056977e-17
8.960000000000000853e+00 5.335962381541893556e-12 1.264562165147526320e-17
9.119999999999999218e+00 5.367956968022367976e-12 1.213733878870725536e-17
9.279999999999999361e+00 5.406257467731175595e-12 1.162440528348167933e-17
9.439999999999999503e+00 5.450863880668797859e-12 1.110682113580726959e-17
9.599999999999999645e+00 5.501776206834696776e-12 1.058458634556897571e-17
9.759999999999999787e+00 5.539383798671849993e-12 9.830212709693894518e-18
9.919999999999999929e+00 5.575453044714483685e-12 8.980193149927829607e-18
1.008000000000000007e+01 5.609983944962738409e-12 8.034527666674788690e-18
1.024000000000000021e+01 5.642976499416424332e-12 6.993216259270738856e-18
1.040000000000000036e+01 5.658994871847228853e-12 5.908429150684344183e-18
1.056000000000000050e+01 5.667300563992140339e-12 4.748864207053913445e-18
