t ml_ham
0.000000000000000000e+00 -1.293025062646350077e-03
0.000000000000000000e+00 -1.293025062646350077e-03
0.000000000000000000e+00 -1.293025062646350077e-03
1.600000000000000033e-01 -1.476809969603129925e-03
1.600000000000000033e-01 -1.476809969603129925e-03
1.600000000000000033e-01 -1.476809969603129925e-03
3.200000000000000067e-01 -1.607347062275739976e-03
3.200000000000000067e-01 -1.607347062275739976e-03
3.200000000000000067e-01 -1.607347062275739976e-03
4.799999999999999822e-01 -1.493667395337299961e-03
4.799999999999999822e-01 -1.493667395337299961e-03
4.799999999999999822e-01 -1.493667395337299961e-03
6.400000000000000133e-01 -1.352007247206540082e-03
6.400000000000000133e-01 -1.352007247206540082e-03
6.400000000000000133e-01 -1.352007247206540082e-03
8.000000000000000444e-01 -1.614412749066159976e-03
8.000000000000000444e-01 -1.614412749066159976e-03
8.000000000000000444e-01 -1.614412749066159976e-03
9.599999999999999645e-01 -1.433011096906850043e-03
9.599999999999999645e-01 -1.433011096906850043e-03
9.599999999999999645e-01 -1.433011096906850043e-03
1.120000000000000107e+00 -1.403257596513510013e-03
1.120000000000000107e+00 -1.403257596513510013e-03
1.120000000000000107e+00 -1.403257596513510013e-03
1.280000000000000027e+00 -1.262277990595990019e-03
1.280000000000000027e+00 -1.262277990595990019e-03
1.280000000000000027e+00 -1.262277990595990019e-03
1.439999999999999947e+00 -1.487448696443779972e-03
1.439999999999999947e+00 -1.487448696443779972e-03
1.439999999999999947e+00 -1.487448696443779972e-03
1.600000000000000089e+00 -1.775957965395329966e-03
1.600000000000000089e+00 -1.775957965395329966e-03
1.600000000000000089e+00 -1.775957965395329966e-03
1.760000000000000009e+00 -1.319155818692850082e-03
1.760000000000000009e+00 -1.319155818692850082e-03
1.760000000000000009e+00 -1.319155818692850082e-03
1.919999999999999929e+00 -1.334357388906029984e-03
1.919999999999999929e+00 -1.334357388906029984e-03
1.919999999999999929e+00 -1.334357388906029984e-03
2.080000000000000071e+00 -1.352140846407029907e-03
2.080000000000000071e+00 -1.352140846407029907e-03
2.080000000000000071e+00 -1.352140846407029907e-03
2.240000000000000213e+00 -1.555039201448179999e-03
2.240000000000000213e+00 -1.555039201448179999e-03
2.240000000000000213e+00 -1.555039201448179999e-03
2.399999999999999911e+00 -1.137616687235540108e-03
2.399999999999999911e+00 -1.137616687235540108e-03
2.399999999999999911e+00 -1.137616687235540108e-03
