t ml_ham
0.000000000000000000e+00 -1.611640237969559977e-03
0.000000000000000000e+00 -1.611640237969559977e-03
0.000000000000000000e+00 -1.611640237969559977e-03
0.000000000000000000e+00 -1.611640237969559977e-03
3.200000000000000067e-01 -1.865275289771949931e-03
3.200000000000000067e-01 -1.865275289771949931e-03
3.200000000000000067e-01 -1.865275289771949931e-03
3.200000000000000067e-01 -1.865275289771949931e-03
6.400000000000000133e-01 -1.277255954875310042e-03
6.400000000000000133e-01 -1.277255954875310042e-03
6.400000000000000133e-01 -1.277255954875310042e-03
6.400000000000000133e-01 -1.277255954875310042e-03
9.599999999999999645e-01 -1.227764979264350060e-03
9.599999999999999645e-01 -1.227764979264350060e-03
9.599999999999999645e-01 -1.227764979264350060e-03
9.599999999999999645e-01 -1.227764979264350060e-03
1.280000000000000027e+00 -1.515608130868939920e-03
1.280000000000000027e+00 -1.515608130868939920e-03
1.280000000000000027e+00 -1.515608130868939920e-03
1.280000000000000027e+00 -1.515608130868939920e-03
1.600000000000000089e+00 -8.739936435039850080e-04
1.600000000000000089e+00 -8.739936435039850080e-04
1.600000000000000089e+00 -8.739936435039850080e-04
1.600000000000000089e+00 -8.739936435039850080e-04
1.919999999999999929e+00 -1.186901743631690051e-03
1.919999999999999929e+00 -1.186901743631690051e-03
1.919999999999999929e+00 -1.186901743631690051e-03
1.919999999999999929e+00 -1.186901743631690051e-03
2.240000000000000213e+00 -5.341952235528970097e-04
2.240000000000000213e+00 -5.341952235528970097e-04
2.240000000000000213e+00 -5.341952235528970097e-04
2.240000000000000213e+00 -5.341952235528970097e-04
2.560000000000000053e+00 -1.131096719666899912e-03
2.560000000000000053e+00 -1.131096719666899912e-03
2.560000000000000053e+00 -1.131096719666899912e-03
2.560000000000000053e+00 -1.131096719666899912e-03
2.879999999999999893e+00 -4.115167522083919911e-04
2.879999999999999893e+00 -4.115167522083919911e-04
2.879999999999999893e+00 -4.115167522083919911e-04
2.879999999999999893e+00 -4.115167522083919911e-04
3.200000000000000178e+00 -3.024553198558849730e-04
3.200000000000000178e+00 -3.024553198558849730e-04
3.200000000000000178e+00 -3.024553198558849730e-04
3.200000000000000178e+00 -3.024553198558849730e-04
3.520000000000000018e+00 -4.139802803486920054e-04
3.520000000000000018e+00 -4.139802803486920054e-04
3.520000000000000018e+00 -4.139802803486920054e-04
3.520000000000000018e+00 -4.139802803486920054e-04
3.839999999999999858e+00 -8.270429231471140364e-04
3.839999999999999858e+00 -8.270429231471140364e-04
3.839999999999999858e+00 -8.270429231471140364e-04
3.839999999999999858e+00 -8.270429231471140364e-04
4.160000000000000142e+00 4.824130778967469996e-04
4.160000000000000142e+00 4.824130778967469996e-04
4.160000000000000142e+00 4.824130778967469996e-04
4.160000000000000142e+00 4.824130778967469996e-04
4.480000000000000426e+00 -5.293374768588599661e-04
4.480000000000000426e+00 -5.293374768588599661e-04
4.480000000000000426e+00 -5.293374768588599661e-04
4.480000000000000426e+00 -5.293374768588599661e-04
4.799999999999999822e+00 5.088904377668620143e-05
4.799999999999999822e+00 5.088904377668620143e-05
4.799999999999999822e+00 5.088904377668620143e-05
4.799999999999999822e+00 5.088904377668620143e-05
5.120000000000000107e+00 5.902487090010610310e-05
5.120000000000000107e+00 5.902487090010610310e-05
5.120000000000000107e+00 5.902487090010610310e-05
5.120000000000000107e+00 5.902487090010610310e-05
5.440000000000000391e+00 -3.681966693182880186e-04
