t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 2.025560696820401373e-10 1.081746463713218889e-15
1.600000000000000033e-01 2.020794912951154100e-10 1.021207510833500707e-15
3.200000000000000067e-01 2.012925959136603188e-10 9.193180525459135515e-16
4.799999999999999822e-01 2.010533722103897710e-10 8.419344467539420406e-16
6.400000000000000133e-01 2.005790508787890068e-10 7.604168756922489222e-16
8.000000000000000444e-01 1.996046319748927672e-10 6.704260072293336970e-16
9.599999999999999645e-01 1.982079709185635047e-10 5.731080733100997132e-16
1.120000000000000107e+00 1.967703093006102560e-10 4.641690111369793927e-16
1.280000000000000027e+00 1.946830737932625401e-10 3.361143270824677682e-16
1.439999999999999947e+00 1.932953567760065946e-10 2.644567316169103091e-16
1.600000000000000089e+00 1.921549053499208553e-10 2.244458771908779334e-16
1.760000000000000009e+00 1.918599564890300288e-10 1.803379982429033514e-16
1.919999999999999929e+00 1.913557919230526088e-10 1.425765431180988946e-16
2.080000000000000071e+00 1.919911455764370265e-10 1.611923661699255203e-16
2.240000000000000213e+00 1.933139175380425587e-10 2.201202599371428904e-16
2.399999999999999911e+00 1.952294273559743521e-10 3.197778021227743008e-16
2.560000000000000053e+00 1.968981748793855635e-10 4.679716699940841197e-16
2.720000000000000195e+00 1.989771545218492937e-10 6.071698688242885967e-16
2.879999999999999893e+00 2.012475505541750255e-10 7.572267316225208044e-16
3.040000000000000036e+00 2.026358366128715167e-10 9.545196177859142014e-16
3.200000000000000178e+00 2.037184761542862911e-10 1.197574790431133171e-15
3.359999999999999876e+00 2.044474107318434651e-10 1.378684653047980356e-15
3.520000000000000018e+00 2.048427693117399995e-10 1.534337115887145605e-15
3.680000000000000160e+00 2.049851911391528760e-10 1.673425900837486692e-15
3.839999999999999858e+00 2.058408089919501936e-10 1.796340104744367946e-15
4.000000000000000000e+00 2.067471856558055986e-10 1.865143816139651449e-15
4.160000000000000142e+00 2.079312855870969051e-10 1.892838814818601853e-15
4.320000000000000284e+00 2.088240540656550927e-10 1.843813637253577222e-15
4.480000000000000426e+00 2.099543800418069274e-10 1.719761255652810536e-15
4.639999999999999680e+00 2.103914351539244482e-10 1.589851633723266382e-15
4.799999999999999822e+00 2.104499147681868374e-10 1.431053240923973116e-15
4.959999999999999964e+00 2.098903455457759368e-10 1.217145596098482767e-15
5.120000000000000107e+00 2.077915807883797622e-10 9.435341303571765123e-16
5.280000000000000249e+00 2.062422711298256894e-10 6.986033787643223961e-16
5.440000000000000391e+00 2.045464504441758134e-10 4.526382580791056631e-16
5.599999999999999645e+00 2.038628894975764239e-10 2.326405159441147717e-16
5.759999999999999787e+00 2.018876382463481709e-10 3.338424994158695631e-17
5.919999999999999929e+00 2.019983126189020226e-10 -1.382773195922738293e-16
6.080000000000000071e+00 2.030661456218703461e-10 -2.851552747215346601e-16
6.240000000000000213e+00 2.044892758106353827e-10 -3.537176051900328885e-16
6.400000000000000355e+00 2.049395875448566505e-10 -3.393291334141150980e-16
