t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 3.971397459820700654e-11 1.144334055447371706e-16
1.600000000000000033e-01 3.975004531454169497e-11 1.134337660531218279e-16
3.200000000000000067e-01 3.980624690801957195e-11 1.120329777910985728e-16
4.799999999999999822e-01 3.980079197669527114e-11 1.102697630018583772e-16
6.400000000000000133e-01 3.968643239475428181e-11 1.080025028061916743e-16
8.000000000000000444e-01 3.975298905326504029e-11 1.048530874198198611e-16
9.599999999999999645e-01 3.990543694179114231e-11 1.010683607267648148e-16
1.120000000000000107e+00 3.997034123172888589e-11 9.684121651851877569e-17
1.280000000000000027e+00 3.969637782759528693e-11 9.196106757085629951e-17
1.439999999999999947e+00 3.963402568642876156e-11 8.776390080835471389e-17
1.600000000000000089e+00 3.960246247059310307e-11 8.346158493885719322e-17
1.760000000000000009e+00 3.976744164045817777e-11 7.921589867190466342e-17
1.919999999999999929e+00 3.992039893587279761e-11 7.495531208696699448e-17
2.080000000000000071e+00 4.009541832628340935e-11 7.205292325471014160e-17
2.240000000000000213e+00 4.028685153469735640e-11 6.965432713117839331e-17
2.399999999999999911e+00 4.050209571013197416e-11 6.815990823142235176e-17
2.560000000000000053e+00 4.059359059740425276e-11 6.716082069534088136e-17
2.720000000000000195e+00 4.080866971294600693e-11 6.771424033572751195e-17
2.879999999999999893e+00 4.106714633852564364e-11 6.918623995876798602e-17
3.040000000000000036e+00 4.114933616436772761e-11 7.145525339838028735e-17
3.200000000000000178e+00 4.044552542547892244e-11 7.449045570419185579e-17
3.359999999999999876e+00 4.038595913528340760e-11 7.875035922162738950e-17
3.520000000000000018e+00 4.048905927994325833e-11 8.402185391626083624e-17
3.680000000000000160e+00 4.048677697557527700e-11 9.026620721356734462e-17
3.839999999999999858e+00 3.951137268784598508e-11 9.773187443087120451e-17
4.000000000000000000e+00 3.933901142459230055e-11 1.053825659183076478e-16
4.160000000000000142e+00 3.936868150908316073e-11 1.137765667482040436e-16
4.320000000000000284e+00 3.939848266743268507e-11 1.232445967191801191e-16
4.480000000000000426e+00 3.921624066184695272e-11 1.339654258533573061e-16
4.639999999999999680e+00 3.913881478801564013e-11 1.435052400476699602e-16
4.799999999999999822e+00 3.905471402905434176e-11 1.529984187801530839e-16
