t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 5.096679140399447655e-11 9.624077370178442275e-17
1.600000000000000033e-01 5.185094037888792801e-11 9.196656473526565924e-17
3.200000000000000067e-01 5.332452200371092226e-11 8.484288312180320296e-17
4.799999999999999822e-01 5.472205258471667673e-11 7.448930866531640277e-17
6.400000000000000133e-01 5.626536001982151584e-11 6.103264809642467895e-17
8.000000000000000444e-01 5.745980748027579739e-11 4.752017050193167748e-17
9.599999999999999645e-01 5.847027390899690672e-11 3.293611952095978510e-17
1.120000000000000107e+00 5.880350509763085508e-11 2.040740805173393311e-17
1.280000000000000027e+00 5.862391911562954290e-11 8.891731796290513282e-18
1.439999999999999947e+00 5.796713312087200018e-11 -1.017157831903127463e-19
1.600000000000000089e+00 5.682127472739830253e-11 -7.075999179497373827e-18
1.760000000000000009e+00 5.564740919764689755e-11 -6.432134969503579279e-18
1.919999999999999929e+00 5.429184811080584612e-11 -3.645095682599759374e-20
2.080000000000000071e+00 5.308290549005239004e-11 9.867921869697078623e-18
2.240000000000000213e+00 5.191114332766121288e-11 2.402869384002373438e-17
2.399999999999999911e+00 5.073255512347709231e-11 4.057922370693452636e-17
2.560000000000000053e+00 4.956180971088478149e-11 6.014172521671527582e-17
2.720000000000000195e+00 4.833871961565167447e-11 7.869492672456043209e-17
2.879999999999999893e+00 4.708334732918853220e-11 9.757925210771583969e-17
3.040000000000000036e+00 4.608816547516386023e-11 1.126975591150866097e-16
3.200000000000000178e+00 4.525568317902072533e-11 1.254155618287270316e-16
3.359999999999999876e+00 4.499498536948392434e-11 1.336824366379925736e-16
3.520000000000000018e+00 4.516971040364537690e-11 1.381817914155556813e-16
3.680000000000000160e+00 4.569091048832484156e-11 1.369333123210797978e-16
3.839999999999999858e+00 4.658823488791531423e-11 1.305971039637176008e-16
4.000000000000000000e+00 4.710692890090495545e-11 1.234399541734380500e-16
4.160000000000000142e+00 4.749857742779842903e-11 1.140396003259892239e-16
4.320000000000000284e+00 4.697421919101571317e-11 1.025135574638699745e-16
