t re(Psi4_2_0) im(Psi4_2_0)  
0.000000000000000000e+00 5.071637980760086929e-09 3.361521021718965517e-14
1.600000000000000033e-01 5.035246612117014874e-09 3.454528175681655420e-14
3.200000000000000067e-01 4.974594331045159183e-09 3.609540098952353609e-14
4.799999999999999822e-01 4.934889423288327492e-09 3.832506814504821805e-14
6.400000000000000133e-01 4.901062460265181932e-09 4.121444981347865002e-14
8.000000000000000444e-01 4.880342706014364634e-09 4.444009495499805997e-14
9.599999999999999645e-01 4.870320405856212414e-09 4.810982058286763596e-14
1.120000000000000107e+00 4.871591318695160442e-09 5.177422077105949587e-14
1.280000000000000027e+00 4.883956858229655882e-09 5.558309749491464519e-14
1.439999999999999947e+00 4.902067504832498987e-09 5.905371681754700353e-14
1.600000000000000089e+00 4.927706431712775639e-09 6.234699005121351244e-14
1.760000000000000009e+00 4.953354978220723664e-09 6.504161955561857668e-14
1.919999999999999929e+00 4.981519364572994420e-09 6.727803787751272605e-14
2.080000000000000071e+00 5.006430315927175071e-09 6.878459699739596115e-14
2.240000000000000213e+00 5.030010923897300383e-09 6.965184625507948075e-14
2.399999999999999911e+00 5.050059051296446315e-09 6.981034039813717423e-14
2.560000000000000053e+00 5.067308743853535987e-09 6.928322784404594324e-14
2.720000000000000195e+00 5.082605681292446832e-09 6.821721813620871961e-14
2.879999999999999893e+00 5.095667970371978465e-09 6.656340809343869455e-14
3.040000000000000036e+00 5.108580469322623014e-09 6.465033615538073068e-14
3.200000000000000178e+00 5.120648225400765642e-09 6.236848950885518531e-14
3.359999999999999876e+00 5.133178581446608748e-09 6.016307247683707954e-14
3.520000000000000018e+00 5.145735756513361122e-09 5.788568361826931259e-14
3.680000000000000160e+00 5.157382245855418699e-09 5.600744977670586931e-14
3.839999999999999858e+00 5.168430551054572850e-09 5.437132867095471907e-14
4.000000000000000000e+00 5.175517915729141769e-09 5.337633364488954237e-14
4.160000000000000142e+00 5.179765258672885664e-09 5.288946025051827226e-14
4.320000000000000284e+00 5.177034703620622592e-09 5.315571677523898034e-14
4.480000000000000426e+00 5.168705542660808023e-09 5.409343378992636613e-14
4.639999999999999680e+00 5.152817617624622806e-09 5.574340363484217840e-14
4.799999999999999822e+00 5.130024314568319588e-09 5.809202886318418263e-14
4.959999999999999964e+00 5.102816700449637748e-09 6.096357673665679121e-14
5.120000000000000107e+00 5.070364419615950068e-09 6.441662483466587423e-14
5.280000000000000249e+00 5.038997221759125401e-09 6.809390176631768529e-14
5.440000000000000391e+00 5.006605190315261506e-09 7.211449799524630469e-14
5.599999999999999645e+00 4.979597640095181069e-09 7.601163322472284275e-14
5.759999999999999787e+00 4.955838132828588632e-09 7.994090088697173814e-14
5.919999999999999929e+00 4.937522923468796691e-09 8.342566690294717012e-14
6.080000000000000071e+00 4.923919927031417929e-09 8.662480929894719540e-14
6.240000000000000213e+00 4.911900647883771898e-09 8.914833603883125573e-14
6.400000000000000355e+00 4.902507917903414059e-09 9.112624446795802547e-14
6.559999999999999609e+00 4.890845146164824266e-09 9.234036551959168374e-14
6.719999999999999751e+00 4.878544529643117170e-09 9.286342221599480861e-14
6.879999999999999893e+00 4.864582538313924991e-09 9.269857332364113904e-14
7.040000000000000036e+00 4.849300348852061806e-09 9.184476592036733469e-14
7.200000000000000178e+00 4.838345246392748978e-09 9.052301772153116785e-14
7.360000000000000320e+00 4.829834802557674237e-09 8.865965615535110679e-14
7.519999999999999574e+00 4.832953136367755913e-09 8.665577953933681986e-14
7.679999999999999716e+00 4.844638874816059005e-09 8.437768843431733213e-14
7.839999999999999858e+00 4.870333085580544785e-09 8.231672821276417207e-14
8.000000000000000000e+00 4.908222079435242432e-09 8.030911708385243242e-14
8.160000000000000142e+00 4.954222395029350745e-09 7.884005754371920216e-14
8.320000000000000284e+00 5.009695186146390991e-09 7.774781542698474060e-14
8.480000000000000426e+00 5.061740852547944794e-09 7.740465500230186292e-14
8.640000000000000568e+00 5.114659260980104189e-09 7.768648818013134794e-14
8.800000000000000711e+00 5.153984543841876317e-09 7.877756203422386907e-14
8.960000000000000853e+00 5.184538657000240049e-09 8.061646087334101162e-14
9.119999999999999218e+00 5.198853576889458357e-09 8.315594535591902087e-14
9.279999999999999361e+00 5.199418644698069443e-09 8.641176192913279360e-14
9.439999999999999503e+00 5.189213353760614884e-09 9.012173598486279590e-14
9.599999999999999645e+00 5.167244539632154016e-09 9.437325905914203138e-14
9.759999999999999787e+00 5.142852149089764810e-09 9.874284453292589905e-14
9.919999999999999929e+00 5.112922866541138401e-09 1.033716546125473479e-13
1.008000000000000007e+01 5.085127398496286350e-09 1.077686348008131302e-13
1.024000000000000021e+01 5.056908842785082656e-09 1.120974699301106579e-13
1.040000000000000036e+01 5.028978987143792481e-09 1.159014008972345571e-13
1.056000000000000050e+01 5.001100568993785122e-09 1.193326807365895474e-13
1.072000000000000064e+01 4.968737119676028860e-09 1.220662910747369058e-13
1.088000000000000078e+01 4.933400795410281448e-09 1.242105713695073072e-13
1.103999999999999915e+01 4.892314755152644829e-09 1.256354383157629800e-13
1.119999999999999929e+01 4.846404612584579379e-09 1.263842530152329653e-13
1.135999999999999943e+01 4.800704030347389118e-09 1.265517539186727328e-13
1.151999999999999957e+01 4.753535120893988146e-09 1.261063615424746256e-13
1.167999999999999972e+01 4.717277167830004653e-09 1.253445920127203054e-13
1.183999999999999986e+01 4.687803743286821186e-09 1.241676066207076472e-13
1.200000000000000000e+01 4.677708055058217066e-09 1.230055289885315920e-13
1.216000000000000014e+01 4.682792367212949889e-09 1.217149845754914784e-13
1.232000000000000028e+01 4.707508799159197006e-09 1.207706756040666261e-13
1.248000000000000043e+01 4.750373311094182175e-09 1.200143680000807104e-13
1.264000000000000057e+01 4.804619599147191860e-09 1.198600659182668733e-13
1.280000000000000071e+01 4.872503097941789795e-09 1.201697679737094731e-13
1.296000000000000085e+01 4.940380523111703843e-09 1.212098469872249003e-13
1.311999999999999922e+01 5.012799636112494258e-09 1.228915120185513072e-13
1.327999999999999936e+01 5.077124236111278984e-09 1.252756830221348295e-13
1.343999999999999950e+01 5.137566390052369135e-09 1.283420533465000860e-13
1.359999999999999964e+01 5.187538448479203607e-09 1.319321631779868564e-13
1.375999999999999979e+01 5.229236294543978808e-09 1.360988324544819313e-13
1.391999999999999993e+01 5.260993998192231182e-09 1.404978067233842241e-13
1.408000000000000007e+01 5.283366869442053484e-09 1.452438374688875167e-13
1.424000000000000021e+01 5.294759895439697856e-09 1.498832997617791781e-13
1.440000000000000036e+01 5.295704747136434814e-09 1.545674019117953720e-13
1.456000000000000050e+01 5.281805856045288107e-09 1.588268045238211203e-13
1.472000000000000064e+01 5.254528411661938820e-09 1.628179540628966845e-13
1.488000000000000078e+01 5.209333649424359393e-09 1.661645229893780655e-13
1.503999999999999915e+01 5.147734490853054730e-09 1.689919538164844063e-13
1.519999999999999929e+01 5.071245533229242367e-09 1.710980496606364392e-13
1.535999999999999943e+01 4.979361910792561126e-09 1.725502094830297694e-13
1.551999999999999957e+01 4.883581176244698544e-09 1.733684354769066632e-13
1.567999999999999972e+01 4.780070812018528013e-09 1.735460602445274735e-13
1.583999999999999986e+01 4.687615242795410851e-09 1.733229665327979643e-13
1.600000000000000000e+01 4.599952993681483022e-09 1.726191934260845132e-13
1.616000000000000014e+01 4.534947691498329099e-09 1.718483195640981015e-13
1.632000000000000028e+01 4.486644793972050334e-09 1.708724854002606104e-13
1.648000000000000043e+01 4.464010289709257206e-09 1.701976347902630896e-13
1.664000000000000057e+01 4.464055515841116503e-09 1.696551197822125194e-13
1.680000000000000071e+01 4.484567885044662730e-09 1.697338072173980770e-13
1.696000000000000085e+01 4.526284926427603439e-09 1.702707414820583610e-13
1.712000000000000099e+01 4.579900866324495556e-09 1.716378378063049227e-13
1.728000000000000114e+01 4.648517629290473815e-09 1.737111244467821891e-13
1.744000000000000128e+01 4.721913750287568346e-09 1.766617929221269337e-13
1.760000000000000142e+01 4.803496384328306733e-09 1.804327793928053036e-13
1.776000000000000156e+01 4.885309816609772530e-09 1.849579138496879550e-13
1.792000000000000171e+01 4.970005952066275907e-09 1.902592529624786361e-13
1.807999999999999829e+01 5.050655104413074845e-09 1.960426691955796045e-13
1.823999999999999844e+01 5.129567169078395177e-09 2.024062050608574137e-13
1.839999999999999858e+01 5.198197942817341623e-09 2.088885205001344519e-13
1.855999999999999872e+01 5.259395493378087980e-09 2.156433955327930748e-13
1.871999999999999886e+01 5.303067718023072402e-09 2.221333529613956257e-13
1.887999999999999901e+01 5.332578650998069704e-09 2.285375518517645693e-13
1.903999999999999915e+01 5.340140811408466296e-09 2.343539520820579439e-13
