# x lapse
-317.4400000000000 0.9947925990794
-314.8800000000000 0.9947503770038
-312.3200000000000 0.9947074637883
-309.7600000000000 0.9946638423372
-307.2000000000000 0.9946194948950
-304.6400000000000 0.9945744035992
-302.0800000000000 0.9945285497289
-299.5200000000000 0.9944819138644
-296.9600000000000 0.9944344762956
-294.4000000000000 0.9943862163789
-291.8400000000000 0.9943371122118
-289.2800000000000 0.9942871413839
-286.7200000000000 0.9942362808384
-284.1600000000000 0.9941845065377
-281.6000000000000 0.9941317936131
-279.0400000000000 0.9940781163752
-276.4800000000000 0.9940234479728
-273.9200000000000 0.9939677604857
-271.3600000000000 0.9939110252670
-268.8000000000000 0.9938532128107
-266.2400000000000 0.9937942924470
-263.6800000000000 0.9937342314703
-261.1200000000000 0.9936729966472
-258.5600000000000 0.9936105531696
-256.0000000000000 0.9935468650143
-253.4400000000000 0.9934818946989
-250.8800000000000 0.9934156038763
-248.3200000000000 0.9933479507421
-245.7600000000000 0.9932788918931
-243.2000000000000 0.9932083839132
-240.6400000000000 0.9931363806828
-238.0800000000000 0.9930628341037
-235.5200000000000 0.9929876935869
-232.9600000000000 0.9929109067316
-230.4000000000000 0.9928324190292
-227.8400000000000 0.9927521747243
-225.2800000000000 0.9926701141633
-222.7200000000000 0.9925861749127
-220.1600000000000 0.9925002918248
-217.6000000000000 0.9924123966943
-215.0400000000000 0.9923224170821
-212.4800000000000 0.9922302776103
-209.9200000000000 0.9921358988316
-207.3600000000000 0.9920391971395
-204.8000000000000 0.9919400857823
-202.2400000000000 0.9918384747392
-199.6800000000000 0.9917342695284
-197.1200000000000 0.9916273691981
-194.5600000000000 0.9915176699581
-192.0000000000000 0.9914050603854
-189.4400000000000 0.9912894211703
-186.8800000000000 0.9911706270666
-184.3200000000000 0.9910485468964
-181.7600000000000 0.9909230408847
-179.2000000000000 0.9907939637401
-176.6400000000000 0.9906611632129
-174.0800000000000 0.9905244768291
-171.5200000000000 0.9903837313042
-168.9600000000000 0.9902387420006
-166.4000000000000 0.9900893131389
-163.8400000000000 0.9899352368513
-161.2800000000000 0.9897762949544
-158.7200000000000 0.9896122530167
-156.1600000000000 0.9894428614863
-153.6000000000000 0.9892678512209
-151.0400000000000 0.9890869384373
-148.4800000000000 0.9888998229381
-145.9200000000000 0.9887061841562
-143.3600000000000 0.9885056716326
-140.8000000000000 0.9882979068706
-139.5200000000000 0.9881911792364
-138.2400000000000 0.9880824859648
-138.2400000000000 0.9880824859648
-136.9600000000000 0.9879717735202
-135.6800000000000 0.9878589861658
-135.6800000000000 0.9878589861658
-134.4000000000000 0.9877440658546
-133.1200000000000 0.9876269505643
-133.1200000000000 0.9876269505643
-131.8400000000000 0.9875075757745
