# time mean_radius area m_irreducible areal_radius
1.424000000000000057e+02 9.140793909000000106e-01 1.256630339000000021e+02 1.581134601000000028e+00 3.162269200999999974e+00
1.427199999999999989e+02 1.078206076000000069e+00 1.394320022999999935e+02 1.665506393999999890e+00 3.331012788999999863e+00
1.430399999999999920e+02 1.174989346000000046e+00 1.474329505999999981e+02 1.712625282999999943e+00 3.425250564999999803e+00
1.433600000000000136e+02 1.249486695999999952e+00 1.534983985000000075e+02 1.747499244999999979e+00 3.494998489999999958e+00
1.436800000000000068e+02 1.310430494000000001e+00 1.583866597999999897e+02 1.775106328999999983e+00 3.550212657999999966e+00
1.440000000000000000e+02 1.361966003999999897e+00 1.624587110999999879e+02 1.797780120999999953e+00 3.595560241999999906e+00
1.443199999999999932e+02 1.406787202000000070e+00 1.659444900999999959e+02 1.816964704000000097e+00 3.633929407000000111e+00
1.446399999999999864e+02 1.446329189999999931e+00 1.689694393000000048e+02 1.833450349999999895e+00 3.666900699999999791e+00
1.449600000000000080e+02 1.481657691000000110e+00 1.716260507000000075e+02 1.847807293000000017e+00 3.695614586000000035e+00
1.452800000000000011e+02 1.513514660000000012e+00 1.739791648000000066e+02 1.860431538000000051e+00 3.720863077000000185e+00
1.455999999999999943e+02 1.542434647999999964e+00 1.760760487999999953e+02 1.871609384999999959e+00 3.743218769999999918e+00
1.459199999999999875e+02 1.568843661999999917e+00 1.779543846999999914e+02 1.881565836000000047e+00 3.763131672000000094e+00
1.462400000000000091e+02 1.593040621000000101e+00 1.796414476999999863e+02 1.890463712000000074e+00 3.780927424999999786e+00
1.465600000000000023e+02 1.615270219999999979e+00 1.811597546000000136e+02 1.898435883999999962e+00 3.796871767999999925e+00
1.468799999999999955e+02 1.635760751999999929e+00 1.825299841000000072e+02 1.905601914000000008e+00 3.811203826999999933e+00
1.471999999999999886e+02 1.654715160999999934e+00 1.837703553999999997e+02 1.912065651999999893e+00 3.824131303000000148e+00
1.475200000000000102e+02 1.672269876999999960e+00 1.848937763000000132e+02 1.917901145999999946e+00 3.835802291999999891e+00
1.478400000000000034e+02 1.688554370999999943e+00 1.859123294999999985e+02 1.923176610999999925e+00 3.846353221999999850e+00
1.481599999999999966e+02 1.703691840000000068e+00 1.868373215999999957e+02 1.927954981000000068e+00 3.855909963000000218e+00
1.484799999999999898e+02 1.717771482999999932e+00 1.876772975000000088e+02 1.932283933999999981e+00 3.864567867999999962e+00
1.488000000000000114e+02 1.730866693000000067e+00 1.884394572999999866e+02 1.936203472999999953e+00 3.872406944999999823e+00
1.491200000000000045e+02 1.743055561999999892e+00 1.891311619999999891e+02 1.939753829000000040e+00 3.879507658000000081e+00
1.494399999999999977e+02 1.754405433000000070e+00 1.897587995000000092e+02 1.942969729000000090e+00 3.885939458000000180e+00
1.497599999999999909e+02 1.764964932999999903e+00 1.903272402999999997e+02 1.945877729000000000e+00 3.891755459000000084e+00
1.500800000000000125e+02 1.774778404999999948e+00 1.908409263000000067e+02 1.948501884999999989e+00 3.897003769999999978e+00
1.504000000000000057e+02 1.783895277999999918e+00 1.913045569999999884e+02 1.950867303000000108e+00 3.901734606999999855e+00
1.507199999999999989e+02 1.792356421000000033e+00 1.917220811999999910e+02 1.952995036999999989e+00 3.905990073999999979e+00
1.510399999999999920e+02 1.800199263000000105e+00 1.920971012999999914e+02 1.954904192999999957e+00 3.909808384999999831e+00
1.513600000000000136e+02 1.807458197999999960e+00 1.924328996000000132e+02 1.956612097000000050e+00 3.913224194000000100e+00
1.516800000000000068e+02 1.814163626000000029e+00 1.927323843000000068e+02 1.958134049999999959e+00 3.916268098999999836e+00
1.520000000000000000e+02 1.820347417000000023e+00 1.929984819000000016e+02 1.959485340999999936e+00 3.918970680999999789e+00
1.523199999999999932e+02 1.826042788000000083e+00 1.932341354000000138e+02 1.960681254000000040e+00 3.921362506999999997e+00
1.526399999999999864e+02 1.831274403999999967e+00 1.934415826999999979e+02 1.961733420000000061e+00 3.923466840000000122e+00
1.529600000000000080e+02 1.836064496999999962e+00 1.936228271999999890e+02 1.962652225000000028e+00 3.925304450000000056e+00
1.532800000000000011e+02 1.840438875000000030e+00 1.937800694000000021e+02 1.963449003000000026e+00 3.926898007000000135e+00
1.535999999999999943e+02 1.844422149999999982e+00 1.939153627999999969e+02 1.964134304999999969e+00 3.928268609999999939e+00
1.539199999999999875e+02 1.848038013000000035e+00 1.940306338999999980e+02 1.964717998000000021e+00 3.929435996000000042e+00
1.542400000000000091e+02 1.851310787999999929e+00 1.941277930999999910e+02 1.965209844999999955e+00 3.930419688999999828e+00
1.545600000000000023e+02 1.854261337000000065e+00 1.942084484000000089e+02 1.965618050000000006e+00 3.931236100000000011e+00
1.548799999999999955e+02 1.856910982000000043e+00 1.942741954999999905e+02 1.965950740999999891e+00 3.931901481999999781e+00
1.551999999999999886e+02 1.859280248999999996e+00 1.943265207999999973e+02 1.966215475000000046e+00 3.932430950000000092e+00
1.555200000000000102e+02 1.861387378000000092e+00 1.943667097999999953e+02 1.966418782999999948e+00 3.932837565999999896e+00
1.558400000000000034e+02 1.863252112999999932e+00 1.943961185000000000e+02 1.966567541999999946e+00 3.933135083999999893e+00
1.561599999999999966e+02 1.864893501999999925e+00 1.944160146000000111e+02 1.966668177000000073e+00 3.933336354000000146e+00
1.564799999999999898e+02 1.866328473999999904e+00 1.944274810999999943e+02 1.966726171999999995e+00 3.933452345000000072e+00
1.568000000000000114e+02 1.867574564999999964e+00 1.944316144000000008e+02 1.966747076999999955e+00 3.933494153999999909e+00
1.571200000000000045e+02 1.868649476000000087e+00 1.944294956999999897e+02 1.966736362000000016e+00 3.933472722999999949e+00
1.574399999999999977e+02 1.869567501999999992e+00 1.944219340999999872e+02 1.966698116999999968e+00 3.933396232999999853e+00
1.577599999999999909e+02 1.870342501999999962e+00 1.944096902999999941e+02 1.966636188999999924e+00 3.933272377999999847e+00
1.580800000000000125e+02 1.870989248999999965e+00 1.943935748000000103e+02 1.966554675999999890e+00 3.933109351000000142e+00
1.584000000000000057e+02 1.871521181999999950e+00 1.943742856000000074e+02 1.966457104999999927e+00 3.932914209999999855e+00
1.587199999999999989e+02 1.871952698999999942e+00 1.943525754000000063e+02 1.966347282000000085e+00 3.932694564000000170e+00
1.590399999999999920e+02 1.872295239999999916e+00 1.943289738000000000e+02 1.966227884999999898e+00 3.932455769999999795e+00
1.593600000000000136e+02 1.872558001000000028e+00 1.943038415000000043e+02 1.966100736000000015e+00 3.932201472000000031e+00
1.596800000000000068e+02 1.872754132999999932e+00 1.942778212000000053e+02 1.965969086000000088e+00 3.931938172000000176e+00
1.600000000000000000e+02 1.872893670999999927e+00 1.942513256000000013e+02 1.965835022000000043e+00 3.931670044000000086e+00
1.603199999999999932e+02 1.872982807000000083e+00 1.942244838999999956e+02 1.965699198000000036e+00 3.931398396000000073e+00
1.606399999999999864e+02 1.873030858999999992e+00 1.941976627999999891e+02 1.965563468000000036e+00 3.931126936000000072e+00
1.609600000000000080e+02 1.873044409000000021e+00 1.941710352000000057e+02 1.965428707999999913e+00 3.930857416999999909e+00
1.612800000000000011e+02 1.873029980000000094e+00 1.941447731000000090e+02 1.965295789000000015e+00 3.930591579000000113e+00
1.615999999999999943e+02 1.872994524000000105e+00 1.941190866000000028e+02 1.965165775000000004e+00 3.930331550000000007e+00
1.619199999999999875e+02 1.872941927999999923e+00 1.940939743000000135e+02 1.965038658999999965e+00 3.930077316999999848e+00
1.622400000000000091e+02 1.872876898999999984e+00 1.940695064999999886e+02 1.964914797000000046e+00 3.929829594000000093e+00
1.625600000000000023e+02 1.872804149000000029e+00 1.940457633000000044e+02 1.964794595000000088e+00 3.929589190000000176e+00
1.628799999999999955e+02 1.872726770999999957e+00 1.940227211000000125e+02 1.964677935999999958e+00 3.929355871999999916e+00
1.631999999999999886e+02 1.872647388000000079e+00 1.940003386999999861e+02 1.964564610000000044e+00 3.929129220000000089e+00
1.635200000000000102e+02 1.872568330000000003e+00 1.939785679000000016e+02 1.964454375000000086e+00 3.928908750000000172e+00
1.638400000000000034e+02 1.872491066000000037e+00 1.939573145999999895e+02 1.964346753999999917e+00 3.928693508999999917e+00
1.641599999999999966e+02 1.872417589000000104e+00 1.939365382000000011e+02 1.964241542999999979e+00 3.928483084999999875e+00
1.644799999999999898e+02 1.872350323000000039e+00 1.939162428999999861e+02 1.964138761999999927e+00 3.928277523000000215e+00
1.648000000000000114e+02 1.872290701000000057e+00 1.938963764000000083e+02 1.964038147999999984e+00 3.928076294999999885e+00
1.651200000000000045e+02 1.872240850999999928e+00 1.938769512000000077e+02 1.963939762999999949e+00 3.927879524999999816e+00
1.654399999999999977e+02 1.872203434000000000e+00 1.938580278000000021e+02 1.963843914999999996e+00 3.927687829999999991e+00
1.657599999999999909e+02 1.872179835999999931e+00 1.938395873000000051e+02 1.963750509000000033e+00 3.927501016999999983e+00
1.660800000000000125e+02 1.872171693000000081e+00 1.938216424000000018e+02 1.963659609000000028e+00 3.927319216999999973e+00
1.664000000000000057e+02 1.872181654999999889e+00 1.938042890000000114e+02 1.963571701000000003e+00 3.927143400999999923e+00
1.667199999999999989e+02 1.872211738999999930e+00 1.937875859000000105e+02 1.963487082999999966e+00 3.926974165999999933e+00
1.670399999999999920e+02 1.872263628000000013e+00 1.937715786999999921e+02 1.963405988000000102e+00 3.926811975000000121e+00
1.673600000000000136e+02 1.872338693999999970e+00 1.937562982999999974e+02 1.963328570999999911e+00 3.926657141999999823e+00
1.676800000000000068e+02 1.872437138000000001e+00 1.937417052000000126e+02 1.963254634000000109e+00 3.926509268999999858e+00
1.680000000000000000e+02 1.872561050999999921e+00 1.937279034000000024e+02 1.963184703000000031e+00 3.926369407000000145e+00
1.683199999999999932e+02 1.872711950000000014e+00 1.937149621000000081e+02 1.963119129999999934e+00 3.926238260999999952e+00
1.686399999999999864e+02 1.872890700999999991e+00 1.937029118000000096e+02 1.963058069999999988e+00 3.926116141000000059e+00
1.689600000000000080e+02 1.873098361000000045e+00 1.936918042000000071e+02 1.963001785000000110e+00 3.926003570999999859e+00
1.692800000000000011e+02 1.873335686000000111e+00 1.936816769000000136e+02 1.962950465999999894e+00 3.925900932999999871e+00
1.695999999999999943e+02 1.873604159999999963e+00 1.936726261000000022e+02 1.962904600999999971e+00 3.925809203000000025e+00
1.699199999999999875e+02 1.873904165999999982e+00 1.936646738999999968e+02 1.962864302000000061e+00 3.925728604000000121e+00
1.702400000000000091e+02 1.874236041000000075e+00 1.936578445000000102e+02 1.962829692999999986e+00 3.925659384999999890e+00
1.705600000000000023e+02 1.874600934000000052e+00 1.936522256000000084e+02 1.962801216999999987e+00 3.925602435000000057e+00
1.708799999999999955e+02 1.874999292999999900e+00 1.936478585000000123e+02 1.962779084999999979e+00 3.925558171000000041e+00
1.711999999999999886e+02 1.875430490999999922e+00 1.936447134999999946e+02 1.962763146999999986e+00 3.925526293999999972e+00
1.715200000000000102e+02 1.875894439999999941e+00 1.936428051000000039e+02 1.962753474999999970e+00 3.925506949999999939e+00
1.718400000000000034e+02 1.876390583000000056e+00 1.936421178999999881e+02 1.962749991999999999e+00 3.925499983999999998e+00
1.721599999999999966e+02 1.876918910999999968e+00 1.936426779999999894e+02 1.962752830999999976e+00 3.925505661999999951e+00
1.724799999999999898e+02 1.877478978000000076e+00 1.936444855000000018e+02 1.962761991000000039e+00 3.925523982000000078e+00
1.728000000000000114e+02 1.878069972000000032e+00 1.936475188999999943e+02 1.962777363999999913e+00 3.925554727999999827e+00
1.731200000000000045e+02 1.878691085999999899e+00 1.936517586999999878e+02 1.962798851000000067e+00 3.925597702000000133e+00
1.734399999999999977e+02 1.879340862000000056e+00 1.936571412000000123e+02 1.962826128999999975e+00 3.925652256999999867e+00
1.737599999999999909e+02 1.880018683999999940e+00 1.936636675999999966e+02 1.962859203000000052e+00 3.925718406000000105e+00
1.740800000000000125e+02 1.880723767999999962e+00 1.936713287000000037e+02 1.962898027000000045e+00 3.925796053000000008e+00
1.744000000000000057e+02 1.881454202000000020e+00 1.936800370999999927e+02 1.962942157000000076e+00 3.925884313000000070e+00
1.747199999999999989e+02 1.882208808999999983e+00 1.936897594000000140e+02 1.962991423999999929e+00 3.925982847000000220e+00
1.750399999999999920e+02 1.882986338999999898e+00 1.937004580999999916e+02 1.963045637000000010e+00 3.926091274000000020e+00
1.753600000000000136e+02 1.883784788999999904e+00 1.937120444999999904e+02 1.963104347000000027e+00 3.926208694000000055e+00
1.756800000000000068e+02 1.884602569999999977e+00 1.937244622000000049e+02 1.963167266999999994e+00 3.926334535000000070e+00
1.760000000000000000e+02 1.885437366999999975e+00 1.937376037999999880e+02 1.963233852999999973e+00 3.926467707000000029e+00
1.763199999999999932e+02 1.886287792999999935e+00 1.937514301999999873e+02 1.963303907000000015e+00 3.926607814000000030e+00
1.766399999999999864e+02 1.887152530000000050e+00 1.937659059000000070e+02 1.963377246999999937e+00 3.926754494999999956e+00
1.769600000000000080e+02 1.888029645999999895e+00 1.937809518999999909e+02 1.963453474999999893e+00 3.926906949000000147e+00
1.772800000000000011e+02 1.888916481999999952e+00 1.937964388000000042e+02 1.963531931999999980e+00 3.927063863999999960e+00
1.775999999999999943e+02 1.889811077000000061e+00 1.938122888000000046e+02 1.963612225999999961e+00 3.927224451999999921e+00
1.779199999999999875e+02 1.890712825000000041e+00 1.938285190999999941e+02 1.963694443000000067e+00 3.927388886000000134e+00
1.782400000000000091e+02 1.891619388000000068e+00 1.938450211999999908e+02 1.963778033000000089e+00 3.927556066999999818e+00
1.785600000000000023e+02 1.892529372999999904e+00 1.938617548999999940e+02 1.963862793000000107e+00 3.927725586999999852e+00
1.788799999999999955e+02 1.893440747000000091e+00 1.938786326000000031e+02 1.963948279000000019e+00 3.927896556999999955e+00
1.791999999999999886e+02 1.894350946999999952e+00 1.938955295000000092e+02 1.964033858000000077e+00 3.928067716000000154e+00
1.795200000000000102e+02 1.895258593999999963e+00 1.939124055000000055e+02 1.964119326999999915e+00 3.928238654999999913e+00
1.798400000000000034e+02 1.896162619999999910e+00 1.939292389999999955e+02 1.964204577999999923e+00 3.928409155999999847e+00
1.801599999999999966e+02 1.897062099000000002e+00 1.939460162999999966e+02 1.964289540000000001e+00 3.928579080000000001e+00
1.804799999999999898e+02 1.897955569000000065e+00 1.939626820999999950e+02 1.964373933999999933e+00 3.928747868999999948e+00
1.808000000000000114e+02 1.898840432000000078e+00 1.939791002999999989e+02 1.964457070999999999e+00 3.928914141999999998e+00
