# 1D ASCII output created by CarpetIOASCII
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
0	0	0 47 0	24 256 256	0	-23.2 0 0	-0.0186911806835742
0	0	0 47 0	32 256 256	0	-22.4 0 0	-0.0201916008098454
0	0	0 47 0	40 256 256	0	-21.6 0 0	-0.0218416218680198
0	0	0 47 0	48 256 256	0	-20.8 0 0	-0.0236604711491683
0	0	0 47 0	56 256 256	0	-20 0 0	-0.0256707688415428
0	0	0 47 0	64 256 256	0	-19.2 0 0	-0.0278990270549623
0	0	0 47 0	72 256 256	0	-18.4 0 0	-0.0303753523273728
0	0	0 47 0	80 256 256	0	-17.6 0 0	-0.0331378343164861
0	0	0 47 0	88 256 256	0	-16.8 0 0	-0.0362298974681728
0	0	0 47 0	96 256 256	0	-16 0 0	-0.0397047446609548
0	0	0 47 0	104 256 256	0	-15.2 0 0	-0.0436270805416903
0	0	0 47 0	112 256 256	0	-14.4 0 0	-0.0480769905693244
0	0	0 47 0	120 256 256	0	-13.6 0 0	-0.0531523463566403

0	0	0 48 0	128 256 256	0	-12.8 0 0	-0.0589776425696176
0	0	0 48 0	136 256 256	0	-12 0 0	-0.0657102579022314
0	0	0 48 0	144 256 256	0	-11.2 0 0	-0.0735545129404177
0	0	0 48 0	152 256 256	0	-10.4 0 0	-0.0827780360226699
0	0	0 48 0	160 256 256	0	-9.6 0 0	-0.0937408732627641
0	0	0 48 0	168 256 256	0	-8.8 0 0	-0.106936152685512
0	0	0 48 0	176 256 256	0	-8 0 0	-0.123059884493278
0	0	0 48 0	184 256 256	0	-7.2 0 0	-0.143125739716509
0	0	0 48 0	192 256 256	0	-6.4 0 0	-0.168539003039981
0	0	0 48 0	200 256 256	0	-5.6 0 0	-0.199977387841325
0	0	0 48 0	208 256 256	0	-4.8 0 0	-0.237066214440935
0	0	0 48 0	216 256 256	0	-4 0 0	-0.27844997277977
0	0	0 48 0	224 256 256	0	-3.2 0 0	-0.321443685732366
0	0	0 48 0	232 256 256	0	-2.4 0 0	-0.362023276744361
0	0	0 48 0	240 256 256	0	-1.6 0 0	-0.395435997029816
0	0	0 48 0	248 256 256	0	-0.8 0 0	-0.417366747030043

0	0	0 49 0	256 256 256	0	0 0 0	-0.42498944407
0	0	0 49 0	264 256 256	0	0.8 0 0	-0.417366747030043
0	0	0 49 0	272 256 256	0	1.6 0 0	-0.395435997029816
0	0	0 49 0	280 256 256	0	2.4 0 0	-0.362023276744361
0	0	0 49 0	288 256 256	0	3.2 0 0	-0.321443685732366
0	0	0 49 0	296 256 256	0	4 0 0	-0.278449972779771
0	0	0 49 0	304 256 256	0	4.8 0 0	-0.237066214440935
0	0	0 49 0	312 256 256	0	5.6 0 0	-0.199977387841325
0	0	0 49 0	320 256 256	0	6.4 0 0	-0.168539003039981
0	0	0 49 0	328 256 256	0	7.2 0 0	-0.143125739716509
0	0	0 49 0	336 256 256	0	8 0 0	-0.123059884493278
0	0	0 49 0	344 256 256	0	8.8 0 0	-0.106936152685512
0	0	0 49 0	352 256 256	0	9.6 0 0	-0.093740873262764
0	0	0 49 0	360 256 256	0	10.4 0 0	-0.0827780360226699
0	0	0 49 0	368 256 256	0	11.2 0 0	-0.0735545129404177
0	0	0 49 0	376 256 256	0	12 0 0	-0.0657102579022314
0	0	0 49 0	384 256 256	0	12.8 0 0	-0.0589776425696176

0	0	0 50 0	392 256 256	0	13.6 0 0	-0.0531523463566403
0	0	0 50 0	400 256 256	0	14.4 0 0	-0.0480769905693244
0	0	0 50 0	408 256 256	0	15.2 0 0	-0.0436270805416903
0	0	0 50 0	416 256 256	0	16 0 0	-0.0397047446609548
0	0	0 50 0	424 256 256	0	16.8 0 0	-0.0362298974681728
0	0	0 50 0	432 256 256	0	17.6 0 0	-0.0331378343164861
0	0	0 50 0	440 256 256	0	18.4 0 0	-0.0303753523273728
0	0	0 50 0	448 256 256	0	19.2 0 0	-0.0278990270549623
0	0	0 50 0	456 256 256	0	20 0 0	-0.0256707688415428
0	0	0 50 0	464 256 256	0	20.8 0 0	-0.0236604711491683
0	0	0 50 0	472 256 256	0	21.6 0 0	-0.0218416218680198
0	0	0 50 0	480 256 256	0	22.4 0 0	-0.0201916008098454
0	0	0 50 0	488 256 256	0	23.2 0 0	-0.0186911806835742

#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#

#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
0	0	1 47 0	32 256 256	0	-22.4 0 0	-0.0201916008098454
0	0	1 47 0	36 256 256	0	-22 0 0	-0.0209967824657422
0	0	1 47 0	40 256 256	0	-21.6 0 0	-0.0218416218680198
0	0	1 47 0	44 256 256	0	-21.2 0 0	-0.0227286145879263
0	0	1 47 0	48 256 256	0	-20.8 0 0	-0.0236604711491683
0	0	1 47 0	52 256 256	0	-20.4 0 0	-0.0246401196677491
0	0	1 47 0	56 256 256	0	-20 0 0	-0.0256707688415428
0	0	1 47 0	60 256 256	0	-19.6 0 0	-0.0267559068988897
0	0	1 47 0	64 256 256	0	-19.2 0 0	-0.0278990270549623
0	0	1 47 0	68 256 256	0	-18.8 0 0	-0.0291039661584342
0	0	1 47 0	72 256 256	0	-18.4 0 0	-0.0303753523273728
0	0	1 47 0	76 256 256	0	-18 0 0	-0.031718453907063
0	0	1 47 0	80 256 256	0	-17.6 0 0	-0.0331378343164861
0	0	1 47 0	84 256 256	0	-17.2 0 0	-0.0346393639238083
0	0	1 47 0	88 256 256	0	-16.8 0 0	-0.0362298974681728
0	0	1 47 0	92 256 256	0	-16.4 0 0	-0.0379154730573655
0	0	1 47 0	96 256 256	0	-16 0 0	-0.0397047446609548
0	0	1 47 0	100 256 256	0	-15.6 0 0	-0.0416053844795817
0	0	1 47 0	104 256 256	0	-15.2 0 0	-0.0436270805416903
0	0	1 47 0	108 256 256	0	-14.8 0 0	-0.0457805514632616
0	0	1 47 0	112 256 256	0	-14.4 0 0	-0.0480769905693244
0	0	1 47 0	116 256 256	0	-14 0 0	-0.0505293544335712
0	0	1 47 0	120 256 256	0	-13.6 0 0	-0.0531523463566403
